NAME,ORIGIN,RACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Vermont,2,3,116,138,144,164,176,187,209,225,238,258,268
Vermont,2,4,66,68,72,84,88,86,92,95,106,111,109
Vermont,2,5,24,24,24,23,24,24,30,30,29,28,48
Vermont,2,6,263,288,330,358,376,475,545,571,605,648,842
Virginia,1,0,6771549,6836712,6897080,6948739,7026274,7094409,7157629,7204529,7257827,7318507,7387851
Virginia,1,1,4999290,5027048,5049595,5065992,5099021,5122621,5140929,5149291,5162957,5181990,5206944
Virginia,1,2,1390699,1403995,1417563,1428611,1446240,1461805,1479716,1491097,1504072,1518483,1535841
Virginia,1,3,19040,19375,19559,19621,19949,20104,20218,20342,20508,20722,21051
Virginia,1,4,268542,285427,302412,319409,337830,357624,375710,393471,410256,427171,444707
Virginia,1,5,3534,3748,3903,4063,4261,4461,4620,4784,5016,5197,5280
Virginia,1,6,90444,97119,104048,111043,118973,127794,136436,145544,155018,164944,174028
Virginia,2,0,334268,361650,389793,418238,449301,482696,516096,546471,575669,607430,636766
Virginia,2,1,292685,315133,338078,361070,385769,412508,438508,461995,484229,508284,530960
Virginia,2,2,25972,27481,28953,30709,33323,35810,38827,41516,44195,46995,49772
Virginia,2,3,4193,5751,7322,8913,10480,12084,13720,15414,17157,19166,20719
Virginia,2,4,3023,3353,3796,4207,4652,5190,5731,6169,6732,7199,7574
Virginia,2,5,1120,1329,1456,1625,1774,1991,2227,2403,2548,2790,2981
Virginia,2,6,7275,8603,10188,11714,13303,15113,17083,18974,20808,22996,24760
Washington,1,0,5463559,5512082,5553278,5579951,5625498,5674041,5751955,5808908,5871854,5937616,5983005
Washington,1,1,4683516,4703650,4717352,4720498,4739760,4759787,4800565,4824289,4851079,4879627,4896543
Washington,1,2,189674,194584,198705,200778,203627,207050,212966,216854,223345,229758,232344
Washington,1,3,86458,86743,87038,87102,87463,87554,87793,88226,88722,88990,89529
Washington,1,4,329332,344234,358620,371533,385303,400352,419428,436533,452691,469459,483179
Washington,1,5,23630,24904,26247,27474,28762,30229,32088,33925,35962,38098,39566
Washington,1,6,150949,157967,165316,172566,180583,189069,199115,209081,220055,231684,241844
Washington,2,0,446953,473640,499071,524164,553147,583264,618798,652679,690377,729810,761491
Washington,2,1,406214,428070,448695,467902,489122,511643,539266,565196,594510,626064,651492
Washington,2,2,10044,10666,11333,12171,13422,14679,16227,17493,18995,20359,21063
Washington,2,3,10857,12511,13934,15944,18529,20861,23311,26135,29229,31534,33729
Washington,2,4,5098,5424,5979,6648,7685,8825,9605,10192,10807,11436,12023
Washington,2,5,2054,2224,2354,2638,2995,3339,3595,3738,3983,4123,4215
Washington,2,6,12686,14745,16776,18861,21394,23917,26794,29925,32853,36294,38969
West Virginia,1,0,1794674,1788334,1791376,1797129,1800237,1802919,1808884,1813906,1819095,1825731,1831363
West Virginia,1,1,1710457,1703249,1704880,1708765,1709944,1710997,1714509,1717215,1720090,1724043,1727969
West Virginia,1,2,57231,57009,57245,57749,58141,58423,59402,60181,60880,61948,62566
West Virginia,1,3,3504,3480,3495,3470,3511,3534,3523,3514,3551,3561,3487
West Virginia,1,4,9638,9789,10033,10456,10888,11026,11463,11766,11952,12406,12474
West Virginia,1,5,345,385,380,393,374,372,395,393,420,364,382
West Virginia,1,6,13499,14422,15343,16296,17379,18567,19592,20837,22202,23409,24485
West Virginia,2,0,12347,13147,14038,15166,16201,17573,19028,20146,21215,22044,22610
West Virginia,2,1,11176,11758,12451,13342,14225,15258,16390,17307,18076,18689,19018
West Virginia,2,2,536,642,730,824,900,1014,1160,1212,1378,1469,1440
West Virginia,2,3,168,213,242,267,287,317,372,434,481,491,467
West Virginia,2,4,94,106,108,125,129,160,158,159,166,185,198
West Virginia,2,5,79,79,81,84,85,81,84,83,90,87,99
West Virginia,2,6,294,349,426,524,575,743,864,951,1024,1123,1388
Wisconsin,1,0,5178628,5197064,5221166,5241738,5263029,5280645,5296994,5314525,5330080,5343585,5352828
Wisconsin,1,1,4693327,4698727,4708972,4716994,4726677,4732052,4735715,4740067,4742670,4743944,4742771
Wisconsin,1,2,302981,308717,314767,319816,324149,328945,333982,339214,344175,348779,352653
Wisconsin,1,3,44355,44700,45266,45727,46095,46603,46969,47570,47934,48164,48719
Wisconsin,1,4,91032,95005,99311,103401,107264,111103,114997,118855,122977,126719,129900
Wisconsin,1,5,1381,1436,1449,1480,1491,1507,1573,1598,1629,1673,1603
Wisconsin,1,6,45552,48479,51401,54320,57353,60435,63758,67221,70695,74306,77182
Wisconsin,2,0,195371,209771,223996,237465,250997,265521,280661,296250,310916,325679,338219
Wisconsin,2,1,178157,190496,202664,214090,225323,237335,249854,262780,274753,286380,296133
Wisconsin,2,2,7499,8146,8702,9274,9970,10693,11527,12292,13240,14243,15100
Wisconsin,2,3,4199,4762,5350,6004,6733,7450,8213,9024,9800,10655,11519
Wisconsin,2,4,1136,1285,1361,1469,1608,1709,1865,2024,2077,2351,2505
Wisconsin,2,5,458,513,564,560,617,672,723,758,809,889,902
Wisconsin,2,6,3922,4569,5355,6068,6746,7662,8479,9372,10237,11161,12060
Wyoming,1,0,462301,461701,465763,468029,472105,475579,482234,491854,500094,511082,513769
Wyoming,1,1,440281,438909,442344,444231,447613,450600,456366,464915,472449,482058,484769
Wyoming,1,2,3531,3728,3812,3837,3995,3984,4060,4283,4251,4615,4361
Wyoming,1,3,10313,10540,10657,10664,10824,10868,11160,11390,11587,11839,11800
Wyoming,1,4,2755,2856,3004,3124,3241,3388,3623,3767,3967,4274,4324
Wyoming,1,5,277,328,338,330,342,334,363,373,366,363,360
Wyoming,1,6,5144,5340,5608,5843,6090,6405,6662,7126,7474,7933,8155
Wyoming,2,0,31999,32956,34254,35424,37001,38578,40433,43022,45949,48769,50691
Wyoming,2,1,29594,30236,31272,32230,33534,34747,36241,38395,40937,43417,44910
Wyoming,2,2,409,453,473,493,535,590,611,662,663,787,740
Wyoming,2,3,1116,1272,1414,1478,1590,1741,1904,2172,2379,2465,2638
Wyoming,2,4,176,209,212,237,239,242,255,263,288,322,316
Wyoming,2,5,51,53,65,82,83,99,118,122,137,140,144
Wyoming,2,6,653,733,818,904,1020,1159,1304,1408,1545,1638,1943
