NAME,ORIGIN,RACE,AGE,2021,2022,2023
California,1,4,64,73321,75641,75444
California,1,4,65,72189,72860,75316
California,1,4,66,71248,71508,72461
California,1,4,67,67742,70697,71145
California,1,4,68,65053,67355,70515
California,1,4,69,61802,64445,66848
California,1,4,70,58369,61139,63934
California,1,4,71,59789,57909,60784
California,1,4,72,55047,58994,57357
California,1,4,73,51450,54447,58551
California,1,4,74,48689,50687,53875
California,1,4,75,39930,47886,50068
California,1,4,76,37452,39227,47202
California,1,4,77,34496,36708,38549
California,1,4,78,31439,33684,36026
California,1,4,79,29760,30644,33017
California,1,4,80,27395,28968,29932
California,1,4,81,26038,26546,28181
California,1,4,82,23564,25197,25775
California,1,4,83,21979,22574,24303
California,1,4,84,19861,20873,21565
California,1,4,85,126995,133410,141319
California,1,5,0,3328,3395,3350
California,1,5,1,3765,3317,3419
California,1,5,2,4039,3755,3325
California,1,5,3,4336,4014,3803
California,1,5,4,4505,4310,4004
California,1,5,5,4275,4317,4149
California,1,5,6,4293,4199,4290
California,1,5,7,4271,4292,4242
California,1,5,8,4268,4245,4279
California,1,5,9,4080,4190,4182
California,1,5,10,4048,4101,4214
California,1,5,11,3921,4034,4075
California,1,5,12,3909,3885,3994
California,1,5,13,4067,3903,3903
California,1,5,14,4026,4024,3892
California,1,5,15,4033,4097,4106
California,1,5,16,3893,3854,3922
California,1,5,17,3726,3846,3804
California,1,5,18,3473,3650,3807
California,1,5,19,3352,3642,3677
California,1,5,20,3481,3580,3691
California,1,5,21,3603,3625,3663
California,1,5,22,3522,3574,3513
California,1,5,23,3611,3594,3607
California,1,5,24,3585,3556,3534
California,1,5,25,3760,3621,3584
California,1,5,26,4032,3758,3663
California,1,5,27,4045,3978,3706
California,1,5,28,4157,4054,4001
California,1,5,29,4326,4191,4041
California,1,5,30,4562,4174,4036
California,1,5,31,4476,4552,4177
California,1,5,32,4499,4597,4695
California,1,5,33,4324,4335,4418
California,1,5,34,4203,4335,4355
California,1,5,35,4228,4063,4196
California,1,5,36,4196,4239,4052
California,1,5,37,4039,4131,4206
California,1,5,38,4022,4036,4163
California,1,5,39,3983,3970,4009
California,1,5,40,3767,3874,3852
California,1,5,41,3921,3879,3992
California,1,5,42,3560,3849,3823
California,1,5,43,3266,3399,3715
California,1,5,44,3319,3356,3488
California,1,5,45,3153,3299,3329
California,1,5,46,3163,3166,3299
California,1,5,47,3089,3128,3140
California,1,5,48,3086,3073,3143
California,1,5,49,3127,3075,3070
California,1,5,50,3344,3135,3101
California,1,5,51,3408,3291,3090
California,1,5,52,3160,3387,3265
California,1,5,53,3180,3165,3398
California,1,5,54,3180,3144,3145
California,1,5,55,3150,3103,3082
California,1,5,56,3323,3123,3107
California,1,5,57,3297,3283,3133
California,1,5,58,3257,3241,3228
California,1,5,59,3423,3277,3264
California,1,5,60,3162,3313,3175
California,1,5,61,3121,3151,3321
California,1,5,62,2979,3169,3203
California,1,5,63,2774,2869,3074
California,1,5,64,2691,2801,2923
California,1,5,65,2464,2605,2725
California,1,5,66,2321,2433,2572
California,1,5,67,2130,2294,2427
California,1,5,68,1963,2060,2228
California,1,5,69,1868,1888,1997
California,1,5,70,1712,1882,1916
California,1,5,71,1721,1703,1883
California,1,5,72,1632,1678,1669
California,1,5,73,1502,1621,1660
California,1,5,74,1449,1525,1655
California,1,5,75,1217,1347,1452
California,1,5,76,1108,1204,1359
California,1,5,77,960,1033,1138
California,1,5,78,889,951,1035
California,1,5,79,811,914,986
California,1,5,80,733,757,837
California,1,5,81,682,745,768
California,1,5,82,653,697,755
California,1,5,83,555,620,659
California,1,5,84,516,497,565
California,1,5,85,3113,3320,3509
California,2,1,0,189441,197029,193428
California,2,1,1,191412,188242,196570
California,2,1,2,198234,190634,187798
California,2,1,3,205652,197223,190257
California,2,1,4,214361,204287,196689
California,2,1,5,223324,213347,203770
California,2,1,6,226743,222139,212584
California,2,1,7,228136,225622,221299
California,2,1,8,230233,227078,224995
California,2,1,9,234927,229235,226547
California,2,1,10,242621,233657,228465
California,2,1,11,244947,241374,232853
California,2,1,12,247149,243887,240491
California,2,1,13,258376,246408,243374
California,2,1,14,257625,257517,245807
California,2,1,15,251432,256927,257201
California,2,1,16,245790,250859,256623
California,2,1,17,242910,245615,251127
California,2,1,18,235433,242140,245778
California,2,1,19,227505,234421,238468
California,2,1,20,231907,231460,234718
California,2,1,21,231907,233103,231281
California,2,1,22,228403,232659,232857
California,2,1,23,228195,228190,232164
California,2,1,24,230226,227880,227934
California,2,1,25,231834,229139,227059
California,2,1,26,234211,230538,228190
California,2,1,27,237603,232868,229787
California,2,1,28,238835,235970,232164
California,2,1,29,241988,237265,235245
California,2,1,30,238566,240099,236227
California,2,1,31,233497,236468,238691
California,2,1,32,219980,231502,235125
California,2,1,33,216816,217842,229869
California,2,1,34,212950,214767,216176
California,2,1,35,211794,211158,213548
California,2,1,36,209573,209567,209438
California,2,1,37,204674,207318,207943
California,2,1,38,207521,202449,205606
California,2,1,39,207548,205384,200865
California,2,1,40,204083,205450,203786
California,2,1,41,203661,201907,203704
California,2,1,42,191233,201567,200208
California,2,1,43,190071,189039,199863
California,2,1,44,189394,188122,187517
California,2,1,45,186805,187357,186545
California,2,1,46,186354,184634,185502
California,2,1,47,181900,184291,182961
California,2,1,48,179946,179884,182639
California,2,1,49,179623,177849,178245
California,2,1,50,181892,177604,176210
California,2,1,51,179353,179452,175663
California,2,1,52,171160,176928,177496
California,2,1,53,167031,168873,175107
California,2,1,54,161014,165041,167133
California,2,1,55,158230,159040,163281
California,2,1,56,156016,155946,157173
California,2,1,57,149631,153576,153947
California,2,1,58,142605,147392,151695
California,2,1,59,138083,140173,145367
California,2,1,60,131648,135770,138216
California,2,1,61,129158,129146,133615
California,2,1,62,119686,126729,127258
California,2,1,63,112708,117156,124675
California,2,1,64,107522,110283,115114
California,2,1,65,101797,105304,108325
California,2,1,66,97475,99499,103363
California,2,1,67,89105,95274,97565
California,2,1,68,82083,86920,93329
California,2,1,69,75644,80020,85103
California,2,1,70,71091,73765,78380
California,2,1,71,67023,69447,72303
California,2,1,72,61408,65289,67896
California,2,1,73,57923,59749,63825
California,2,1,74,55199,56144,58229
California,2,1,75,45770,53538,54662
California,2,1,76,42625,44372,52128
California,2,1,77,38817,41107,42958
California,2,1,78,36423,37369,39755
California,2,1,79,32483,34999,36059
California,2,1,80,29929,31136,33666
California,2,1,81,27818,28456,29790
California,2,1,82,25132,26254,26987
California,2,1,83,23100,23748,24938
California,2,1,84,20582,21524,22296
California,2,1,85,119198,121144,124855
California,2,2,0,9644,9900,9675
California,2,2,1,10449,9700,10016
California,2,2,2,10064,10219,9533
California,2,2,3,9503,10011,10256
California,2,2,4,9467,9384,9929
California,2,2,5,9346,9369,9372
California,2,2,6,9435,9331,9362
California,2,2,7,9333,9352,9287
California,2,2,8,9161,9303,9365
California,2,2,9,9141,9076,9274
California,2,2,10,9462,9078,9011
California,2,2,11,10826,9315,8999
California,2,2,12,11458,10609,9107
California,2,2,13,11939,11459,10660
California,2,2,14,11522,11894,11474
California,2,2,15,10652,11427,11814
California,2,2,16,10036,10572,11322
California,2,2,17,9588,10016,10577
California,2,2,18,8935,9675,10170
California,2,2,19,8514,8958,9471
California,2,2,20,8585,8740,8912
California,2,2,21,8616,8779,8805
California,2,2,22,8481,8859,8882
California,2,2,23,8243,8442,8756
California,2,2,24,8330,8323,8526
California,2,2,25,7955,8128,8160
California,2,2,26,8146,8072,8228
California,2,2,27,8140,8037,8015
California,2,2,28,8252,8132,8116
California,2,2,29,8455,8173,8131
California,2,2,30,8607,8325,8039
California,2,2,31,8310,8479,8185
California,2,2,32,7756,8217,8388
California,2,2,33,7665,7782,8225
California,2,2,34,7475,7593,7764
California,2,2,35,7303,7274,7488
California,2,2,36,7206,7191,7188
California,2,2,37,7024,7252,7228
California,2,2,38,7014,6911,7163
California,2,2,39,6872,6917,6808
California,2,2,40,6802,6882,6994
California,2,2,41,6551,6615,6687
California,2,2,42,6114,6454,6510
California,2,2,43,5917,6109,6473
California,2,2,44,5730,5815,5975
California,2,2,45,5521,5692,5785
California,2,2,46,5032,5462,5661
California,2,2,47,4766,5057,5507
California,2,2,48,4546,4630,4930
California,2,2,49,4517,4502,4619
California,2,2,50,4559,4453,4458
California,2,2,51,4356,4550,4431
California,2,2,52,4067,4312,4501
California,2,2,53,3902,4014,4246
California,2,2,54,3710,3831,3946
California,2,2,55,3688,3710,3849
California,2,2,56,3609,3592,3641
California,2,2,57,3533,3565,3515
California,2,2,58,3330,3507,3544
California,2,2,59,3075,3224,3420
California,2,2,60,3008,3087,3255
California,2,2,61,3008,2922,3034
California,2,2,62,2774,2944,2867
California,2,2,63,2589,2712,2854
California,2,2,64,2437,2541,2673
California,2,2,65,2313,2420,2536
California,2,2,66,2122,2285,2412
California,2,2,67,1876,2035,2208
California,2,2,68,1736,1842,2018
California,2,2,69,1591,1688,1804
California,2,2,70,1514,1578,1696
California,2,2,71,1418,1464,1526
California,2,2,72,1278,1409,1452
California,2,2,73,1168,1253,1396
California,2,2,74,1054,1171,1267
California,2,2,75,913,1040,1135
California,2,2,76,806,844,954
California,2,2,77,733,801,838
California,2,2,78,720,744,817
California,2,2,79,555,651,680
California,2,2,80,554,556,661
California,2,2,81,525,524,530
California,2,2,82,470,506,510
California,2,2,83,407,433,469
California,2,2,84,382,386,409
California,2,2,85,2122,2262,2418
California,2,3,0,10122,10753,10485
California,2,3,1,13292,10203,10902
California,2,3,2,13082,13333,10397
California,2,3,3,11389,13122,13477
California,2,3,4,10875,11473,13226
California,2,3,5,10790,10984,11646
California,2,3,6,10698,10897,11154
California,2,3,7,10625,10835,11071
California,2,3,8,10421,10697,10959
California,2,3,9,10734,10488,10847
California,2,3,10,10941,10914,10710
California,2,3,11,12109,10882,10928
California,2,3,12,12785,12190,11071
California,2,3,13,13325,12782,12253
California,2,3,14,13361,13432,12970
California,2,3,15,12829,13535,13608
California,2,3,16,12564,12985,13696
California,2,3,17,12179,12709,13198
California,2,3,18,11869,12340,12948
California,2,3,19,11647,12168,12540
California,2,3,20,11784,12085,12436
California,2,3,21,11542,11594,11820
California,2,3,22,11202,11600,11638
California,2,3,23,11541,11519,11966
California,2,3,24,11665,11565,11605
California,2,3,25,11723,11762,11767
California,2,3,26,11697,11801,11934
California,2,3,27,12045,11786,11954
California,2,3,28,12268,11976,11862
California,2,3,29,12435,12239,12092
California,2,3,30,12484,12482,12361
California,2,3,31,12172,12446,12524
California,2,3,32,11636,12123,12502
California,2,3,33,11695,11604,12119
California,2,3,34,11200,11735,11681
California,2,3,35,11142,11222,11760
California,2,3,36,11227,11055,11197
California,2,3,37,11123,11182,11018
California,2,3,38,11320,11041,11193
California,2,3,39,11076,11162,10959
California,2,3,40,10748,10992,11135
California,2,3,41,10789,10594,10914
California,2,3,42,10110,10675,10471
California,2,3,43,9950,10020,10666
California,2,3,44,9639,9870,9964
California,2,3,45,9354,9441,9682
California,2,3,46,9023,9159,9278
California,2,3,47,8642,8804,8970
California,2,3,48,8541,8497,8663
California,2,3,49,8589,8392,8369
California,2,3,50,8806,8431,8249
California,2,3,51,8685,8647,8336
California,2,3,52,8245,8494,8483
California,2,3,53,7905,8036,8319
California,2,3,54,7629,7789,7945
California,2,3,55,7597,7455,7658
California,2,3,56,7569,7460,7339
California,2,3,57,7404,7340,7260
California,2,3,58,7274,7327,7298
California,2,3,59,7050,7065,7172
California,2,3,60,6716,6913,6959
California,2,3,61,6455,6461,6682
California,2,3,62,6012,6319,6388
California,2,3,63,5582,5747,6075
California,2,3,64,5395,5392,5626
California,2,3,65,5138,5225,5267
California,2,3,66,4677,5018,5119
California,2,3,67,4167,4517,4873
California,2,3,68,3855,4042,4399
California,2,3,69,3533,3710,3909
California,2,3,70,3365,3445,3618
California,2,3,71,3004,3253,3345
California,2,3,72,2743,2902,3162
California,2,3,73,2502,2626,2785
California,2,3,74,2349,2382,2532
California,2,3,75,1903,2290,2337
California,2,3,76,1745,1807,2182
California,2,3,77,1628,1664,1740
California,2,3,78,1390,1514,1560
California,2,3,79,1255,1317,1465
California,2,3,80,1123,1184,1244
California,2,3,81,1033,1016,1088
California,2,3,82,840,932,931
California,2,3,83,770,793,893
California,2,3,84,708,678,712
California,2,3,85,3388,3261,3162
California,2,4,0,10754,11067,10848
California,2,4,1,10485,10535,10905
California,2,4,2,10118,10445,10518
California,2,4,3,9475,10124,10490
California,2,4,4,9505,9470,10124
California,2,4,5,9703,9505,9495
California,2,4,6,9343,9493,9376
California,2,4,7,9201,9386,9532
California,2,4,8,9123,9098,9329
California,2,4,9,9023,9140,9133
California,2,4,10,9072,8831,8966
California,2,4,11,9994,9135,8919
California,2,4,12,10543,9997,9168
California,2,4,13,10652,10492,9952
California,2,4,14,10281,10440,10323
California,2,4,15,9701,10303,10471
California,2,4,16,9120,9645,10236
California,2,4,17,9056,9233,9767
California,2,4,18,8315,8949,9150
California,2,4,19,7645,8311,8673
California,2,4,20,7666,7909,8261
California,2,4,21,7440,7663,7791
California,2,4,22,7552,7574,7758
California,2,4,23,7315,7563,7486
California,2,4,24,7337,7368,7624
California,2,4,25,7314,7381,7407
California,2,4,26,7210,7189,7276
California,2,4,27,7175,7113,7149
California,2,4,28,6916,7174,7144
California,2,4,29,7167,6966,7253
California,2,4,30,7485,6973,6845
California,2,4,31,7251,7409,6956
California,2,4,32,6902,7223,7412
California,2,4,33,6579,6898,7238
California,2,4,34,6137,6441,6738
California,2,4,35,6201,6195,6485
California,2,4,36,6118,6116,6151
California,2,4,37,5927,5969,5981
California,2,4,38,5989,5935,5955
California,2,4,39,5968,5952,5898
California,2,4,40,5716,5782,5785
California,2,4,41,5828,5734,5812
California,2,4,42,5289,5699,5618
California,2,4,43,5233,5231,5651
California,2,4,44,5230,5188,5210
California,2,4,45,4971,5172,5161
California,2,4,46,4633,4932,5138
California,2,4,47,4268,4600,4923
California,2,4,48,4191,4156,4474
California,2,4,49,4124,4086,4043
California,2,4,50,4283,4134,4123
California,2,4,51,4237,4232,4086
California,2,4,52,3913,4243,4237
California,2,4,53,3635,3793,4126
California,2,4,54,3525,3606,3763
California,2,4,55,3534,3490,3589
California,2,4,56,3417,3445,3412
California,2,4,57,3307,3354,3381
California,2,4,58,3135,3165,3218
California,2,4,59,2995,3128,3164
California,2,4,60,2934,2947,3094
California,2,4,61,2891,2921,2947
California,2,4,62,2618,2802,2858
California,2,4,63,2491,2605,2814
California,2,4,64,2350,2444,2581
California,2,4,65,2253,2207,2310
California,2,4,66,2054,2282,2224
California,2,4,67,1749,1954,2196
California,2,4,68,1723,1758,1969
California,2,4,69,1520,1628,1675
California,2,4,70,1512,1534,1650
California,2,4,71,1376,1465,1499
California,2,4,72,1221,1309,1405
California,2,4,73,1186,1243,1340
California,2,4,74,1082,1141,1228
California,2,4,75,875,1023,1081
California,2,4,76,842,875,1033
California,2,4,77,749,807,849
California,2,4,78,701,730,784
California,2,4,79,571,647,681
California,2,4,80,525,552,616
California,2,4,81,532,527,537
California,2,4,82,470,508,508
California,2,4,83,402,427,465
California,2,4,84,405,392,420
California,2,4,85,2229,2229,2222
California,2,5,0,2180,2270,2239
California,2,5,1,2331,2200,2263
California,2,5,2,2324,2318,2223
California,2,5,3,2111,2293,2295
California,2,5,4,2073,2114,2285
California,2,5,5,2085,2065,2074
California,2,5,6,2053,2072,2063
California,2,5,7,2024,2080,2110
California,2,5,8,2029,2018,2056
California,2,5,9,1951,1979,1969
California,2,5,10,1991,1928,1979
California,2,5,11,2184,2001,1950
California,2,5,12,2405,2237,2078
California,2,5,13,2398,2349,2159
California,2,5,14,2293,2381,2331
California,2,5,15,2201,2313,2416
California,2,5,16,2109,2242,2367
California,2,5,17,1995,2029,2168
California,2,5,18,1857,1977,2022
California,2,5,19,1702,1841,1925
California,2,5,20,1779,1759,1875
California,2,5,21,1821,1900,1864
California,2,5,22,1807,1805,1865
California,2,5,23,1645,1707,1707
California,2,5,24,1677,1666,1737
California,2,5,25,1743,1759,1752
California,2,5,26,1701,1671,1655
California,2,5,27,1843,1804,1740
California,2,5,28,1794,1803,1784
California,2,5,29,1793,1700,1731
California,2,5,30,1856,1780,1707
California,2,5,31,1837,1887,1809
California,2,5,32,1623,1813,1843
California,2,5,33,1634,1619,1810
California,2,5,34,1540,1584,1564
California,2,5,35,1518,1529,1580
California,2,5,36,1472,1487,1499
California,2,5,37,1467,1453,1478
California,2,5,38,1521,1465,1463
California,2,5,39,1500,1540,1492
California,2,5,40,1357,1420,1472
California,2,5,41,1423,1393,1471
California,2,5,42,1346,1440,1398
California,2,5,43,1232,1303,1389
California,2,5,44,1310,1251,1302
California,2,5,45,1160,1273,1252
California,2,5,46,1073,1145,1252
California,2,5,47,989,1037,1103
California,2,5,48,988,1008,1072
California,2,5,49,993,975,1012
California,2,5,50,1012,954,949
California,2,5,51,957,1011,957
California,2,5,52,886,933,997
California,2,5,53,901,910,952
California,2,5,54,859,872,880
California,2,5,55,880,893,902
California,2,5,56,830,840,846
California,2,5,57,794,829,833
California,2,5,58,696,764,797
California,2,5,59,750,736,797
California,2,5,60,681,720,704
California,2,5,61,659,679,708
California,2,5,62,549,610,627
California,2,5,63,609,595,661
California,2,5,64,506,545,539
California,2,5,65,520,535,597
California,2,5,66,474,490,530
California,2,5,67,394,439,457
California,2,5,68,357,369,413
California,2,5,69,340,351,360
California,2,5,70,322,385,393
California,2,5,71,278,308,361
California,2,5,72,281,269,288
California,2,5,73,224,248,246
California,2,5,74,202,216,269
California,2,5,75,166,202,223
California,2,5,76,163,156,190
California,2,5,77,153,173,163
California,2,5,78,114,137,163
California,2,5,79,101,118,139
California,2,5,80,100,102,120
California,2,5,81,96,96,89
California,2,5,82,86,103,108
California,2,5,83,82,74,88
California,2,5,84,84,86,80
California,2,5,85,299,286,284
Colorado,1,1,0,30860,31289,31171
Colorado,1,1,1,35278,30526,31047
Colorado,1,1,2,36275,34920,30594
Colorado,1,1,3,36960,35895,34752
Colorado,1,1,4,38321,36676,35768
Colorado,1,1,5,40188,37890,36838
Colorado,1,1,6,40908,39938,37833
Colorado,1,1,7,41034,40584,39722
Colorado,1,1,8,40831,40860,40580
Colorado,1,1,9,41229,40508,40658
Colorado,1,1,10,41723,40982,40341
Colorado,1,1,11,42743,41331,40759
Colorado,1,1,12,43519,42360,41160
Colorado,1,1,13,45078,43156,42078
Colorado,1,1,14,45124,44696,42737
Colorado,1,1,15,44749,44683,44467
Colorado,1,1,16,44554,44488,44512
Colorado,1,1,17,45091,44223,44208
Colorado,1,1,18,45506,46838,46119
Colorado,1,1,19,45418,47387,47850
Colorado,1,1,20,44447,44153,44519
Colorado,1,1,21,45125,45348,44482
Colorado,1,1,22,46272,46819,46862
Colorado,1,1,23,48415,48609,48729
Colorado,1,1,24,51069,51242,50957
Colorado,1,1,25,53671,54266,53876
Colorado,1,1,26,56477,56335,56314
Colorado,1,1,27,58876,58514,58443
Colorado,1,1,28,61060,60423,60146
Colorado,1,1,29,63192,62145,61627
Colorado,1,1,30,64617,64371,63129
Colorado,1,1,31,65148,65117,64708
Colorado,1,1,32,62678,65365,65434
Colorado,1,1,33,61954,62747,65397
Colorado,1,1,34,61598,61866,62526
Colorado,1,1,35,62274,61613,62211
Colorado,1,1,36,61440,61913,61140
Colorado,1,1,37,59529,61094,61652
Colorado,1,1,38,59664,59171,60737
Colorado,1,1,39,58734,59263,58801
Colorado,1,1,40,57580,58338,59041
Colorado,1,1,41,56306,57198,57997
Colorado,1,1,42,53848,55771,56764
Colorado,1,1,43,52131,53398,55308
Colorado,1,1,44,50905,51583,53022
Colorado,1,1,45,48438,50523,51331
Colorado,1,1,46,49108,47861,50057
Colorado,1,1,47,47722,48584,47510
Colorado,1,1,48,47758,47178,48092
Colorado,1,1,49,50658,47192,46826
Colorado,1,1,50,55052,50137,46763
Colorado,1,1,51,54184,54401,49586
Colorado,1,1,52,51669,53464,53702
Colorado,1,1,53,48823,51060,52962
Colorado,1,1,54,48243,48191,50475
Colorado,1,1,55,48498,47575,47669
Colorado,1,1,56,51097,47745,46958
Colorado,1,1,57,53719,50430,47141
Colorado,1,1,58,54905,52855,49688
Colorado,1,1,59,56343,54026,51999
Colorado,1,1,60,57580,55523,53215
Colorado,1,1,61,56490,56579,54770
Colorado,1,1,62,56214,55458,55594
Colorado,1,1,63,56180,55138,54464
Colorado,1,1,64,55574,55215,54270
Colorado,1,1,65,53454,54372,54242
Colorado,1,1,66,52296,52201,53311
Colorado,1,1,67,50983,51087,51187
Colorado,1,1,68,49633,49868,50156
Colorado,1,1,69,47860,48490,48906
Colorado,1,1,70,45127,46732,47617
Colorado,1,1,71,42300,44148,45761
Colorado,1,1,72,40861,41284,43118
Colorado,1,1,73,39801,39729,40288
Colorado,1,1,74,42299,38682,38824
Colorado,1,1,75,28230,40800,37550
Colorado,1,1,76,26686,27334,39598
Colorado,1,1,77,25558,25680,26384
Colorado,1,1,78,25197,24566,24736
Colorado,1,1,79,20891,24021,23592
Colorado,1,1,80,18280,19879,23001
Colorado,1,1,81,16370,17280,18863
Colorado,1,1,82,15049,15334,16242
Colorado,1,1,83,13654,13968,14302
Colorado,1,1,84,11951,12585,13005
Colorado,1,1,85,70819,71164,72939
Colorado,1,2,0,5046,4949,4930
Colorado,1,2,1,4346,4961,4917
Colorado,1,2,2,4351,4450,4999
Colorado,1,2,3,4578,4243,4393
Colorado,1,2,4,4681,4591,4322
Colorado,1,2,5,4666,4718,4642
Colorado,1,2,6,4635,4648,4739
Colorado,1,2,7,4731,4646,4740
Colorado,1,2,8,4497,4612,4592
Colorado,1,2,9,4646,4638,4844
Colorado,1,2,10,4705,4548,4645
Colorado,1,2,11,4781,4728,4649
Colorado,1,2,12,4758,4734,4757
Colorado,1,2,13,4914,4787,4761
Colorado,1,2,14,4762,4855,4766
Colorado,1,2,15,4662,4817,4926
Colorado,1,2,16,4507,4616,4820
Colorado,1,2,17,4436,4519,4633
Colorado,1,2,18,4319,4368,4501
Colorado,1,2,19,4265,4320,4328
Colorado,1,2,20,4704,4649,4707
Colorado,1,2,21,4795,4792,4741
Colorado,1,2,22,4837,4869,4945
Colorado,1,2,23,4856,5011,4988
Colorado,1,2,24,4975,5066,5148
Colorado,1,2,25,5048,5316,5377
Colorado,1,2,26,5422,5354,5654
Colorado,1,2,27,5687,5523,5555
Colorado,1,2,28,5945,5957,5795
Colorado,1,2,29,5638,5983,5948
Colorado,1,2,30,5641,5882,6219
Colorado,1,2,31,5377,5756,5974
Colorado,1,2,32,5174,5567,5871
Colorado,1,2,33,5034,5328,5749
Colorado,1,2,34,4877,5100,5409
Colorado,1,2,35,4662,4815,5064
Colorado,1,2,36,4489,4710,4918
Colorado,1,2,37,4422,4575,4779
Colorado,1,2,38,4305,4314,4593
Colorado,1,2,39,4235,4351,4336
Colorado,1,2,40,4039,4211,4321
Colorado,1,2,41,4012,4118,4251
Colorado,1,2,42,3741,4098,4224
Colorado,1,2,43,3515,3719,4041
Colorado,1,2,44,3478,3515,3721
Colorado,1,2,45,3344,3465,3536
Colorado,1,2,46,3342,3300,3470
Colorado,1,2,47,3335,3377,3392
Colorado,1,2,48,3279,3202,3264
Colorado,1,2,49,3369,3292,3264
Colorado,1,2,50,3395,3304,3223
Colorado,1,2,51,3308,3401,3328
Colorado,1,2,52,3026,3219,3302
Colorado,1,2,53,2942,3002,3209
Colorado,1,2,54,2777,2879,2967
Colorado,1,2,55,2901,2839,2919
Colorado,1,2,56,2946,2825,2759
Colorado,1,2,57,2899,2912,2791
Colorado,1,2,58,2833,2884,2912
Colorado,1,2,59,2867,2778,2845
Colorado,1,2,60,2839,2772,2699
Colorado,1,2,61,2867,2769,2725
Colorado,1,2,62,2736,2828,2742
Colorado,1,2,63,2631,2699,2810
Colorado,1,2,64,2442,2500,2590
Colorado,1,2,65,2309,2380,2426
Colorado,1,2,66,2194,2215,2284
Colorado,1,2,67,2030,2115,2155
Colorado,1,2,68,1818,1963,2058
Colorado,1,2,69,1748,1785,1925
Colorado,1,2,70,1642,1695,1746
Colorado,1,2,71,1488,1569,1631
Colorado,1,2,72,1358,1436,1532
Colorado,1,2,73,1247,1328,1399
Colorado,1,2,74,1168,1181,1264
Colorado,1,2,75,847,1127,1134
Colorado,1,2,76,819,840,1101
Colorado,1,2,77,776,809,844
Colorado,1,2,78,733,703,746
Colorado,1,2,79,641,677,666
Colorado,1,2,80,611,616,653
Colorado,1,2,81,574,578,593
Colorado,1,2,82,474,521,521
Colorado,1,2,83,458,463,506
Colorado,1,2,84,408,421,426
Colorado,1,2,85,2123,2179,2269
Colorado,1,3,0,789,801,792
Colorado,1,3,1,901,818,839
Colorado,1,3,2,892,892,813
Colorado,1,3,3,869,855,862
Colorado,1,3,4,939,901,880
Colorado,1,3,5,908,885,857
Colorado,1,3,6,1004,1014,974
Colorado,1,3,7,969,948,965
Colorado,1,3,8,938,952,937
Colorado,1,3,9,943,951,947
Colorado,1,3,10,905,880,912
Colorado,1,3,11,923,895,886
Colorado,1,3,12,949,977,960
Colorado,1,3,13,939,898,931
Colorado,1,3,14,952,941,901
Colorado,1,3,15,927,935,925
Colorado,1,3,16,945,962,972
Colorado,1,3,17,908,901,909
Colorado,1,3,18,1045,1084,1085
Colorado,1,3,19,1131,1160,1168
Colorado,1,3,20,1107,1102,1087
Colorado,1,3,21,1212,1211,1192
Colorado,1,3,22,1208,1227,1189
Colorado,1,3,23,1179,1226,1166
Colorado,1,3,24,1322,1344,1381
Colorado,1,3,25,1351,1323,1308
Colorado,1,3,26,1371,1350,1339
Colorado,1,3,27,1441,1420,1391
Colorado,1,3,28,1460,1480,1446
Colorado,1,3,29,1504,1503,1542
Colorado,1,3,30,1437,1521,1532
Colorado,1,3,31,1356,1461,1494
Colorado,1,3,32,1232,1324,1442
Colorado,1,3,33,1168,1213,1307
Colorado,1,3,34,1137,1157,1197
Colorado,1,3,35,1119,1138,1140
Colorado,1,3,36,1117,1135,1147
Colorado,1,3,37,1095,1130,1160
Colorado,1,3,38,1129,1080,1132
Colorado,1,3,39,1028,1062,1027
Colorado,1,3,40,1031,1101,1121
Colorado,1,3,41,1026,1016,1075
Colorado,1,3,42,1009,1039,1010
Colorado,1,3,43,931,958,1013
Colorado,1,3,44,958,946,972
Colorado,1,3,45,868,922,902
Colorado,1,3,46,868,846,913
Colorado,1,3,47,924,916,911
Colorado,1,3,48,882,881,884
Colorado,1,3,49,883,839,826
Colorado,1,3,50,971,925,895
Colorado,1,3,51,908,935,905
Colorado,1,3,52,825,866,890
Colorado,1,3,53,808,841,869
Colorado,1,3,54,793,779,821
Colorado,1,3,55,834,791,788
Colorado,1,3,56,890,819,786
Colorado,1,3,57,900,847,809
Colorado,1,3,58,934,902,864
Colorado,1,3,59,938,909,877
Colorado,1,3,60,933,924,906
Colorado,1,3,61,891,901,920
Colorado,1,3,62,883,900,901
Colorado,1,3,63,856,837,870
Colorado,1,3,64,817,859,848
Colorado,1,3,65,796,788,837
Colorado,1,3,66,802,803,786
Colorado,1,3,67,716,737,746
Colorado,1,3,68,676,683,713
Colorado,1,3,69,624,640,660
Colorado,1,3,70,605,646,670
Colorado,1,3,71,572,572,614
Colorado,1,3,72,547,572,581
Colorado,1,3,73,503,525,546
Colorado,1,3,74,500,487,505
Colorado,1,3,75,346,490,476
Colorado,1,3,76,313,332,473
Colorado,1,3,77,306,317,322
Colorado,1,3,78,280,286,309
Colorado,1,3,79,244,264,268
Colorado,1,3,80,231,243,265
Colorado,1,3,81,182,201,224
Colorado,1,3,82,159,187,210
Colorado,1,3,83,121,143,175
Colorado,1,3,84,108,114,136
Colorado,1,3,85,663,717,778
Colorado,1,4,0,4865,4830,4839
Colorado,1,4,1,4011,4828,4826
Colorado,1,4,2,3488,3900,4725
