,YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)"
583,2013,South Dakota,15-19,1261.0,228521.0,551.809242914218,156.74626724667257
584,2013,South Dakota,under 19,1316.0,228521.0,575.8770528747905,180.81407720724508
585,2013,Tennessee,0-14,377.0,1666908.0,22.61672509820578,-372.4462505693396
586,2013,Tennessee,15-19,11241.0,1666908.0,674.3623523313825,279.29937666383705
587,2013,Tennessee,under 19,11618.0,1666908.0,696.9790774295882,301.9161017620428
588,2013,Texas,0-14,1588.0,7680342.0,20.676162597967643,-374.3868130695778
589,2013,Texas,15-19,45281.0,7680342.0,589.5700998731568,194.50712420561138
590,2013,Texas,under 19,46869.0,7680342.0,610.2462624711243,215.18328680357888
591,2013,Utah,0-14,49.0,968253.0,5.060660798365716,-390.0023148691797
592,2013,Utah,15-19,2119.0,968253.0,218.8477598313664,-176.215215836179
593,2013,Utah,under 19,2168.0,968253.0,223.9084206297321,-171.1545550378133
594,2013,Vermont,0-14,9.0,148099.0,6.077016050074612,-388.98595961747077
595,2013,Vermont,15-19,544.0,148099.0,367.3218590267321,-27.74111664081329
596,2013,Vermont,under 19,553.0,148099.0,373.3988750768068,-21.6641005907386
597,2013,Virginia,0-14,269.0,2091432.0,12.862000772676328,-382.2009748948691
598,2013,Virginia,15-19,10526.0,2091432.0,503.2915246587028,108.22854899115742
599,2013,Virginia,under 19,10795.0,2091432.0,516.1535254313791,121.09054976383368
600,2013,Washington,0-14,181.0,1767071.0,10.24293873873772,-384.82003692880767
601,2013,Washington,15-19,6412.0,1767071.0,362.8603491314158,-32.20262653612963
602,2013,Washington,under 19,6593.0,1767071.0,373.1032878701535,-21.959687797391894
603,2013,West Virginia,0-14,44.0,435187.0,10.11059613453527,-384.9523795330101
604,2013,West Virginia,15-19,1699.0,435187.0,390.4068825585323,-4.6560931090131135
605,2013,West Virginia,under 19,1743.0,435187.0,400.5174786930675,5.454503025522115
606,2013,Wisconsin,0-14,317.0,1489119.0,21.287754705970443,-373.775220961575
607,2013,Wisconsin,15-19,8029.0,1489119.0,539.1778628840274,144.11488721648197
608,2013,Wisconsin,under 19,8346.0,1489119.0,560.4656175899978,165.4026419224524
609,2013,Wyoming,0-14,11.0,152557.0,7.210419711976508,-387.8525559555689
610,2013,Wyoming,15-19,646.0,152557.0,423.4482849033476,28.385309235802197
611,2013,Wyoming,under 19,657.0,152557.0,430.6587046153241,35.595728947778696
612,2014,Alabama,0-14,371.0,1252666.0,29.61683321811241,-351.52044371296046
613,2014,Alabama,15-19,10634.0,1252666.0,848.9094459337126,467.77216900263977
614,2014,Alabama,under 19,11005.0,1252666.0,878.5262791518251,497.3890022207522
615,2014,Alaska,0-14,50.0,208015.0,24.036728120568227,-357.1005488105046
616,2014,Alaska,15-19,1449.0,208015.0,696.5843809340673,315.4471040029945
617,2014,Alaska,under 19,1499.0,208015.0,720.6211090546354,339.4838321235626
618,2014,Arizona,0-14,217.0,1805282.0,12.02028270375487,-369.116994227318
619,2014,Arizona,15-19,8990.0,1805282.0,497.9831405841304,116.84586365305756
620,2014,Arizona,under 19,9207.0,1805282.0,510.00342328788525,128.8661463568124
621,2014,Arkansas,0-14,214.0,791249.0,27.045847767264164,-354.0914291638087
622,2014,Arkansas,15-19,6056.0,791249.0,765.3722153203354,384.23493838926254
623,2014,Arkansas,under 19,6270.0,791249.0,792.4180630875995,411.2807861565267
624,2014,California,0-14,977.0,10313841.0,9.472707597489626,-371.66456933358324
625,2014,California,15-19,40938.0,10313841.0,396.9229310399491,15.785654108876258
626,2014,California,under 19,41915.0,10313841.0,406.3956386374388,25.258361706365974
627,2014,Colorado,0-14,153.0,1376526.0,11.11493716791401,-370.0223397631588
628,2014,Colorado,15-19,5831.0,1376526.0,423.6026053993895,42.46532846831667
629,2014,Colorado,under 19,5984.0,1376526.0,434.7175425673035,53.58026563623065
630,2014,Connecticut,0-14,139.0,901994.0,15.410302064093552,-365.7269748669793
631,2014,Connecticut,15-19,3867.0,901994.0,428.7168207327321,47.57954380165927
632,2014,Connecticut,under 19,4006.0,901994.0,444.12712279682574,62.9898458657529
633,2014,Delaware,0-14,46.0,231292.0,19.888279750272385,-361.2489971808005
634,2014,Delaware,15-19,1429.0,231292.0,617.8337339812878,236.69645705021492
635,2014,Delaware,under 19,1475.0,231292.0,637.7220137315601,256.58473680048724
636,2014,District of Columbia,0-14,152.0,130965.0,116.06154316038636,-265.0757337706865
637,2014,District of Columbia,15-19,1969.0,130965.0,1503.4551215973734,1122.3178446663005
638,2014,District of Columbia,under 19,2121.0,130965.0,1619.5166647577596,1238.3793878266868
639,2014,Florida,0-14,785.0,4505332.0,17.42379917839573,-363.71347775267714
640,2014,Florida,15-19,24760.0,4505332.0,549.5710416013736,168.43376467030077
641,2014,Florida,under 19,25545.0,4505332.0,566.9948407797694,185.8575638486966
642,2014,Georgia,0-14,574.0,2783853.0,20.6189048056776,-360.5183721253952
643,2014,Georgia,15-19,18040.0,2783853.0,648.022722464153,266.8854455330802
644,2014,Georgia,under 19,18614.0,2783853.0,668.6416272698307,287.50435033875783
645,2014,Hawaii,0-14,34.0,339669.0,10.009744780948512,-371.12753215012435
646,2014,Hawaii,15-19,1352.0,339669.0,398.0345571718349,16.89728024076203
647,2014,Hawaii,under 19,1386.0,339669.0,408.0443019527835,26.907025021710638
648,2014,Idaho,0-14,29.0,472828.0,6.133308518108064,-375.0039684129648
649,2014,Idaho,15-19,1701.0,472828.0,359.7502685966144,-21.38700833445847
650,2014,Idaho,under 19,1730.0,472828.0,365.88357711472247,-15.253699816350377
651,2014,Illinois,0-14,843.0,3414017.0,24.69231992693651,-356.4449570041363
652,2014,Illinois,15-19,23664.0,3414017.0,693.1424184472427,312.00514151616983
653,2014,Illinois,under 19,24507.0,3414017.0,717.8347383741792,336.69746144310636
654,2014,Indiana,0-14,264.0,1783003.0,14.80648097619578,-366.3307959548771
655,2014,Indiana,15-19,9836.0,1783003.0,551.6535866737185,170.5163097426456
656,2014,Indiana,under 19,10100.0,1783003.0,566.4600676499142,185.32279071884136
657,2014,Iowa,0-14,90.0,817304.0,11.01181445337353,-370.12546247769933
658,2014,Iowa,15-19,3516.0,817304.0,430.194884645126,49.05760771405318
659,2014,Iowa,under 19,3606.0,817304.0,441.2066990984995,60.06942216742664
660,2014,Kansas,0-14,78.0,809266.0,9.638363652989252,-371.4989132780836
661,2014,Kansas,15-19,3655.0,809266.0,451.6438352778938,70.50655834682095
662,2014,Kansas,under 19,3733.0,809266.0,461.2821989308831,80.14492199981026
663,2014,Kentucky,0-14,182.0,1136467.0,16.01454331713987,-365.12273361393295
664,2014,Kentucky,15-19,5833.0,1136467.0,513.2573141147082,132.1200371836353
665,2014,Kentucky,under 19,6015.0,1136467.0,529.271857431848,148.1345805007752
666,2014,Louisiana,0-14,543.0,1241473.0,43.73836563501583,-337.398911296057
667,2014,Louisiana,15-19,11969.0,1241473.0,964.0966819254224,582.9594049943496
668,2014,Louisiana,under 19,12512.0,1241473.0,1007.8350475604382,626.6977706293653
669,2014,Maine,0-14,22.0,300857.0,7.312444117969667,-373.82483281310317
670,2014,Maine,15-19,957.0,300857.0,318.0913191316805,-63.04595779939234
671,2014,Maine,under 19,979.0,300857.0,325.4037632496502,-55.733513681422664
672,2014,Maryland,0-14,406.0,1511726.0,26.8567187440052,-354.28055818706764
673,2014,Maryland,15-19,9302.0,1511726.0,615.3231471840796,234.18587025300678
674,2014,Maryland,under 19,9708.0,1511726.0,642.1798659280848,261.042588997012
675,2014,Massachusetts,0-14,119.0,1613077.0,7.377205179913917,-373.76007175115893
676,2014,Massachusetts,15-19,5010.0,1613077.0,310.58653740645985,-70.550739524613
677,2014,Massachusetts,under 19,5129.0,1613077.0,317.96374258637377,-63.17353434469908
678,2014,Michigan,0-14,564.0,2562921.0,22.006140649672776,-359.1311362814001
679,2014,Michigan,15-19,15797.0,2562921.0,616.3670280902143,235.22975115914141
680,2014,Michigan,under 19,16361.0,2562921.0,638.3731687398871,257.23589180881424
681,2014,Minnesota,0-14,168.0,1427317.0,11.770335531630325,-369.3669413994425
682,2014,Minnesota,15-19,5974.0,1427317.0,418.5475265830926,37.41024965201973
683,2014,Minnesota,under 19,6142.0,1427317.0,430.31786211472297,49.18058518365012
684,2014,Mississippi,0-14,364.0,832720.0,43.71217215870881,-337.425104772364
685,2014,Mississippi,15-19,8311.0,832720.0,998.0545681621672,616.9172912310944
686,2014,Mississippi,under 19,8675.0,832720.0,1041.766740320876,660.629463389803
687,2014,Missouri,0-14,311.0,1574540.0,19.751800525867875,-361.385476405205
688,2014,Missouri,15-19,9819.0,1574540.0,623.6107053488638,242.47342841779096
689,2014,Missouri,under 19,10130.0,1574540.0,643.3625058747317,262.22522894365886
690,2014,Montana,0-14,42.0,251239.0,16.717149805563626,-364.4201271255092
691,2014,Montana,15-19,1240.0,251239.0,493.5539466404499,112.41666970937706
692,2014,Montana,under 19,1282.0,251239.0,510.2710964460136,129.13381951494074
693,2014,Nebraska,0-14,73.0,516621.0,14.130281192595731,-367.00699573847714
694,2014,Nebraska,15-19,2177.0,516621.0,421.3920843326152,40.25480740154234
695,2014,Nebraska,under 19,2250.0,516621.0,435.5223655252109,54.38508859413804
696,2014,Nevada,0-14,110.0,727551.0,15.119215010356662,-366.0180619207162
697,2014,Nevada,15-19,3421.0,727551.0,470.2075868220922,89.07030989101935
698,2014,Nevada,under 19,3531.0,727551.0,485.3268018324488,104.18952490137593
699,2014,New Hampshire,0-14,10.0,315573.0,3.1688389057365494,-377.9684380253363
700,2014,New Hampshire,15-19,820.0,315573.0,259.844790270397,-121.29248666067582
701,2014,New Hampshire,under 19,830.0,315573.0,263.0136291761336,-118.12364775493927
702,2014,New Jersey,0-14,231.0,2262951.0,10.207909937068898,-370.92936699400394
703,2014,New Jersey,15-19,7906.0,2262951.0,349.36682234834075,-31.7704545827321
704,2014,New Jersey,under 19,8137.0,2262951.0,359.5747322854096,-21.56254464566325
705,2014,New Mexico,0-14,108.0,570058.0,18.945440639373537,-362.1918362916993
706,2014,New Mexico,15-19,3257.0,570058.0,571.3453718744408,190.208094943368
707,2014,New Mexico,under 19,3365.0,570058.0,590.2908125138144,209.1535355827416
708,2014,New York,0-14,1079.0,4828874.0,22.34475366306928,-358.79252326800355
709,2014,New York,15-19,28467.0,4828874.0,589.5163137410501,208.37903680997726
710,2014,New York,under 19,29546.0,4828874.0,611.8610674041195,230.72379047304662
711,2014,North Carolina,0-14,515.0,2560408.0,20.113981834145186,-361.02329509692765
712,2014,North Carolina,15-19,16131.0,2560408.0,630.0167785759145,248.87950164484164
713,2014,North Carolina,under 19,16646.0,2560408.0,650.1307604100597,268.99348347898683
714,2014,North Dakota,0-14,34.0,181067.0,18.777579569993428,-362.35969736107944
715,2014,North Dakota,15-19,907.0,181067.0,500.9195491171776,119.78227218610476
716,2014,North Dakota,under 19,941.0,181067.0,519.697128687171,138.55985175609817
717,2014,Ohio,0-14,835.0,2996658.0,27.86437424624365,-353.2729026848292
718,2014,Ohio,15-19,21080.0,2996658.0,703.4503103123546,322.3130333812818
719,2014,Ohio,under 19,21915.0,2996658.0,731.3146845585983,350.17740762752544
720,2014,Oklahoma,0-14,206.0,1048486.0,19.64737726588624,-361.4898996651866
721,2014,Oklahoma,15-19,7172.0,1048486.0,684.033930829787,302.89665389871413
722,2014,Oklahoma,under 19,7378.0,1048486.0,703.6813080956732,322.54403116460037
723,2014,Oregon,0-14,124.0,960379.0,12.911569286708684,-368.22570764436415
724,2014,Oregon,15-19,4096.0,960379.0,426.49828869644176,45.361011765368914
725,2014,Oregon,under 19,4220.0,960379.0,439.4098579831504,58.272581052077555
726,2014,Pennsylvania,0-14,755.0,3118406.0,24.211087331155728,-356.9261895999171
727,2014,Pennsylvania,15-19,18191.0,3118406.0,583.3429001868262,202.20562325575338
728,2014,Pennsylvania,under 19,18946.0,3118406.0,607.553987517982,226.41671058690918
729,2014,Rhode Island,0-14,26.0,254315.0,10.223541670762636,-370.9137352603102
730,2014,Rhode Island,15-19,1212.0,254315.0,476.5743271140122,95.43705018293934
731,2014,Rhode Island,under 19,1238.0,254315.0,486.7978687847748,105.66059185370193
732,2014,South Carolina,0-14,354.0,1216804.0,29.09260653318037,-352.0446703978925
733,2014,South Carolina,15-19,9752.0,1216804.0,801.4437822360873,420.3065053050144
734,2014,South Carolina,under 19,10106.0,1216804.0,830.5363887692678,449.3991118381949
735,2014,South Dakota,0-14,54.0,230415.0,23.43597422042836,-357.7013027106445
736,2014,South Dakota,15-19,1309.0,230415.0,568.1053750840874,186.96809815301458
737,2014,South Dakota,under 19,1363.0,230415.0,591.5413493045157,210.4040723734429
738,2014,Tennessee,0-14,316.0,1664103.0,18.98920920159389,-362.14806772947895
739,2014,Tennessee,15-19,10637.0,1664103.0,639.2032223966905,258.0659454656177
740,2014,Tennessee,under 19,10953.0,1664103.0,658.1924315982845,277.0551546672117
741,2014,Texas,0-14,1423.0,7745722.0,18.37143135268733,-362.7658455783855
742,2014,Texas,15-19,43345.0,7745722.0,559.5992213508308,178.46194441975797
743,2014,Texas,under 19,44768.0,7745722.0,577.9706527035182,196.83337577244538
744,2014,Utah,0-14,57.0,976298.0,5.838381313902108,-375.29889561717073
745,2014,Utah,15-19,2296.0,976298.0,235.17409643367088,-145.96318049740196
746,2014,Utah,under 19,2353.0,976298.0,241.01247774757297,-140.12479918349987
747,2014,Vermont,0-14,13.0,146508.0,8.873235591230513,-372.2640413398423
748,2014,Vermont,15-19,637.0,146508.0,434.7885439702951,53.65126703922226
749,2014,Vermont,under 19,650.0,146508.0,443.6617795615256,62.52450263045273
750,2014,Virginia,0-14,286.0,2098154.0,13.631029943464588,-367.5062469876083
751,2014,Virginia,15-19,10895.0,2098154.0,519.2659833358276,138.12870640475478
752,2014,Virginia,under 19,11181.0,2098154.0,532.8970132792922,151.75973634821935
753,2014,Washington,0-14,231.0,1769977.0,13.051017047114172,-368.0862598839587
754,2014,Washington,15-19,6719.0,1769977.0,379.6094525522083,-1.5278243788645227
755,2014,Washington,under 19,6950.0,1769977.0,392.6604695993225,11.523192668249635
756,2014,West Virginia,0-14,51.0,432017.0,11.805091003363293,-369.33218592770953
757,2014,West Virginia,15-19,1483.0,432017.0,343.2735285879954,-37.863748343077475
758,2014,West Virginia,under 19,1534.0,432017.0,355.0786195913587,-26.05865733971416
759,2014,Wisconsin,0-14,248.0,1480267.0,16.753734292529657,-364.3835426385432
760,2014,Wisconsin,15-19,7624.0,1480267.0,515.0422187348634,133.9049418037905
761,2014,Wisconsin,under 19,7872.0,1480267.0,531.795953027393,150.65867609632016
762,2014,Wyoming,0-14,10.0,152432.0,6.560302298729925,-374.5769746323429
763,2014,Wyoming,15-19,585.0,152432.0,383.7776844757007,2.6404075446278625
764,2014,Wyoming,under 19,595.0,152432.0,390.3379867744305,9.200709843357629
765,2015,Alabama,0-14,299.0,1243225.0,24.050352912787307,-363.72158493804204
766,2015,Alabama,15-19,9479.0,1243225.0,762.4524925094009,374.68055465857157
767,2015,Alabama,under 19,9778.0,1243225.0,786.5028454221882,398.73090757135884
768,2015,Alaska,0-14,50.0,207769.0,24.065187780660253,-363.7067500701691
769,2015,Alaska,15-19,1375.0,207769.0,661.792663968157,274.02072611732757
770,2015,Alaska,under 19,1425.0,207769.0,685.8578517488172,298.08591389798784
771,2015,Arizona,0-14,196.0,1802307.0,10.874950826912396,-376.89698702391695
772,2015,Arizona,15-19,8992.0,1802307.0,498.91611140610337,111.144173555274
773,2015,Arizona,under 19,9188.0,1802307.0,509.7910622330158,122.01912438218642
774,2015,Arkansas,0-14,221.0,788562.0,28.025697408700903,-359.74624044212845
775,2015,Arkansas,15-19,6116.0,788562.0,775.5889834914693,387.81704564063995
776,2015,Arkansas,under 19,6337.0,788562.0,803.6146809001701,415.84274304934075
777,2015,California,0-14,959.0,10257438.0,9.349313152075595,-378.4226246987538
778,2015,California,15-19,42235.0,10257438.0,411.7499905921927,23.978052741363342
779,2015,California,under 19,43194.0,10257438.0,421.0993037442683,33.32736589343892
780,2015,Colorado,0-14,161.0,1383219.0,11.639516229895628,-376.13242162093377
781,2015,Colorado,15-19,6395.0,1383219.0,462.32736826200335,74.55543041117397
782,2015,Colorado,under 19,6556.0,1383219.0,473.96688449189895,86.19494664106958
783,2015,Connecticut,0-14,107.0,892789.0,11.984914688689042,-375.7870231621403
784,2015,Connecticut,15-19,3514.0,892789.0,393.5980394023672,5.826101551537818
785,2015,Connecticut,under 19,3621.0,892789.0,405.58295409105625,17.811016240226877
786,2015,Delaware,0-14,55.0,230373.0,23.874325550303205,-363.8976123005262
787,2015,Delaware,15-19,1468.0,230373.0,637.227452869911,249.4555150190816
788,2015,Delaware,under 19,1523.0,230373.0,661.1017784202141,273.32984056938477
789,2015,District of Columbia,0-14,173.0,134103.0,129.00531680872163,-258.7666210421078
790,2015,District of Columbia,15-19,2424.0,134103.0,1807.5658262678685,1419.7938884170392
791,2015,District of Columbia,under 19,2597.0,134103.0,1936.5711430765905,1548.7992052257612
792,2015,Florida,0-14,717.0,4519742.0,15.863737354919817,-371.90820049590957
793,2015,Florida,15-19,26738.0,4519742.0,591.5824398826304,203.81050203180104
794,2015,Florida,under 19,27455.0,4519742.0,607.4461772375503,219.6742393867209
795,2015,Georgia,0-14,530.0,2783493.0,19.040823885671703,-368.73111396515765
796,2015,Georgia,15-19,19402.0,2783493.0,697.0378585467971,309.26592069596774
797,2015,Georgia,under 19,19932.0,2783493.0,716.0786824324688,328.3067445816394
798,2015,Hawaii,0-14,61.0,340338.0,17.923358543565513,-369.8485793072639
799,2015,Hawaii,15-19,1529.0,340338.0,449.2592657887159,61.487327937886505
800,2015,Hawaii,under 19,1590.0,340338.0,467.1826243322815,79.4106864814521
801,2015,Idaho,0-14,30.0,474107.0,6.327685522466448,-381.44425232836295
802,2015,Idaho,15-19,1724.0,474107.0,363.6309946910719,-24.140943159757455
803,2015,Idaho,under 19,1754.0,474107.0,369.9586802135383,-17.813257637291088
804,2015,Illinois,0-14,712.0,3376835.0,21.084832394831253,-366.6871054559981
805,2015,Illinois,15-19,23358.0,3376835.0,691.7128020765006,303.9408642256712
806,2015,Illinois,under 19,24070.0,3376835.0,712.7976344713319,325.0256966205025
807,2015,Indiana,0-14,233.0,1776094.0,13.118675025083132,-374.65326282574625
808,2015,Indiana,15-19,9677.0,1776094.0,544.8472884881093,157.07535063727988
809,2015,Indiana,under 19,9910.0,1776094.0,557.9659635131924,170.194025662363
810,2015,Iowa,0-14,104.0,819105.0,12.6967849054761,-375.0751529453533
811,2015,Iowa,15-19,3715.0,819105.0,453.5438069600357,65.7718691092063
812,2015,Iowa,under 19,3819.0,819105.0,466.24059186551176,78.46865401468239
813,2015,Kansas,0-14,71.0,807389.0,8.793778463664975,-378.9781593871644
814,2015,Kansas,15-19,3731.0,807389.0,462.1068654638594,74.33492761303
815,2015,Kansas,under 19,3802.0,807389.0,470.9006439275244,83.12870607669504
816,2015,Kentucky,0-14,142.0,1132873.0,12.534502984888862,-375.2374348659405
817,2015,Kentucky,15-19,5736.0,1132873.0,506.32330367128526,118.55136582045589
818,2015,Kentucky,under 19,5878.0,1132873.0,518.8578066561741,131.08586880534477
819,2015,Louisiana,0-14,494.0,1237654.0,39.9142248156593,-347.8577130351701
820,2015,Louisiana,15-19,13340.0,1237654.0,1077.8456660746865,690.0737282238572
821,2015,Louisiana,under 19,13834.0,1237654.0,1117.7598908903458,729.9879530395165
822,2015,Maine,0-14,13.0,297075.0,4.375999326769335,-383.39593852406006
823,2015,Maine,15-19,1004.0,297075.0,337.961794159724,-49.810143691105395
824,2015,Maine,under 19,1017.0,297075.0,342.3377934864933,-45.43414436433608
825,2015,Maryland,0-14,321.0,1509700.0,21.262502483937208,-366.50943536689215
826,2015,Maryland,15-19,9114.0,1509700.0,603.6960985626283,215.92416071179895
827,2015,Maryland,under 19,9435.0,1509700.0,624.9586010465656,237.18666319573623
828,2015,Massachusetts,0-14,111.0,1607560.0,6.904874468138048,-380.8670633826913
829,2015,Massachusetts,15-19,5688.0,1607560.0,353.8281619348578,-33.94377591597157
830,2015,Massachusetts,under 19,5799.0,1607560.0,360.7330364029958,-27.038901447833553
831,2015,Michigan,0-14,505.0,2531722.0,19.94689780315532,-367.82504004767407
832,2015,Michigan,15-19,15855.0,2531722.0,626.2535934040151,238.4816555531857
833,2015,Michigan,under 19,16360.0,2531722.0,646.2004912071704,258.42855335634107
834,2015,Minnesota,0-14,176.0,1426903.0,12.334405352010611,-375.43753249881877
835,2015,Minnesota,15-19,5816.0,1426903.0,407.596031405078,19.824093554248634
836,2015,Minnesota,under 19,5992.0,1426903.0,419.9304367570886,32.15849890625924
837,2015,Mississippi,0-14,270.0,825780.0,32.69635980527501,-355.0755780455544
838,2015,Mississippi,15-19,7360.0,825780.0,891.2785487660151,503.5066109151857
839,2015,Mississippi,under 19,7630.0,825780.0,923.9749085712904,536.202970720461
840,2015,Missouri,0-14,322.0,1563974.0,20.588577559473496,-367.1833602913559
841,2015,Missouri,15-19,10255.0,1563974.0,655.7014374919277,267.9294996410983
842,2015,Missouri,under 19,10577.0,1563974.0,676.2900150514012,288.5180772005718
843,2015,Montana,0-14,59.0,251667.0,23.443677558042967,-364.3282602927864
844,2015,Montana,15-19,1297.0,251667.0,515.3635558098599,127.59161795903054
845,2015,Montana,under 19,1356.0,251667.0,538.8072333679028,151.0352955170734
846,2015,Nebraska,0-14,70.0,518890.0,13.490335138468652,-374.2816027123607
847,2015,Nebraska,15-19,2263.0,518890.0,436.12326311935095,48.35132526852158
848,2015,Nebraska,under 19,2333.0,518890.0,449.6135982578196,61.84166040699023
849,2015,Nevada,0-14,111.0,726719.0,15.274129340226414,-372.49780851060297
850,2015,Nevada,15-19,3343.0,726719.0,460.01274220159377,72.24080435076439
851,2015,Nevada,under 19,3454.0,726719.0,475.2868715418202,87.5149336909908
852,2015,New Hampshire,0-14,11.0,311597.0,3.530200868429413,-384.24173698239997
853,2015,New Hampshire,15-19,774.0,311597.0,248.39777019676055,-139.37416765406883
854,2015,New Hampshire,under 19,785.0,311597.0,251.92797106519,-135.84396678563937
855,2015,New Jersey,0-14,160.0,2248423.0,7.11609870562612,-380.65583914520323
856,2015,New Jersey,15-19,7975.0,2248423.0,354.693044858552,-33.07889299227736
857,2015,New Jersey,under 19,8135.0,2248423.0,361.8091435641781,-25.962794286651274
858,2015,New Mexico,0-14,91.0,565381.0,16.095341017826918,-371.67659683300246
859,2015,New Mexico,15-19,3423.0,565381.0,605.4324429013355,217.66050505050617
860,2015,New Mexico,under 19,3514.0,565381.0,621.5277839191625,233.75584606833314
861,2015,New York,0-14,1128.0,4800195.0,23.499045351282604,-364.27289249954674
862,2015,New York,15-19,29127.0,4800195.0,606.7878492436245,219.0159113927951
863,2015,New York,under 19,30255.0,4800195.0,630.286894594907,242.51495674407767
864,2015,North Carolina,0-14,561.0,2558480.0,21.9270817047622,-365.8448561460672
865,2015,North Carolina,15-19,21404.0,2558480.0,836.5904755948844,448.81853774405505
866,2015,North Carolina,under 19,21965.0,2558480.0,858.5175572996467,470.7456194488173
867,2015,North Dakota,0-14,25.0,185620.0,13.468376252558992,-374.3035615982704
868,2015,North Dakota,15-19,786.0,185620.0,423.44574938045474,35.67381152962537
869,2015,North Dakota,under 19,811.0,185620.0,436.91412563301367,49.142187782184294
870,2015,Ohio,0-14,781.0,2973542.0,26.26497288418997,-361.50696496663943
871,2015,Ohio,15-19,21157.0,2973542.0,711.5083627539143,323.7364249030849
872,2015,Ohio,under 19,21938.0,2973542.0,737.7733356381044,350.00139778727504
873,2015,Oklahoma,0-14,158.0,1053548.0,14.996943660848864,-372.77499418998053
874,2015,Oklahoma,15-19,7210.0,1053548.0,684.354201232407,296.58226338157766
875,2015,Oklahoma,under 19,7368.0,1053548.0,699.351144893256,311.5792070424266
876,2015,Oregon,0-14,92.0,959068.0,9.592646194013357,-378.179291656816
877,2015,Oregon,15-19,4366.0,959068.0,455.2336226419816,67.46168479115221
878,2015,Oregon,under 19,4458.0,959068.0,464.8262688359949,77.0543309851655
879,2015,Pennsylvania,0-14,660.0,3091921.0,21.34595288818828,-366.4259849626411
880,2015,Pennsylvania,15-19,17592.0,3091921.0,568.9666715288004,181.194733677971
881,2015,Pennsylvania,under 19,18252.0,3091921.0,590.3126244169887,202.5406865661593
882,2015,Rhode Island,0-14,23.0,251253.0,9.154119552801358,-378.617818298028
883,2015,Rhode Island,15-19,1097.0,251253.0,436.6117021488301,48.839764298000716
884,2015,Rhode Island,under 19,1120.0,251253.0,445.76582170163147,57.99388385080209
885,2015,South Carolina,0-14,323.0,1217225.0,26.535767832569984,-361.2361700182594
886,2015,South Carolina,15-19,9281.0,1217225.0,762.4720162665078,374.70007841567843
887,2015,South Carolina,under 19,9604.0,1217225.0,789.0077840990778,401.2358462482484
888,2015,South Dakota,0-14,50.0,231627.0,21.58642990670345,-366.1855079441259
889,2015,South Dakota,15-19,1182.0,231627.0,510.30320299446953,122.53126514364016
890,2015,South Dakota,under 19,1232.0,231627.0,531.8896329011731,144.11769505034368
891,2015,Tennessee,0-14,289.0,1661185.0,17.397219454786793,-370.37471839604257
892,2015,Tennessee,15-19,10574.0,1661185.0,636.5335588751403,248.76162102431095
893,2015,Tennessee,under 19,10863.0,1661185.0,653.9307783299271,266.1588404790977
894,2015,Texas,0-14,1472.0,7818758.0,18.826519506039197,-368.9454183447902
895,2015,Texas,15-19,46006.0,7818758.0,588.4054730943201,200.6335352434907
896,2015,Texas,under 19,47478.0,7818758.0,607.2319926003593,219.4600547495299
897,2015,Utah,0-14,64.0,984557.0,6.500385452543631,-381.27155239828573
898,2015,Utah,15-19,2405.0,984557.0,244.2722970838661,-143.49964076696327
899,2015,Utah,under 19,2469.0,984557.0,250.77268253640975,-136.99925531441963
900,2015,Vermont,0-14,5.0,144822.0,3.4525141207827543,-384.3194237300466
901,2015,Vermont,15-19,433.0,144822.0,298.98772285978646,-88.78421499104292
902,2015,Vermont,under 19,438.0,144822.0,302.44023698056924,-85.33170087026014
903,2015,Virginia,0-14,250.0,2098628.0,11.912544767343237,-375.8593930834861
904,2015,Virginia,15-19,10321.0,2098628.0,491.7974981749981,104.02556032416874
905,2015,Virginia,under 19,10571.0,2098628.0,503.7100429423414,115.938105091512
906,2015,Washington,0-14,179.0,1772078.0,10.101135503064764,-377.6708023477646
907,2015,Washington,15-19,7075.0,1772078.0,399.24879153174976,11.476853680920385
908,2015,Washington,under 19,7254.0,1772078.0,409.3499270348145,21.577989183985153
909,2015,West Virginia,0-14,41.0,429419.0,9.54778433185304,-378.2241535189763
910,2015,West Virginia,15-19,1617.0,429419.0,376.5552991367406,-11.216638714088788
911,2015,West Virginia,under 19,1658.0,429419.0,386.1030834685936,-1.6688543822357929
912,2015,Wisconsin,0-14,253.0,1470750.0,17.202107768145503,-370.5698300826839
913,2015,Wisconsin,15-19,8102.0,1470750.0,550.8754037055924,163.103465854763
914,2015,Wisconsin,under 19,8355.0,1470750.0,568.0775114737379,180.30557362290853
915,2015,Wyoming,0-14,7.0,152785.0,4.581601597015414,-383.19033625381394
916,2015,Wyoming,15-19,628.0,152785.0,411.03511470366857,23.263176852839194
917,2015,Wyoming,under 19,635.0,152785.0,415.616716300684,27.84477844985463
918,2016,Alabama,0-14,243.0,1237267.0,19.64006152269478,-388.9521876400375
919,2016,Alabama,15-19,8554.0,1237267.0,691.3624949182351,282.77024575550286
920,2016,Alabama,under 19,8797.0,1237267.0,711.0025564409299,302.4103072781976
921,2016,Alaska,0-14,58.0,206667.0,28.064470863756675,-380.5277782989756
922,2016,Alaska,15-19,1454.0,206667.0,703.5472523431414,294.9550031804091
