,YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)"
923,2016,Alaska,under 19,1512.0,206667.0,731.6117232068981,323.0194740441658
924,2016,Arizona,0-14,263.0,1804818.0,14.572106439541272,-394.02014272319104
925,2016,Arizona,15-19,10018.0,1804818.0,555.0698186742375,146.47756951150518
926,2016,Arizona,under 19,10281.0,1804818.0,569.6419251137788,161.04967595104654
927,2016,Arkansas,0-14,234.0,789362.0,29.644193665263845,-378.94805549746843
928,2016,Arkansas,15-19,6635.0,789362.0,840.5522434573744,431.9599942946421
929,2016,Arkansas,under 19,6869.0,789362.0,870.1964371226383,461.60418795990597
930,2016,California,0-14,1011.0,10208774.0,9.90324597253304,-398.68900319019923
931,2016,California,15-19,43409.0,10208774.0,425.212665105526,16.620415942793727
932,2016,California,under 19,44420.0,10208774.0,435.1159110780589,26.523661915326613
933,2016,Colorado,0-14,176.0,1388277.0,12.677585236951993,-395.9146639257803
934,2016,Colorado,15-19,6993.0,1388277.0,503.7179179659391,95.12566880320679
935,2016,Colorado,under 19,7169.0,1388277.0,516.3955032028911,107.80325404015878
936,2016,Connecticut,0-14,92.0,880434.0,10.449392004397833,-398.14285715833444
937,2016,Connecticut,15-19,3593.0,880434.0,408.0941899108848,-0.49805925184750777
938,2016,Connecticut,under 19,3685.0,880434.0,418.5435819152827,9.9513327525504
939,2016,Delaware,0-14,62.0,230031.0,26.95288895844473,-381.6393602042875
940,2016,Delaware,15-19,1875.0,230031.0,815.1075289852237,406.5152798224914
941,2016,Delaware,under 19,1937.0,230031.0,842.0604179436684,433.46816878093614
942,2016,District of Columbia,0-14,122.0,137160.0,88.9472149314669,-319.6450342312654
943,2016,District of Columbia,15-19,2029.0,137160.0,1479.2942548848062,1070.7020057220739
944,2016,District of Columbia,under 19,2151.0,137160.0,1568.2414698162731,1159.6492206535409
945,2016,Florida,0-14,768.0,4542114.0,16.908426340686297,-391.683822822046
946,2016,Florida,15-19,28880.0,4542114.0,635.8272821862244,227.23503302349206
947,2016,Florida,under 19,29648.0,4542114.0,652.7357085269106,244.14345936417828
948,2016,Georgia,0-14,638.0,2785188.0,22.90689174303494,-385.68535741969737
949,2016,Georgia,15-19,21693.0,2785188.0,778.8702234822209,370.27797431948864
950,2016,Georgia,under 19,22331.0,2785188.0,801.7771152252559,393.1848660625236
951,2016,Hawaii,0-14,47.0,340043.0,13.821781362945272,-394.770467799787
952,2016,Hawaii,15-19,1436.0,340043.0,422.2995327061578,13.70728354342549
953,2016,Hawaii,under 19,1483.0,340043.0,436.121314069103,27.529064906370706
954,2016,Idaho,0-14,38.0,476167.0,7.980393433396267,-400.611855729336
955,2016,Idaho,15-19,1715.0,476167.0,360.16775627038413,-48.424492892348155
956,2016,Idaho,under 19,1753.0,476167.0,368.1481497037804,-40.44409945895188
957,2016,Illinois,0-14,759.0,3335666.0,22.75407669712735,-385.83817246560494
958,2016,Illinois,15-19,24099.0,3335666.0,722.4644193993043,313.87217023657206
959,2016,Illinois,under 19,24858.0,3335666.0,745.2184960964317,336.62624693369946
960,2016,Indiana,0-14,247.0,1768623.0,13.96566707545927,-394.626582087273
961,2016,Indiana,15-19,10421.0,1768623.0,589.215451794984,180.62320263225172
962,2016,Indiana,under 19,10668.0,1768623.0,603.1811188704432,194.58886970771096
963,2016,Iowa,0-14,97.0,820379.0,11.823803388433882,-396.7684457742984
964,2016,Iowa,15-19,4091.0,820379.0,498.6719552792064,90.07970611647409
965,2016,Iowa,under 19,4188.0,820379.0,510.4957586676402,101.9035095049079
966,2016,Kansas,0-14,106.0,803843.0,13.186654607927167,-395.40559455480513
967,2016,Kansas,15-19,4147.0,803843.0,515.8967609346602,107.30451177192788
968,2016,Kansas,under 19,4253.0,803843.0,529.0834155425873,120.49116637985503
969,2016,Kentucky,0-14,192.0,1131481.0,16.968910657801587,-391.6233385049307
970,2016,Kentucky,15-19,6054.0,1131481.0,535.0509641788063,126.45871501607405
971,2016,Kentucky,under 19,6246.0,1131481.0,552.019874836608,143.4276256738757
972,2016,Louisiana,0-14,443.0,1235694.0,35.85029950780695,-372.74194965492535
973,2016,Louisiana,15-19,12943.0,1235694.0,1047.4275993894928,638.8353502267605
974,2016,Louisiana,under 19,13386.0,1235694.0,1083.2778988972998,674.6856497345675
975,2016,Maine,0-14,18.0,293728.0,6.128118531430439,-402.4641306313018
976,2016,Maine,15-19,1050.0,293728.0,357.47358100010894,-51.11866816262335
977,2016,Maine,under 19,1068.0,293728.0,363.60169953153934,-44.99054963119295
978,2016,Maryland,0-14,335.0,1506682.0,22.234286996194285,-386.357962166538
979,2016,Maryland,15-19,10443.0,1506682.0,693.1124152276326,284.5201660649003
980,2016,Maryland,under 19,10778.0,1506682.0,715.3467022238269,306.75445306109464
981,2016,Massachusetts,0-14,137.0,1600119.0,8.56186321142365,-400.03038595130863
982,2016,Massachusetts,15-19,6425.0,1600119.0,401.5326360101968,-7.059613152535462
983,2016,Massachusetts,under 19,6562.0,1600119.0,410.0944992216204,1.5022500588881371
984,2016,Michigan,0-14,517.0,2505495.0,20.634645050179703,-387.9576041125526
985,2016,Michigan,15-19,16542.0,2505495.0,660.2288170601018,251.63656789736956
986,2016,Michigan,under 19,17059.0,2505495.0,680.8634621102816,272.2712129475493
987,2016,Minnesota,0-14,197.0,1426003.0,13.81483769669489,-394.7774114660374
988,2016,Minnesota,15-19,6857.0,1426003.0,480.8545283565322,72.26227919379994
989,2016,Minnesota,under 19,7054.0,1426003.0,494.6693660532271,86.07711689049484
990,2016,Mississippi,0-14,328.0,821617.0,39.921277188763135,-368.67097197396913
991,2016,Mississippi,15-19,8559.0,821617.0,1041.7262544470234,633.1340052842911
992,2016,Mississippi,under 19,8887.0,821617.0,1081.6475316357864,673.0552824730541
993,2016,Missouri,0-14,329.0,1556883.0,21.13196688511597,-387.46028227761633
994,2016,Missouri,15-19,11531.0,1556883.0,740.6465354172408,332.0542862545085
995,2016,Missouri,under 19,11860.0,1556883.0,761.7785023023566,353.18625313962434
996,2016,Montana,0-14,52.0,252314.0,20.609240866539317,-387.98300829619296
997,2016,Montana,15-19,1372.0,252314.0,543.7668936325372,135.1746444698049
998,2016,Montana,under 19,1424.0,252314.0,564.3761344990766,155.78388533634427
999,2016,Nebraska,0-14,71.0,521128.0,13.624291920603,-394.9679572421293
1000,2016,Nebraska,15-19,2460.0,521128.0,472.0529313335687,63.460682170836435
1001,2016,Nebraska,under 19,2531.0,521128.0,485.6772232541717,77.08497409143939
1002,2016,Nevada,0-14,114.0,729625.0,15.62446462223745,-392.96778454049485
1003,2016,Nevada,15-19,4007.0,729625.0,549.1862258009252,140.59397663819288
1004,2016,Nevada,under 19,4121.0,729625.0,564.8106904231627,156.21844126043038
1005,2016,New Hampshire,0-14,11.0,306257.0,3.591754637445021,-405.00049452528725
1006,2016,New Hampshire,15-19,893.0,306257.0,291.58517193076403,-117.00707723196825
1007,2016,New Hampshire,under 19,904.0,306257.0,295.176926568209,-113.41532259452327
1008,2016,New Jersey,0-14,156.0,2232761.0,6.98686514141012,-401.60538402132215
1009,2016,New Jersey,15-19,8798.0,2232761.0,394.04127893670665,-14.55097022602564
1010,2016,New Jersey,under 19,8954.0,2232761.0,401.0281440781168,-7.564105084615505
1011,2016,New Mexico,0-14,94.0,559130.0,16.811832668610162,-391.7804164941221
1012,2016,New Mexico,15-19,3758.0,559130.0,672.1156081769893,263.52335901425704
1013,2016,New Mexico,under 19,3852.0,559130.0,688.9274408455993,280.33519168286705
1014,2016,New York,0-14,1182.0,4765536.0,24.80308615861888,-383.7891630041134
1015,2016,New York,15-19,29913.0,4765536.0,627.6943453999718,219.1020962372395
1016,2016,New York,under 19,31095.0,4765536.0,652.4974315585906,243.90518239585833
1017,2016,North Carolina,0-14,516.0,2560696.0,20.15077150899599,-388.4414776537363
1018,2016,North Carolina,15-19,19799.0,2560696.0,773.1882269507977,364.5959777880654
1019,2016,North Carolina,under 19,20315.0,2560696.0,793.3389984597937,384.74674929706146
1020,2016,North Dakota,0-14,27.0,190546.0,14.169806765820326,-394.42244239691195
1021,2016,North Dakota,15-19,954.0,190546.0,500.6665057256515,92.07425656291923
1022,2016,North Dakota,under 19,981.0,190546.0,514.8363124914719,106.24406332873957
1023,2016,Ohio,0-14,816.0,2953102.0,27.63196123940182,-380.96028792333044
1024,2016,Ohio,15-19,22911.0,2953102.0,775.8282646518813,367.23601548914905
1025,2016,Ohio,under 19,23727.0,2953102.0,803.460225891283,394.86797672855073
1026,2016,Oklahoma,0-14,176.0,1056763.0,16.654633063421034,-391.93761609931124
1027,2016,Oklahoma,15-19,7512.0,1056763.0,710.850020297834,302.25777113510173
1028,2016,Oklahoma,under 19,7688.0,1056763.0,727.5046533612551,318.91240419852284
1029,2016,Oregon,0-14,98.0,959801.0,10.210449874505237,-398.38179928822706
1030,2016,Oregon,15-19,4773.0,959801.0,497.2905841940152,88.69833503128291
1031,2016,Oregon,under 19,4871.0,959801.0,507.5010340685204,98.90878490578814
1032,2016,Pennsylvania,0-14,658.0,3066949.0,21.45454652164089,-387.1377026410914
1033,2016,Pennsylvania,15-19,18822.0,3066949.0,613.7043687390955,205.11211957636317
1034,2016,Pennsylvania,under 19,19480.0,3066949.0,635.1589152607363,226.56666609800402
1035,2016,Rhode Island,0-14,25.0,248262.0,10.07000668648444,-398.52224247624787
1036,2016,Rhode Island,15-19,1342.0,248262.0,540.5579589304847,131.9657097677524
1037,2016,Rhode Island,under 19,1367.0,248262.0,550.6279656169692,142.03571645423688
1038,2016,South Carolina,0-14,268.0,1218735.0,21.99001423607265,-386.60223492665966
1039,2016,South Carolina,15-19,10053.0,1218735.0,824.8716907285012,416.27944156576893
1040,2016,South Carolina,under 19,10321.0,1218735.0,846.8617049645738,438.26945580184156
1041,2016,South Dakota,0-14,33.0,233749.0,14.117707455432964,-394.4745417072993
1042,2016,South Dakota,15-19,1396.0,233749.0,597.2218062964974,188.62955713376516
1043,2016,South Dakota,under 19,1429.0,233749.0,611.3395137519304,202.74726458919815
1044,2016,Tennessee,0-14,349.0,1661277.0,21.007935461696032,-387.58431370103625
1045,2016,Tennessee,15-19,11394.0,1661277.0,685.8579273655147,277.2656782027824
1046,2016,Tennessee,under 19,11743.0,1661277.0,706.8658628272107,298.2736136644784
1047,2016,Texas,0-14,1279.0,7893619.0,16.20296089791007,-392.3892882648222
1048,2016,Texas,15-19,47497.0,7893619.0,601.7138653385729,193.1216161758406
1049,2016,Texas,under 19,48776.0,7893619.0,617.916826236483,209.32457707375067
1050,2016,Utah,0-14,71.0,992641.0,7.152636250164964,-401.4396129125673
1051,2016,Utah,15-19,2604.0,992641.0,262.3304900764728,-146.26175908625947
1052,2016,Utah,under 19,2675.0,992641.0,269.4831263266377,-139.10912283609457
1053,2016,Vermont,0-14,2.0,143119.0,1.3974384952382284,-407.19481066749404
1054,2016,Vermont,15-19,383.0,143119.0,267.6094718381207,-140.98277732461156
1055,2016,Vermont,under 19,385.0,143119.0,269.006910333359,-139.5853388293733
1056,2016,Virginia,0-14,84.0,2099090.0,4.001734084770067,-404.5905150779622
1057,2016,Virginia,15-19,8442.0,2099090.0,402.1742755193917,-6.417973643340588
1058,2016,Virginia,under 19,8526.0,2099090.0,406.1760096041618,-2.41623955857051
1059,2016,Washington,0-14,204.0,1778602.0,11.4696823685119,-397.1225667942204
1060,2016,Washington,15-19,7954.0,1778602.0,447.2051645056061,38.612915342873805
1061,2016,Washington,under 19,8158.0,1778602.0,458.674846874118,50.08259771138569
1062,2016,West Virginia,0-14,34.0,425564.0,7.989397599421004,-400.6028515633113
1063,2016,West Virginia,15-19,1534.0,425564.0,360.4628211032888,-48.12942805944351
1064,2016,West Virginia,under 19,1568.0,425564.0,368.4522187027098,-40.1400304600225
1065,2016,Wisconsin,0-14,320.0,1460872.0,21.90472539688624,-386.68752376584604
1066,2016,Wisconsin,15-19,9106.0,1460872.0,623.3263420751441,214.73409291241182
1067,2016,Wisconsin,under 19,9426.0,1460872.0,645.2310674720304,236.63881830929813
1068,2016,Wyoming,0-14,18.0,153752.0,11.707164784848327,-396.88508437788397
1069,2016,Wyoming,15-19,627.0,153752.0,407.7995733388834,-0.7926758238488674
1070,2016,Wyoming,under 19,645.0,153752.0,419.5067381237317,10.914488960999392
1071,2017,Alabama,0-14,391.0,1234015.0,31.68519021243664,-418.3064062781126
1072,2017,Alabama,15-19,12365.0,1234015.0,1002.01375185877,552.0221553682208
1073,2017,Alabama,under 19,12756.0,1234015.0,1033.6989420712066,583.7073455806574
1074,2017,Alaska,0-14,62.0,204565.0,30.308214992789576,-419.6833814977596
1075,2017,Alaska,15-19,1464.0,204565.0,715.6649475716765,265.6733510811273
1076,2017,Alaska,under 19,1526.0,204565.0,745.9731625644661,295.98156607391684
1077,2017,Arizona,0-14,285.0,1810274.0,15.743473087499462,-434.24812340304976
1078,2017,Arizona,15-19,11337.0,1810274.0,626.2587873437943,176.2671908532451
1079,2017,Arizona,under 19,11622.0,1810274.0,642.0022604312938,192.01066394074462
1080,2017,Arkansas,0-14,248.0,786773.0,31.521163029234607,-418.4704334613146
1081,2017,Arkansas,15-19,7088.0,786773.0,900.8951756097376,450.9035791191884
1082,2017,Arkansas,under 19,7336.0,786773.0,932.416338638972,482.42474214842275
1083,2017,California,0-14,930.0,10172305.0,9.142470659304848,-440.84912583124435
1084,2017,California,15-19,48018.0,10172305.0,472.0464044284948,22.054807937945554
1085,2017,California,under 19,48948.0,10172305.0,481.18887508779966,31.19727859725043
1086,2017,Colorado,0-14,187.0,1393167.0,13.42265500115923,-436.56894148939
1087,2017,Colorado,15-19,7826.0,1393167.0,561.7417007437012,111.75010425315202
1088,2017,Colorado,under 19,8013.0,1393167.0,575.1643557448605,125.17275925431125
1089,2017,Connecticut,0-14,159.0,868332.0,18.31096861569077,-431.6806278748585
1090,2017,Connecticut,15-19,5367.0,868332.0,618.0815632730338,168.08996678248457
1091,2017,Connecticut,under 19,5526.0,868332.0,636.3925318887246,186.40093539817542
1092,2017,Delaware,0-14,49.0,229441.0,21.356252805732197,-428.63534368481703
1093,2017,Delaware,15-19,1925.0,229441.0,838.995645939479,389.0040494489298
1094,2017,Delaware,under 19,1974.0,229441.0,860.3518987452112,410.360302254662
1095,2017,District of Columbia,0-14,131.0,139675.0,93.7891533918024,-356.2024430987468
1096,2017,District of Columbia,15-19,2554.0,139675.0,1828.530517272239,1378.5389207816897
1097,2017,District of Columbia,under 19,2685.0,139675.0,1922.3196706640413,1472.328074173492
1098,2017,Florida,0-14,792.0,4586563.0,17.267832143589875,-432.72376434695934
1099,2017,Florida,15-19,31198.0,4586563.0,680.2043272925719,230.21273080202263
1100,2017,Florida,under 19,31990.0,4586563.0,697.4721594361617,247.48056294561252
1101,2017,Georgia,0-14,621.0,2787937.0,22.274534898026747,-427.7170615925225
1102,2017,Georgia,15-19,22546.0,2787937.0,808.6983314185364,358.7067349279872
1103,2017,Georgia,under 19,23167.0,2787937.0,830.9728663165631,380.9812698260139
1104,2017,Hawaii,0-14,58.0,338132.0,17.15306448369276,-432.83853200685644
1105,2017,Hawaii,15-19,1519.0,338132.0,449.2328439780914,-0.7587525124578178
1106,2017,Hawaii,under 19,1577.0,338132.0,466.38590846178414,16.394311971234913
1107,2017,Idaho,0-14,37.0,479902.0,7.709907439435552,-442.2816890511137
1108,2017,Idaho,15-19,1940.0,479902.0,404.2492008785128,-45.74239561203643
1109,2017,Idaho,under 19,1977.0,479902.0,411.9591083179482,-38.032488172601006
1110,2017,Illinois,0-14,766.0,3299969.0,23.21233926742948,-426.77925722311977
1111,2017,Illinois,15-19,24867.0,3299969.0,753.5525333722832,303.56093688173394
1112,2017,Illinois,under 19,25633.0,3299969.0,776.7648726397126,326.7732761491634
1113,2017,Indiana,0-14,244.0,1763677.0,13.834732777033436,-436.1568637135158
1114,2017,Indiana,15-19,12291.0,1763677.0,696.8963137808114,246.90471729026217
1115,2017,Indiana,under 19,12535.0,1763677.0,710.7310465578448,260.7394500672956
1116,2017,Iowa,0-14,106.0,821384.0,12.905048065216755,-437.08654842533247
1117,2017,Iowa,15-19,4495.0,821384.0,547.247085407069,97.25548891651977
1118,2017,Iowa,under 19,4601.0,821384.0,560.1521334722858,110.16053698173653
1119,2017,Kansas,0-14,68.0,799791.0,8.502221205289882,-441.48937528525937
1120,2017,Kansas,15-19,4753.0,799791.0,594.2802557168061,144.28865922625687
1121,2017,Kansas,under 19,4821.0,799791.0,602.7824769220958,152.7908804315466
1122,2017,Kentucky,0-14,210.0,1128915.0,18.601931943503278,-431.3896645470459
1123,2017,Kentucky,15-19,7161.0,1128915.0,634.3258792734616,184.3342827829124
1124,2017,Kentucky,under 19,7371.0,1128915.0,652.927811216965,202.93621472641576
1125,2017,Louisiana,0-14,442.0,1232109.0,35.87344950811982,-414.1181469824294
1126,2017,Louisiana,15-19,14127.0,1232109.0,1146.5706362018295,696.5790397112803
1127,2017,Louisiana,under 19,14569.0,1232109.0,1182.4440857099494,732.4524892194001
1128,2017,Maine,0-14,18.0,290325.0,6.199948333763885,-443.79164815678536
1129,2017,Maine,15-19,1146.0,290325.0,394.7300439163007,-55.261552574248526
1130,2017,Maine,under 19,1164.0,290325.0,400.92999225006463,-49.0616042404846
1131,2017,Maryland,0-14,352.0,1504659.0,23.394004887486137,-426.5975916030631
1132,2017,Maryland,15-19,11606.0,1504659.0,771.3375588754661,321.3459623849169
1133,2017,Maryland,under 19,11958.0,1504659.0,794.7315637629522,344.73996727240296
1134,2017,Massachusetts,0-14,178.0,1592617.0,11.176572898568834,-438.8150235919804
1135,2017,Massachusetts,15-19,7431.0,1592617.0,466.5905236475562,16.598927157006983
1136,2017,Massachusetts,under 19,7609.0,1592617.0,477.76709654612506,27.775500055575833
1137,2017,Michigan,0-14,546.0,2482416.0,21.99470193553377,-427.99689455501544
1138,2017,Michigan,15-19,18378.0,2482416.0,740.3271651487905,290.3355686582413
1139,2017,Michigan,under 19,18924.0,2482416.0,762.3218670843244,312.33027059377514
1140,2017,Minnesota,0-14,182.0,1429188.0,12.734503788165028,-437.25709270238417
1141,2017,Minnesota,15-19,7096.0,1429188.0,496.5057081363684,46.514111645819185
1142,2017,Minnesota,under 19,7278.0,1429188.0,509.24021192453336,59.24861543398413
1143,2017,Mississippi,0-14,369.0,814772.0,45.28874335396896,-404.70285313658025
1144,2017,Mississippi,15-19,9269.0,814772.0,1137.618867609589,687.6272711190397
1145,2017,Mississippi,under 19,9638.0,814772.0,1182.907610963558,732.9160144730088
1146,2017,Missouri,0-14,304.0,1549404.0,19.620447604369165,-430.37114888618004
1147,2017,Missouri,15-19,12166.0,1549404.0,785.2051498511686,335.21355336061936
1148,2017,Missouri,under 19,12470.0,1549404.0,804.8255974555378,354.8340009649886
1149,2017,Montana,0-14,58.0,252772.0,22.945579415441586,-427.04601707510767
1150,2017,Montana,15-19,1413.0,252772.0,559.0017881727406,109.01019168219136
1151,2017,Montana,under 19,1471.0,252772.0,581.9473675881823,131.95577109763303
1152,2017,Nebraska,0-14,62.0,523088.0,11.852690178325636,-438.1389063122236
1153,2017,Nebraska,15-19,2581.0,523088.0,493.4160217783624,43.424425287813165
1154,2017,Nebraska,under 19,2643.0,523088.0,505.268711956688,55.27711546613875
1155,2017,Nevada,0-14,138.0,735139.0,18.771960132709594,-431.21963635783965
1156,2017,Nevada,15-19,4435.0,735139.0,603.28726948237,153.29567299182077
1157,2017,Nevada,under 19,4573.0,735139.0,622.0592296150796,172.0676331245304
1158,2017,New Hampshire,0-14,5.0,302526.0,1.6527505073944055,-448.33884598315484
1159,2017,New Hampshire,15-19,1088.0,302526.0,359.6385104090228,-90.35308608152644
1160,2017,New Hampshire,under 19,1093.0,302526.0,361.2912609164171,-88.70033557413211
1161,2017,New Jersey,0-14,185.0,2220794.0,8.330353918463397,-441.6612425720858
1162,2017,New Jersey,15-19,8913.0,2220794.0,401.34294310953646,-48.648653381012764
1163,2017,New Jersey,under 19,9098.0,2220794.0,409.6732970279999,-40.318299462549305
1164,2017,New Mexico,0-14,99.0,553774.0,17.877329018697157,-432.1142674718521
1165,2017,New Mexico,15-19,4081.0,553774.0,736.9432295485162,286.951633057967
1166,2017,New Mexico,under 19,4180.0,553774.0,754.8205585672134,304.8289620766642
1167,2017,New York,0-14,1085.0,4731872.0,22.929614326000365,-427.06198216454885
1168,2017,New York,15-19,31865.0,4731872.0,673.4121294912458,223.42053300069654
1169,2017,New York,under 19,32950.0,4731872.0,696.3417438172461,246.35014732669686
1170,2017,North Carolina,0-14,495.0,2563169.0,19.312031317482383,-430.67956517306686
1171,2017,North Carolina,15-19,22439.0,2563169.0,875.4397388545195,425.4481423639703
1172,2017,North Carolina,under 19,22934.0,2563169.0,894.7517701720019,444.76017368145267
1173,2017,North Dakota,0-14,44.0,192552.0,22.85097012754996,-427.1406263629993
1174,2017,North Dakota,15-19,859.0,192552.0,446.1132577173959,-3.8783387731533026
1175,2017,North Dakota,under 19,903.0,192552.0,468.9642278449458,18.972631354396583
1176,2017,Ohio,0-14,844.0,2938386.0,28.72325147206664,-421.2683450184826
1177,2017,Ohio,15-19,23600.0,2938386.0,803.1620079866974,353.1704114961482
1178,2017,Ohio,under 19,24444.0,2938386.0,831.8852594587642,381.8936629682149
1179,2017,Oklahoma,0-14,162.0,1060684.0,15.273163354967174,-434.7184331355821
1180,2017,Oklahoma,15-19,7730.0,1060684.0,728.7750168759028,278.78342038535357
1181,2017,Oklahoma,under 19,7892.0,1060684.0,744.0481802308699,294.05658374032066
1182,2017,Oregon,0-14,90.0,962469.0,9.350950524120778,-440.64064596642845
1183,2017,Oregon,15-19,5244.0,962469.0,544.8487172054373,94.85712071488808
1184,2017,Oregon,under 19,5334.0,962469.0,554.199667729558,104.20807123900875
1185,2017,Pennsylvania,0-14,606.0,3045832.0,19.89604154135881,-430.09555494919044
1186,2017,Pennsylvania,15-19,18572.0,3045832.0,609.7512929143826,159.75969642383336
1187,2017,Pennsylvania,under 19,19178.0,3045832.0,629.6473344557415,179.65573796519232
1188,2017,Rhode Island,0-14,44.0,245955.0,17.889451322396372,-432.10214516815284
1189,2017,Rhode Island,15-19,1686.0,245955.0,685.4912483990975,235.49965190854823
1190,2017,Rhode Island,under 19,1730.0,245955.0,703.3806997214938,253.38910323094456
1191,2017,South Carolina,0-14,385.0,1227681.0,31.3599379643409,-418.6316585262083
1192,2017,South Carolina,15-19,12122.0,1227681.0,987.390046762962,537.3984502724128
1193,2017,South Carolina,under 19,12507.0,1227681.0,1018.7499847273028,568.7583882367536
1194,2017,South Dakota,0-14,53.0,234167.0,22.633419738904287,-427.3581767516449
1195,2017,South Dakota,15-19,1334.0,234167.0,569.6789043716664,119.68730788111714
1196,2017,South Dakota,under 19,1387.0,234167.0,592.3123241105707,142.32072762002144
1197,2017,Tennessee,0-14,343.0,1663679.0,20.61695795883701,-429.3746385317122
1198,2017,Tennessee,15-19,12552.0,1663679.0,754.4724673449626,304.4808708544134
1199,2017,Tennessee,under 19,12895.0,1663679.0,775.0894253037997,325.09782881325043
1200,2017,Texas,0-14,1296.0,7980931.0,16.238706987944138,-433.7528895026051
1201,2017,Texas,15-19,50512.0,7980931.0,632.9086168017241,182.91702031117484
1202,2017,Texas,under 19,51808.0,7980931.0,649.1473237896681,199.1557272991189
1203,2017,Utah,0-14,66.0,999728.0,6.601795688427251,-443.38980080212195
1204,2017,Utah,15-19,2835.0,999728.0,283.5771329801706,-166.41446351037865
1205,2017,Utah,under 19,2901.0,999728.0,290.17892866859785,-159.81266782195138
1206,2017,Vermont,0-14,5.0,140742.0,3.552599792528172,-446.43899669802107
1207,2017,Vermont,15-19,380.0,140742.0,269.9975842321411,-179.99401225840813
1208,2017,Vermont,under 19,385.0,140742.0,273.55018402466925,-176.44141246587998
1209,2017,Virginia,0-14,140.0,2099308.0,6.668864216208389,-443.32273227434086
1210,2017,Virginia,15-19,9301.0,2099308.0,443.0507576782445,-6.940838812304719
1211,2017,Virginia,under 19,9441.0,2099308.0,449.71962189445287,-0.27197459609635644
1212,2017,Washington,0-14,225.0,1788544.0,12.58006512559937,-437.41153136494984
1213,2017,Washington,15-19,8266.0,1788544.0,462.1636370142418,12.172040523692544
1214,2017,Washington,under 19,8491.0,1788544.0,474.7437021398411,24.752105649291877
1215,2017,West Virginia,0-14,33.0,422007.0,7.819775501354243,-442.171820989195
1216,2017,West Virginia,15-19,1428.0,422007.0,338.3830126040563,-111.60858388649291
1217,2017,West Virginia,under 19,1461.0,422007.0,346.2027881054106,-103.78880838513862
1218,2017,Wisconsin,0-14,284.0,1451445.0,19.566707660297155,-430.4248888302521
1219,2017,Wisconsin,15-19,9229.0,1451445.0,635.8491021016987,185.85750561114946
1220,2017,Wisconsin,under 19,9513.0,1451445.0,655.4158097619958,205.42421327144655
1221,2017,Wyoming,0-14,7.0,153247.0,4.5677892552545885,-445.42380723529465
1222,2017,Wyoming,15-19,738.0,153247.0,481.5754957682696,31.583899277720377
1223,2017,Wyoming,under 19,745.0,153247.0,486.1432850235241,36.151688532974845
1224,2018,Alabama,0-14,355.0,1230306.0,28.854610153896672,-426.9774393038201
1225,2018,Alabama,15-19,12209.0,1230306.0,992.354747518097,536.5226980603802
1226,2018,Alabama,under 19,12564.0,1230306.0,1021.2093576719938,565.377308214277
1227,2018,Alaska,0-14,66.0,204040.0,32.34659870613606,-423.48545075158074
1228,2018,Alaska,15-19,1477.0,204040.0,723.8776710448931,268.0456215871763
1229,2018,Alaska,under 19,1543.0,204040.0,756.2242697510292,300.3922202933124
1230,2018,Arizona,0-14,267.0,1824398.0,14.634964519803244,-441.19708493791353
1231,2018,Arizona,15-19,11152.0,1824398.0,611.2701285574749,155.4380790997581
1232,2018,Arizona,under 19,11419.0,1824398.0,625.9050930772781,170.07304361956136
1233,2018,Arkansas,0-14,206.0,786958.0,26.176746408321662,-429.6553030493951
1234,2018,Arkansas,15-19,7056.0,786958.0,896.6171002772702,440.7850508195534
1235,2018,Arkansas,under 19,7262.0,786958.0,922.7938466855918,466.961797227875
1236,2018,California,0-14,1000.0,10120245.0,9.881183706520938,-445.95086575119586
1237,2018,California,15-19,49098.0,10120245.0,485.1463576227651,29.314308165048317
1238,2018,California,under 19,50098.0,10120245.0,495.027541329286,39.19549187156923
1239,2018,Colorado,0-14,244.0,1404562.0,17.371963644182316,-438.4600858135345
1240,2018,Colorado,15-19,8461.0,1404562.0,602.3941983337154,146.56214887599862
1241,2018,Colorado,under 19,8705.0,1404562.0,619.7661619778977,163.93411252018092
1242,2018,Connecticut,0-14,154.0,857306.0,17.963247661861693,-437.86880179585506
1243,2018,Connecticut,15-19,5466.0,857306.0,637.5786475307533,181.74659807303652
1244,2018,Connecticut,under 19,5620.0,857306.0,655.541895192615,199.70984573489824
1245,2018,Delaware,0-14,56.0,228494.0,24.50830218736597,-431.3237472703508
1246,2018,Delaware,15-19,1899.0,228494.0,831.0940331037137,375.26198364599696
1247,2018,Delaware,under 19,1955.0,228494.0,855.6023352910798,399.77028583336306
1248,2018,District of Columbia,0-14,134.0,143400.0,93.44490934449094,-362.3871401132258
1249,2018,District of Columbia,15-19,2572.0,143400.0,1793.584379358438,1337.7523299007212
1250,2018,District of Columbia,under 19,2706.0,143400.0,1887.0292887029289,1431.1972392452121
1251,2018,Florida,0-14,767.0,4627244.0,16.57574141324728,-439.2563080444695
1252,2018,Florida,15-19,32206.0,4627244.0,696.0082502673297,240.1762008096129
1253,2018,Florida,under 19,32973.0,4627244.0,712.583991680577,256.75194222286024
1254,2018,Georgia,0-14,552.0,2792291.0,19.768713217927505,-436.0633362397893
1255,2018,Georgia,15-19,21897.0,2792291.0,784.1947705307219,328.36272107300516
1256,2018,Georgia,under 19,22449.0,2792291.0,803.9634837486494,348.13143429093265
