,STATE,YEAR,Abortion Rate per 1000 People,AGE,Abortion Rate per 1000 People (Adjusted),"Abortion Rate per 100,000 People (Adjusted)"
1140,Pennsylvania,1988,33,15-19,-3.034,-303.4
1141,Pennsylvania,1989,31.525,15-19,-2.8645,-286.45
1142,Pennsylvania,1990,30.05,15-19,-2.695,-269.5
1143,Pennsylvania,1991,28.575,15-19,-2.5255,-252.55
1144,Pennsylvania,1992,27.1,15-19,-2.356,-235.6
1145,Pennsylvania,1993,25.25,15-19,-2.808,-280.8
1146,Pennsylvania,1994,23.4,15-19,-3.26,-326
1147,Pennsylvania,1995,21.55,15-19,-3.712,-371.2
1148,Pennsylvania,1996,19.7,15-19,-4.164,-416.4
1149,Pennsylvania,1997,19.1,15-19,-3.7895,-378.95
1150,Pennsylvania,1998,18.5,15-19,-3.415,-341.5
1151,Pennsylvania,1999,17.9,15-19,-3.0405,-304.05
1152,Pennsylvania,2000,17.3,15-19,-3.305882353,-330.5882353
1153,Pennsylvania,2001,16.68,15-19,-3.083529412,-308.3529412
1154,Pennsylvania,2002,16.06,15-19,-2.861176471,-286.1176471
1155,Pennsylvania,2003,15.44,15-19,-2.638823529,-263.8823529
1156,Pennsylvania,2004,14.82,15-19,-2.416470588,-241.6470588
1157,Pennsylvania,2005,14.2,15-19,-2.194117647,-219.4117647
1158,Pennsylvania,2006,15,15-19,-1.194117647,-119.4117647
1159,Pennsylvania,2007,16.3,15-19,0.319607843,31.96078431
1160,Pennsylvania,2008,17.8,15-19,2.066666667,206.6666667
1161,Pennsylvania,2009,16.4,15-19,2.125490196,212.5490196
1162,Pennsylvania,2010,14.9,15-19,1.821568627,182.1568627
1163,Pennsylvania,2011,12.5,15-19,0.668627451,66.8627451
1164,Pennsylvania,2012,11,15-19,0.890196078,89.01960784
1165,Pennsylvania,2013,9.3,15-19,0.303921569,30.39215686
1166,Pennsylvania,2014,8.7,15-19,0.643137255,64.31372549
1167,Pennsylvania,2015,8.1,15-19,0.837254902,83.7254902
1168,Pennsylvania,2016,7.6,15-19,0.807843137,80.78431373
1169,Pennsylvania,2017,7.2,15-19,0.568627451,56.8627451
1170,Rhode Island,1988,35.7,15-19,-0.334,-33.4
1171,Rhode Island,1989,35.4,15-19,1.0105,101.05
1172,Rhode Island,1990,35.1,15-19,2.355,235.5
1173,Rhode Island,1991,34.8,15-19,3.6995,369.95
1174,Rhode Island,1992,34.5,15-19,5.044,504.4
1175,Rhode Island,1993,33.525,15-19,5.467,546.7
1176,Rhode Island,1994,32.55,15-19,5.89,589
1177,Rhode Island,1995,31.575,15-19,6.313,631.3
1178,Rhode Island,1996,30.6,15-19,6.736,673.6
1179,Rhode Island,1997,28.65,15-19,5.7605,576.05
1180,Rhode Island,1998,26.7,15-19,4.785,478.5
1181,Rhode Island,1999,24.75,15-19,3.8095,380.95
1182,Rhode Island,2000,22.8,15-19,2.194117647,219.4117647
1183,Rhode Island,2001,22.26,15-19,2.496470588,249.6470588
1184,Rhode Island,2002,21.72,15-19,2.798823529,279.8823529
1185,Rhode Island,2003,21.18,15-19,3.101176471,310.1176471
1186,Rhode Island,2004,20.64,15-19,3.403529412,340.3529412
1187,Rhode Island,2005,20.1,15-19,3.705882353,370.5882353
1188,Rhode Island,2006,19.7,15-19,3.505882353,350.5882353
1189,Rhode Island,2007,18.6,15-19,2.619607843,261.9607843
1190,Rhode Island,2008,18.5,15-19,2.766666667,276.6666667
1191,Rhode Island,2009,16.4,15-19,2.125490196,212.5490196
1192,Rhode Island,2010,15.8,15-19,2.721568627,272.1568627
1193,Rhode Island,2011,14.4,15-19,2.568627451,256.8627451
1194,Rhode Island,2012,11.3,15-19,1.190196078,119.0196078
1195,Rhode Island,2013,9.7,15-19,0.703921569,70.39215686
1196,Rhode Island,2014,7.3,15-19,-0.756862745,-75.68627451
1197,Rhode Island,2015,8.1,15-19,0.837254902,83.7254902
1198,Rhode Island,2016,8.4,15-19,1.607843137,160.7843137
1199,Rhode Island,2017,7.7,15-19,1.068627451,106.8627451
1200,South Carolina,1988,32.6,15-19,-3.434,-343.4
1201,South Carolina,1989,30.2,15-19,-4.1895,-418.95
1202,South Carolina,1990,27.8,15-19,-4.945,-494.5
1203,South Carolina,1991,25.4,15-19,-5.7005,-570.05
1204,South Carolina,1992,23,15-19,-6.456,-645.6
1205,South Carolina,1993,21.925,15-19,-6.133,-613.3
1206,South Carolina,1994,20.85,15-19,-5.81,-581
1207,South Carolina,1995,19.775,15-19,-5.487,-548.7
1208,South Carolina,1996,18.7,15-19,-5.164,-516.4
1209,South Carolina,1997,18.275,15-19,-4.6145,-461.45
1210,South Carolina,1998,17.85,15-19,-4.065,-406.5
1211,South Carolina,1999,17.425,15-19,-3.5155,-351.55
1212,South Carolina,2000,17,15-19,-3.605882353,-360.5882353
1213,South Carolina,2001,16.74,15-19,-3.023529412,-302.3529412
1214,South Carolina,2002,16.48,15-19,-2.441176471,-244.1176471
1215,South Carolina,2003,16.22,15-19,-1.858823529,-185.8823529
1216,South Carolina,2004,15.96,15-19,-1.276470588,-127.6470588
1217,South Carolina,2005,15.7,15-19,-0.694117647,-69.41176471
1218,South Carolina,2006,15.5,15-19,-0.694117647,-69.41176471
1219,South Carolina,2007,15.4,15-19,-0.580392157,-58.03921569
1220,South Carolina,2008,13.9,15-19,-1.833333333,-183.3333333
1221,South Carolina,2009,14,15-19,-0.274509804,-27.45098039
1222,South Carolina,2010,13.2,15-19,0.121568627,12.15686275
1223,South Carolina,2011,10.8,15-19,-1.031372549,-103.1372549
1224,South Carolina,2012,9.9,15-19,-0.209803922,-20.98039216
1225,South Carolina,2013,9.1,15-19,0.103921569,10.39215686
1226,South Carolina,2014,8.1,15-19,0.043137255,4.31372549
1227,South Carolina,2015,7.4,15-19,0.137254902,13.7254902
1228,South Carolina,2016,6.7,15-19,-0.092156863,-9.215686275
1229,South Carolina,2017,6.9,15-19,0.268627451,26.8627451
1230,South Dakota,1988,15.1,15-19,-20.934,-2093.4
1231,South Dakota,1989,14.925,15-19,-19.4645,-1946.45
1232,South Dakota,1990,14.75,15-19,-17.995,-1799.5
1233,South Dakota,1991,14.575,15-19,-16.5255,-1652.55
1234,South Dakota,1992,14.4,15-19,-15.056,-1505.6
1235,South Dakota,1993,13.65,15-19,-14.408,-1440.8
1236,South Dakota,1994,12.9,15-19,-13.76,-1376
1237,South Dakota,1995,12.15,15-19,-13.112,-1311.2
1238,South Dakota,1996,11.4,15-19,-12.464,-1246.4
1239,South Dakota,1997,10.325,15-19,-12.5645,-1256.45
1240,South Dakota,1998,9.25,15-19,-12.665,-1266.5
1241,South Dakota,1999,8.175,15-19,-12.7655,-1276.55
1242,South Dakota,2000,7.1,15-19,-13.50588235,-1350.588235
1243,South Dakota,2001,6.8,15-19,-12.96352941,-1296.352941
1244,South Dakota,2002,6.5,15-19,-12.42117647,-1242.117647
1245,South Dakota,2003,6.2,15-19,-11.87882353,-1187.882353
1246,South Dakota,2004,5.9,15-19,-11.33647059,-1133.647059
1247,South Dakota,2005,5.6,15-19,-10.79411765,-1079.411765
1248,South Dakota,2006,5.4,15-19,-10.79411765,-1079.411765
1249,South Dakota,2007,6.3,15-19,-9.680392157,-968.0392157
1250,South Dakota,2008,5.5,15-19,-10.23333333,-1023.333333
1251,South Dakota,2009,5.5,15-19,-8.774509804,-877.4509804
1252,South Dakota,2010,4.3,15-19,-8.778431373,-877.8431373
1253,South Dakota,2011,4.8,15-19,-7.031372549,-703.1372549
1254,South Dakota,2012,3.8,15-19,-6.309803922,-630.9803922
1255,South Dakota,2013,3.3,15-19,-5.696078431,-569.6078431
1256,South Dakota,2014,3.3,15-19,-4.756862745,-475.6862745
1257,South Dakota,2015,2.6,15-19,-4.662745098,-466.2745098
1258,South Dakota,2016,2.6,15-19,-4.192156863,-419.2156863
1259,South Dakota,2017,3.3,15-19,-3.331372549,-333.1372549
1260,Tennessee,1988,30.1,15-19,-5.934,-593.4
1261,Tennessee,1989,28.55,15-19,-5.8395,-583.95
1262,Tennessee,1990,27,15-19,-5.745,-574.5
1263,Tennessee,1991,25.45,15-19,-5.6505,-565.05
1264,Tennessee,1992,23.9,15-19,-5.556,-555.6
1265,Tennessee,1993,22.275,15-19,-5.783,-578.3
1266,Tennessee,1994,20.65,15-19,-6.01,-601
1267,Tennessee,1995,19.025,15-19,-6.237,-623.7
1268,Tennessee,1996,17.4,15-19,-6.464,-646.4
1269,Tennessee,1997,16.975,15-19,-5.9145,-591.45
1270,Tennessee,1998,16.55,15-19,-5.365,-536.5
1271,Tennessee,1999,16.125,15-19,-4.8155,-481.55
1272,Tennessee,2000,15.7,15-19,-4.905882353,-490.5882353
1273,Tennessee,2001,14.94,15-19,-4.823529412,-482.3529412
1274,Tennessee,2002,14.18,15-19,-4.741176471,-474.1176471
1275,Tennessee,2003,13.42,15-19,-4.658823529,-465.8823529
1276,Tennessee,2004,12.66,15-19,-4.576470588,-457.6470588
1277,Tennessee,2005,11.9,15-19,-4.494117647,-449.4117647
1278,Tennessee,2006,13.2,15-19,-2.994117647,-299.4117647
1279,Tennessee,2007,11.6,15-19,-4.380392157,-438.0392157
1280,Tennessee,2008,11.9,15-19,-3.833333333,-383.3333333
1281,Tennessee,2009,10.8,15-19,-3.474509804,-347.4509804
1282,Tennessee,2010,9.4,15-19,-3.678431373,-367.8431373
1283,Tennessee,2011,8.4,15-19,-3.431372549,-343.1372549
1284,Tennessee,2012,7.7,15-19,-2.409803922,-240.9803922
1285,Tennessee,2013,6.8,15-19,-2.196078431,-219.6078431
1286,Tennessee,2014,6.2,15-19,-1.856862745,-185.6862745
1287,Tennessee,2015,5.5,15-19,-1.762745098,-176.2745098
1288,Tennessee,2016,5,15-19,-1.792156863,-179.2156863
1289,Tennessee,2017,4.4,15-19,-2.231372549,-223.1372549
1290,Texas,1988,30.4,15-19,-5.634,-563.4
1291,Texas,1989,29.175,15-19,-5.2145,-521.45
1292,Texas,1990,27.95,15-19,-4.795,-479.5
1293,Texas,1991,26.725,15-19,-4.3755,-437.55
1294,Texas,1992,25.5,15-19,-3.956,-395.6
1295,Texas,1993,24.725,15-19,-3.333,-333.3
1296,Texas,1994,23.95,15-19,-2.71,-271
1297,Texas,1995,23.175,15-19,-2.087,-208.7
1298,Texas,1996,22.4,15-19,-1.464,-146.4
1299,Texas,1997,21.075,15-19,-1.8145,-181.45
1300,Texas,1998,19.75,15-19,-2.165,-216.5
1301,Texas,1999,18.425,15-19,-2.5155,-251.55
1302,Texas,2000,17.1,15-19,-3.505882353,-350.5882353
1303,Texas,2001,16.26,15-19,-3.503529412,-350.3529412
1304,Texas,2002,15.42,15-19,-3.501176471,-350.1176471
1305,Texas,2003,14.58,15-19,-3.498823529,-349.8823529
1306,Texas,2004,13.74,15-19,-3.496470588,-349.6470588
1307,Texas,2005,12.9,15-19,-3.494117647,-349.4117647
1308,Texas,2006,15.2,15-19,-0.994117647,-99.41176471
1309,Texas,2007,14.6,15-19,-1.380392157,-138.0392157
1310,Texas,2008,14.5,15-19,-1.233333333,-123.3333333
1311,Texas,2009,13.6,15-19,-0.674509804,-67.45098039
1312,Texas,2010,12,15-19,-1.078431373,-107.8431373
1313,Texas,2011,10.5,15-19,-1.331372549,-133.1372549
1314,Texas,2012,9.1,15-19,-1.009803922,-100.9803922
1315,Texas,2013,8,15-19,-0.996078431,-99.60784314
1316,Texas,2014,6,15-19,-2.056862745,-205.6862745
1317,Texas,2015,5.5,15-19,-1.762745098,-176.2745098
1318,Texas,2016,5.2,15-19,-1.592156863,-159.2156863
1319,Texas,2017,5.2,15-19,-1.431372549,-143.1372549
1320,Utah,1988,15.5,15-19,-20.534,-2053.4
1321,Utah,1989,13.85,15-19,-20.5395,-2053.95
1322,Utah,1990,12.2,15-19,-20.545,-2054.5
1323,Utah,1991,10.55,15-19,-20.5505,-2055.05
1324,Utah,1992,8.9,15-19,-20.556,-2055.6
1325,Utah,1993,8.5,15-19,-19.558,-1955.8
1326,Utah,1994,8.1,15-19,-18.56,-1856
1327,Utah,1995,7.7,15-19,-17.562,-1756.2
1328,Utah,1996,7.3,15-19,-16.564,-1656.4
1329,Utah,1997,6.925,15-19,-15.9645,-1596.45
1330,Utah,1998,6.55,15-19,-15.365,-1536.5
1331,Utah,1999,6.175,15-19,-14.7655,-1476.55
1332,Utah,2000,5.8,15-19,-14.80588235,-1480.588235
1333,Utah,2001,5.76,15-19,-14.00352941,-1400.352941
1334,Utah,2002,5.72,15-19,-13.20117647,-1320.117647
1335,Utah,2003,5.68,15-19,-12.39882353,-1239.882353
1336,Utah,2004,5.64,15-19,-11.59647059,-1159.647059
1337,Utah,2005,5.6,15-19,-10.79411765,-1079.411765
1338,Utah,2006,6,15-19,-10.19411765,-1019.411765
1339,Utah,2007,6.2,15-19,-9.780392157,-978.0392157
1340,Utah,2008,5.8,15-19,-9.933333333,-993.3333333
1341,Utah,2009,4.9,15-19,-9.374509804,-937.4509804
1342,Utah,2010,4.1,15-19,-8.978431373,-897.8431373
1343,Utah,2011,4.1,15-19,-7.731372549,-773.1372549
1344,Utah,2012,3.7,15-19,-6.409803922,-640.9803922
1345,Utah,2013,3.5,15-19,-5.496078431,-549.6078431
1346,Utah,2014,3.2,15-19,-4.856862745,-485.6862745
1347,Utah,2015,3.1,15-19,-4.162745098,-416.2745098
1348,Utah,2016,2.8,15-19,-3.992156863,-399.2156863
1349,Utah,2017,3.1,15-19,-3.531372549,-353.1372549
1350,Vermont,1988,36.8,15-19,0.766,76.6
1351,Vermont,1989,34.025,15-19,-0.3645,-36.45
1352,Vermont,1990,31.25,15-19,-1.495,-149.5
1353,Vermont,1991,28.475,15-19,-2.6255,-262.55
1354,Vermont,1992,25.7,15-19,-3.756,-375.6
1355,Vermont,1993,25.075,15-19,-2.983,-298.3
1356,Vermont,1994,24.45,15-19,-2.21,-221
1357,Vermont,1995,23.825,15-19,-1.437,-143.7
1358,Vermont,1996,23.2,15-19,-0.664,-66.4
1359,Vermont,1997,20.925,15-19,-1.9645,-196.45
1360,Vermont,1998,18.65,15-19,-3.265,-326.5
1361,Vermont,1999,16.375,15-19,-4.5655,-456.55
1362,Vermont,2000,14.1,15-19,-6.505882353,-650.5882353
1363,Vermont,2001,14.36,15-19,-5.403529412,-540.3529412
1364,Vermont,2002,14.62,15-19,-4.301176471,-430.1176471
1365,Vermont,2003,14.88,15-19,-3.198823529,-319.8823529
1366,Vermont,2004,15.14,15-19,-2.096470588,-209.6470588
1367,Vermont,2005,15.4,15-19,-0.994117647,-99.41176471
1368,Vermont,2006,13.7,15-19,-2.494117647,-249.4117647
1369,Vermont,2007,12.8,15-19,-3.180392157,-318.0392157
1370,Vermont,2008,12.8,15-19,-2.933333333,-293.3333333
1371,Vermont,2009,10.4,15-19,-3.874509804,-387.4509804
1372,Vermont,2010,9.4,15-19,-3.678431373,-367.8431373
1373,Vermont,2011,10.5,15-19,-1.331372549,-133.1372549
1374,Vermont,2012,8.8,15-19,-1.309803922,-130.9803922
1375,Vermont,2013,9.5,15-19,0.503921569,50.39215686
1376,Vermont,2014,8,15-19,-0.056862745,-5.68627451
1377,Vermont,2015,6.3,15-19,-0.962745098,-96.2745098
1378,Vermont,2016,7.1,15-19,0.307843137,30.78431373
1379,Vermont,2017,5.1,15-19,-1.531372549,-153.1372549
1380,Virginia,1988,44.6,15-19,8.566,856.6
1381,Virginia,1989,42.2,15-19,7.8105,781.05
1382,Virginia,1990,39.8,15-19,7.055,705.5
1383,Virginia,1991,37.4,15-19,6.2995,629.95
1384,Virginia,1992,35,15-19,5.544,554.4
1385,Virginia,1993,33.65,15-19,5.592,559.2
1386,Virginia,1994,32.3,15-19,5.64,564
1387,Virginia,1995,30.95,15-19,5.688,568.8
1388,Virginia,1996,29.6,15-19,5.736,573.6
1389,Virginia,1997,27.375,15-19,4.4855,448.55
1390,Virginia,1998,25.15,15-19,3.235,323.5
1391,Virginia,1999,22.925,15-19,1.9845,198.45
1392,Virginia,2000,20.7,15-19,0.094117647,9.411764706
1393,Virginia,2001,20.08,15-19,0.316470588,31.64705882
1394,Virginia,2002,19.46,15-19,0.538823529,53.88235294
1395,Virginia,2003,18.84,15-19,0.761176471,76.11764706
1396,Virginia,2004,18.22,15-19,0.983529412,98.35294118
1397,Virginia,2005,17.6,15-19,1.205882353,120.5882353
1398,Virginia,2006,16.9,15-19,0.705882353,70.58823529
1399,Virginia,2007,16.9,15-19,0.919607843,91.96078431
1400,Virginia,2008,15.4,15-19,-0.333333333,-33.33333333
1401,Virginia,2009,14.8,15-19,0.525490196,52.54901961
1402,Virginia,2010,13.9,15-19,0.821568627,82.15686275
1403,Virginia,2011,12.4,15-19,0.568627451,56.8627451
1404,Virginia,2012,11.2,15-19,1.090196078,109.0196078
1405,Virginia,2013,10.6,15-19,1.603921569,160.3921569
1406,Virginia,2014,7.6,15-19,-0.456862745,-45.68627451
1407,Virginia,2015,7.4,15-19,0.137254902,13.7254902
1408,Virginia,2016,6.7,15-19,-0.092156863,-9.215686275
1409,Virginia,2017,5.9,15-19,-0.731372549,-73.1372549
1410,Washington,1988,45.7,15-19,9.666,966.6
1411,Washington,1989,44.75,15-19,10.3605,1036.05
1412,Washington,1990,43.8,15-19,11.055,1105.5
1413,Washington,1991,42.85,15-19,11.7495,1174.95
1414,Washington,1992,41.9,15-19,12.444,1244.4
1415,Washington,1993,38.65,15-19,10.592,1059.2
1416,Washington,1994,35.4,15-19,8.74,874
1417,Washington,1995,32.15,15-19,6.888,688.8
1418,Washington,1996,28.9,15-19,5.036,503.6
1419,Washington,1997,28.125,15-19,5.2355,523.55
1420,Washington,1998,27.35,15-19,5.435,543.5
1421,Washington,1999,26.575,15-19,5.6345,563.45
1422,Washington,2000,25.8,15-19,5.194117647,519.4117647
1423,Washington,2001,24.62,15-19,4.856470588,485.6470588
1424,Washington,2002,23.44,15-19,4.518823529,451.8823529
1425,Washington,2003,22.26,15-19,4.181176471,418.1176471
1426,Washington,2004,21.08,15-19,3.843529412,384.3529412
1427,Washington,2005,19.9,15-19,3.505882353,350.5882353
1428,Washington,2006,19.9,15-19,3.705882353,370.5882353
1429,Washington,2007,20.6,15-19,4.619607843,461.9607843
1430,Washington,2008,19.4,15-19,3.666666667,366.6666667
1431,Washington,2009,17.7,15-19,3.425490196,342.5490196
1432,Washington,2010,15.9,15-19,2.821568627,282.1568627
1433,Washington,2011,14.8,15-19,2.968627451,296.8627451
1434,Washington,2012,12.9,15-19,2.790196078,279.0196078
1435,Washington,2013,11.2,15-19,2.203921569,220.3921569
1436,Washington,2014,10,15-19,1.943137255,194.3137255
1437,Washington,2015,9.5,15-19,2.237254902,223.7254902
1438,Washington,2016,8.7,15-19,1.907843137,190.7843137
1439,Washington,2017,8.1,15-19,1.468627451,146.8627451
1440,West Virginia,1988,16.8,15-19,-19.234,-1923.4
1441,West Virginia,1989,16.65,15-19,-17.7395,-1773.95
1442,West Virginia,1990,16.5,15-19,-16.245,-1624.5
1443,West Virginia,1991,16.35,15-19,-14.7505,-1475.05
1444,West Virginia,1992,16.2,15-19,-13.256,-1325.6
1445,West Virginia,1993,15.275,15-19,-12.783,-1278.3
1446,West Virginia,1994,14.35,15-19,-12.31,-1231
1447,West Virginia,1995,13.425,15-19,-11.837,-1183.7
1448,West Virginia,1996,12.5,15-19,-11.364,-1136.4
1449,West Virginia,1997,11.775,15-19,-11.1145,-1111.45
1450,West Virginia,1998,11.05,15-19,-10.865,-1086.5
1451,West Virginia,1999,10.325,15-19,-10.6155,-1061.55
1452,West Virginia,2000,9.6,15-19,-11.00588235,-1100.588235
1453,West Virginia,2001,9.36,15-19,-10.40352941,-1040.352941
1454,West Virginia,2002,9.12,15-19,-9.801176471,-980.1176471
1455,West Virginia,2003,8.88,15-19,-9.198823529,-919.8823529
1456,West Virginia,2004,8.64,15-19,-8.596470588,-859.6470588
1457,West Virginia,2005,8.4,15-19,-7.994117647,-799.4117647
1458,West Virginia,2006,7.5,15-19,-8.694117647,-869.4117647
1459,West Virginia,2007,8.5,15-19,-7.480392157,-748.0392157
1460,West Virginia,2008,7.7,15-19,-8.033333333,-803.3333333
1461,West Virginia,2009,8.9,15-19,-5.374509804,-537.4509804
1462,West Virginia,2010,9.3,15-19,-3.778431373,-377.8431373
1463,West Virginia,2011,9.6,15-19,-2.231372549,-223.1372549
1464,West Virginia,2012,6.3,15-19,-3.809803922,-380.9803922
1465,West Virginia,2013,5.1,15-19,-3.896078431,-389.6078431
1466,West Virginia,2014,5.1,15-19,-2.956862745,-295.6862745
1467,West Virginia,2015,4.3,15-19,-2.962745098,-296.2745098
1468,West Virginia,2016,4.6,15-19,-2.192156863,-219.2156863
1469,West Virginia,2017,4.1,15-19,-2.531372549,-253.1372549
1470,Wisconsin,1988,28.3,15-19,-7.734,-773.4
1471,Wisconsin,1989,26.375,15-19,-8.0145,-801.45
1472,Wisconsin,1990,24.45,15-19,-8.295,-829.5
1473,Wisconsin,1991,22.525,15-19,-8.5755,-857.55
1474,Wisconsin,1992,20.6,15-19,-8.856,-885.6
1475,Wisconsin,1993,19.375,15-19,-8.683,-868.3
1476,Wisconsin,1994,18.15,15-19,-8.51,-851
1477,Wisconsin,1995,16.925,15-19,-8.337,-833.7
1478,Wisconsin,1996,15.7,15-19,-8.164,-816.4
1479,Wisconsin,1997,14.775,15-19,-8.1145,-811.45
1480,Wisconsin,1998,13.85,15-19,-8.065,-806.5
1481,Wisconsin,1999,12.925,15-19,-8.0155,-801.55
1482,Wisconsin,2000,12,15-19,-8.605882353,-860.5882353
1483,Wisconsin,2001,11.48,15-19,-8.283529412,-828.3529412
1484,Wisconsin,2002,10.96,15-19,-7.961176471,-796.1176471
1485,Wisconsin,2003,10.44,15-19,-7.638823529,-763.8823529
1486,Wisconsin,2004,9.92,15-19,-7.316470588,-731.6470588
1487,Wisconsin,2005,9.4,15-19,-6.994117647,-699.4117647
1488,Wisconsin,2006,8.9,15-19,-7.294117647,-729.4117647
1489,Wisconsin,2007,8.2,15-19,-7.780392157,-778.0392157
1490,Wisconsin,2008,8.1,15-19,-7.633333333,-763.3333333
1491,Wisconsin,2009,7.6,15-19,-6.674509804,-667.4509804
1492,Wisconsin,2010,6.9,15-19,-6.178431373,-617.8431373
1493,Wisconsin,2011,5.7,15-19,-6.131372549,-613.1372549
1494,Wisconsin,2012,5.1,15-19,-5.009803922,-500.9803922
1495,Wisconsin,2013,4.5,15-19,-4.496078431,-449.6078431
1496,Wisconsin,2014,4.5,15-19,-3.556862745,-355.6862745
1497,Wisconsin,2015,4.5,15-19,-2.762745098,-276.2745098
1498,Wisconsin,2016,4,15-19,-2.792156863,-279.2156863
1499,Wisconsin,2017,3.9,15-19,-2.731372549,-273.1372549
1500,Wyoming,1988,23.2,15-19,-12.834,-1283.4
1501,Wyoming,1989,22.25,15-19,-12.1395,-1213.95
1502,Wyoming,1990,21.3,15-19,-11.445,-1144.5
1503,Wyoming,1991,20.35,15-19,-10.7505,-1075.05
1504,Wyoming,1992,19.4,15-19,-10.056,-1005.6
1505,Wyoming,1993,18.925,15-19,-9.133,-913.3
1506,Wyoming,1994,18.45,15-19,-8.21,-821
1507,Wyoming,1995,17.975,15-19,-7.287,-728.7
1508,Wyoming,1996,17.5,15-19,-6.364,-636.4
1509,Wyoming,1997,19.6,15-19,-3.2895,-328.95
1510,Wyoming,1998,21.7,15-19,-0.215,-21.5
1511,Wyoming,1999,23.8,15-19,2.8595,285.95
1512,Wyoming,2000,25.9,15-19,5.294117647,529.4117647
1513,Wyoming,2001,23.06,15-19,3.296470588,329.6470588
1514,Wyoming,2002,20.22,15-19,1.298823529,129.8823529
1515,Wyoming,2003,17.38,15-19,-0.698823529,-69.88235294
1516,Wyoming,2004,14.54,15-19,-2.696470588,-269.6470588
1517,Wyoming,2005,11.7,15-19,-4.694117647,-469.4117647
1518,Wyoming,2006,11.3,15-19,-4.894117647,-489.4117647
1519,Wyoming,2007,11.3,15-19,-4.680392157,-468.0392157
1520,Wyoming,2008,9.9,15-19,-5.833333333,-583.3333333
1521,Wyoming,2009,8.9,15-19,-5.374509804,-537.4509804
1522,Wyoming,2010,8,15-19,-5.078431373,-507.8431373
1523,Wyoming,2011,8.9,15-19,-2.931372549,-293.1372549
1524,Wyoming,2012,7.1,15-19,-3.009803922,-300.9803922
1525,Wyoming,2013,5.5,15-19,-3.496078431,-349.6078431
1526,Wyoming,2014,5.6,15-19,-2.456862745,-245.6862745
1527,Wyoming,2015,5,15-19,-2.262745098,-226.2745098
1528,Wyoming,2016,4.5,15-19,-2.292156863,-229.2156863
1529,Wyoming,2017,4.6,15-19,-2.031372549,-203.1372549
