,STATE,YEAR,Pregnancy Rate per 1000 People,AGE,Pregnancy Rate per 1000 People (Adjusted),"Pregnancy Rate per 100,000 People (Adjusted)"
943,New Mexico,2001,100.72,15-19,25.78196078,2578.196078
944,New Mexico,2002,98.74,15-19,26.44039216,2644.039216
945,New Mexico,2003,96.76,15-19,27.09882353,2709.882353
946,New Mexico,2004,94.78,15-19,27.7572549,2775.72549
947,New Mexico,2005,92.8,15-19,28.41568627,2841.568627
948,New Mexico,2006,96,15-19,29.78823529,2978.823529
949,New Mexico,2007,98.1,15-19,31.29215686,3129.215686
950,New Mexico,2008,92.9,15-19,27.51176471,2751.176471
951,New Mexico,2009,90.3,15-19,29.1254902,2912.54902
952,New Mexico,2010,80.3,15-19,24.68431373,2468.431373
953,New Mexico,2011,71.6,15-19,20.79803922,2079.803922
954,New Mexico,2012,68.4,15-19,21.63529412,2163.529412
955,New Mexico,2013,61.4,15-19,19.37254902,1937.254902
956,New Mexico,2014,53.9,15-19,15.54901961,1554.901961
957,New Mexico,2015,50,15-19,14.70392157,1470.392157
958,New Mexico,2016,44.7,15-19,12.27058824,1227.058824
959,New Mexico,2017,41.4,15-19,10.99803922,1099.803922
960,New York,1988,112.8,15-19,12.018,1201.8
961,New York,1989,114.075,15-19,13.46,1346
962,New York,1990,115.35,15-19,14.902,1490.2
963,New York,1991,116.625,15-19,16.344,1634.4
964,New York,1992,117.9,15-19,17.786,1778.6
965,New York,1993,114.225,15-19,17.499,1749.9
966,New York,1994,110.55,15-19,17.212,1721.2
967,New York,1995,106.875,15-19,16.925,1692.5
968,New York,1996,103.2,15-19,16.638,1663.8
969,New York,1997,100.025,15-19,15.9305,1593.05
970,New York,1998,96.85,15-19,15.223,1522.3
971,New York,1999,93.675,15-19,14.5155,1451.55
972,New York,2000,90.5,15-19,12.92352941,1292.352941
973,New York,2001,87.48,15-19,12.54196078,1254.196078
974,New York,2002,84.46,15-19,12.16039216,1216.039216
975,New York,2003,81.44,15-19,11.77882353,1177.882353
976,New York,2004,78.42,15-19,11.3972549,1139.72549
977,New York,2005,75.4,15-19,11.01568627,1101.568627
978,New York,2006,74.3,15-19,8.088235294,808.8235294
979,New York,2007,72.7,15-19,5.892156863,589.2156863
980,New York,2008,71.7,15-19,6.311764706,631.1764706
981,New York,2009,68.1,15-19,6.925490196,692.5490196
982,New York,2010,63.3,15-19,7.684313725,768.4313725
983,New York,2011,58.5,15-19,7.698039216,769.8039216
984,New York,2012,52.3,15-19,5.535294118,553.5294118
985,New York,2013,45.7,15-19,3.67254902,367.254902
986,New York,2014,42.1,15-19,3.749019608,374.9019608
987,New York,2015,38.3,15-19,3.003921569,300.3921569
988,New York,2016,35,15-19,2.570588235,257.0588235
989,New York,2017,33,15-19,2.598039216,259.8039216
990,North Carolina,1988,121,15-19,20.218,2021.8
991,North Carolina,1989,120.75,15-19,20.135,2013.5
992,North Carolina,1990,120.5,15-19,20.052,2005.2
993,North Carolina,1991,120.25,15-19,19.969,1996.9
994,North Carolina,1992,120,15-19,19.886,1988.6
995,North Carolina,1993,115.65,15-19,18.924,1892.4
996,North Carolina,1994,111.3,15-19,17.962,1796.2
997,North Carolina,1995,106.95,15-19,17,1700
998,North Carolina,1996,102.6,15-19,16.038,1603.8
999,North Carolina,1997,100.625,15-19,16.5305,1653.05
1000,North Carolina,1998,98.65,15-19,17.023,1702.3
1001,North Carolina,1999,96.675,15-19,17.5155,1751.55
1002,North Carolina,2000,94.7,15-19,17.12352941,1712.352941
1003,North Carolina,2001,90.44,15-19,15.50196078,1550.196078
1004,North Carolina,2002,86.18,15-19,13.88039216,1388.039216
1005,North Carolina,2003,81.92,15-19,12.25882353,1225.882353
1006,North Carolina,2004,77.66,15-19,10.6372549,1063.72549
1007,North Carolina,2005,73.4,15-19,9.015686275,901.5686275
1008,North Carolina,2006,74.5,15-19,8.288235294,828.8235294
1009,North Carolina,2007,74.5,15-19,7.692156863,769.2156863
1010,North Carolina,2008,72.4,15-19,7.011764706,701.1764706
1011,North Carolina,2009,67.5,15-19,6.325490196,632.5490196
1012,North Carolina,2010,59.4,15-19,3.784313725,378.4313725
1013,North Carolina,2011,52.8,15-19,1.998039216,199.8039216
1014,North Carolina,2012,48.9,15-19,2.135294118,213.5294118
1015,North Carolina,2013,44.3,15-19,2.27254902,227.254902
1016,North Carolina,2014,40.1,15-19,1.749019608,174.9019608
1017,North Carolina,2015,36.4,15-19,1.103921569,110.3921569
1018,North Carolina,2016,32.9,15-19,0.470588235,47.05882353
1019,North Carolina,2017,31.9,15-19,1.498039216,149.8039216
1020,North Dakota,1988,59.4,15-19,-41.382,-4138.2
1021,North Dakota,1989,59.275,15-19,-41.34,-4134
1022,North Dakota,1990,59.15,15-19,-41.298,-4129.8
1023,North Dakota,1991,59.025,15-19,-41.256,-4125.6
1024,North Dakota,1992,58.9,15-19,-41.214,-4121.4
1025,North Dakota,1993,56.6,15-19,-40.126,-4012.6
1026,North Dakota,1994,54.3,15-19,-39.038,-3903.8
1027,North Dakota,1995,52,15-19,-37.95,-3795
1028,North Dakota,1996,49.7,15-19,-36.862,-3686.2
1029,North Dakota,1997,47.625,15-19,-36.4695,-3646.95
1030,North Dakota,1998,45.55,15-19,-36.077,-3607.7
1031,North Dakota,1999,43.475,15-19,-35.6845,-3568.45
1032,North Dakota,2000,41.4,15-19,-36.17647059,-3617.647059
1033,North Dakota,2001,41.26,15-19,-33.67803922,-3367.803922
1034,North Dakota,2002,41.12,15-19,-31.17960784,-3117.960784
1035,North Dakota,2003,40.98,15-19,-28.68117647,-2868.117647
1036,North Dakota,2004,40.84,15-19,-26.1827451,-2618.27451
1037,North Dakota,2005,40.7,15-19,-23.68431373,-2368.431373
1038,North Dakota,2006,38.4,15-19,-27.81176471,-2781.176471
1039,North Dakota,2007,42.5,15-19,-24.30784314,-2430.784314
1040,North Dakota,2008,42.5,15-19,-22.88823529,-2288.823529
1041,North Dakota,2009,42.2,15-19,-18.9745098,-1897.45098
1042,North Dakota,2010,41.8,15-19,-13.81568627,-1381.568627
1043,North Dakota,2011,40.3,15-19,-10.50196078,-1050.196078
1044,North Dakota,2012,37.8,15-19,-8.964705882,-896.4705882
1045,North Dakota,2013,34.1,15-19,-7.92745098,-792.745098
1046,North Dakota,2014,34.2,15-19,-4.150980392,-415.0980392
1047,North Dakota,2015,31.6,15-19,-3.696078431,-369.6078431
1048,North Dakota,2016,29.1,15-19,-3.329411765,-332.9411765
1049,North Dakota,2017,24.3,15-19,-6.101960784,-610.1960784
1050,Ohio,1988,95.5,15-19,-5.282,-528.2
1051,Ohio,1989,94.9,15-19,-5.715,-571.5
1052,Ohio,1990,94.3,15-19,-6.148,-614.8
1053,Ohio,1991,93.7,15-19,-6.581,-658.1
1054,Ohio,1992,93.1,15-19,-7.014,-701.4
1055,Ohio,1993,90.025,15-19,-6.701,-670.1
1056,Ohio,1994,86.95,15-19,-6.388,-638.8
1057,Ohio,1995,83.875,15-19,-6.075,-607.5
1058,Ohio,1996,80.8,15-19,-5.762,-576.2
1059,Ohio,1997,79.1,15-19,-4.9945,-499.45
1060,Ohio,1998,77.4,15-19,-4.227,-422.7
1061,Ohio,1999,75.7,15-19,-3.4595,-345.95
1062,Ohio,2000,74,15-19,-3.576470588,-357.6470588
1063,Ohio,2001,71.5,15-19,-3.438039216,-343.8039216
1064,Ohio,2002,69,15-19,-3.299607843,-329.9607843
1065,Ohio,2003,66.5,15-19,-3.161176471,-316.1176471
1066,Ohio,2004,64,15-19,-3.022745098,-302.2745098
1067,Ohio,2005,61.5,15-19,-2.884313725,-288.4313725
1068,Ohio,2006,61.9,15-19,-4.311764706,-431.1764706
1069,Ohio,2007,63.3,15-19,-3.507843137,-350.7843137
1070,Ohio,2008,62.6,15-19,-2.788235294,-278.8235294
1071,Ohio,2009,59.4,15-19,-1.774509804,-177.4509804
1072,Ohio,2010,54,15-19,-1.615686275,-161.5686275
1073,Ohio,2011,48.8,15-19,-2.001960784,-200.1960784
1074,Ohio,2012,45.5,15-19,-1.264705882,-126.4705882
1075,Ohio,2013,41.2,15-19,-0.82745098,-82.74509804
1076,Ohio,2014,37.3,15-19,-1.050980392,-105.0980392
1077,Ohio,2015,34.4,15-19,-0.896078431,-89.60784314
1078,Ohio,2016,32,15-19,-0.429411765,-42.94117647
1079,Ohio,2017,30.8,15-19,0.398039216,39.80392157
1080,Oklahoma,1988,106.2,15-19,5.418,541.8
1081,Oklahoma,1989,104.65,15-19,4.035,403.5
1082,Oklahoma,1990,103.1,15-19,2.652,265.2
1083,Oklahoma,1991,101.55,15-19,1.269,126.9
1084,Oklahoma,1992,100,15-19,-0.114,-11.4
1085,Oklahoma,1993,97.525,15-19,0.799,79.9
1086,Oklahoma,1994,95.05,15-19,1.712,171.2
1087,Oklahoma,1995,92.575,15-19,2.625,262.5
1088,Oklahoma,1996,90.1,15-19,3.538,353.8
1089,Oklahoma,1997,88.875,15-19,4.7805,478.05
1090,Oklahoma,1998,87.65,15-19,6.023,602.3
1091,Oklahoma,1999,86.425,15-19,7.2655,726.55
1092,Oklahoma,2000,85.2,15-19,7.623529412,762.3529412
1093,Oklahoma,2001,82.96,15-19,8.021960784,802.1960784
1094,Oklahoma,2002,80.72,15-19,8.420392157,842.0392157
1095,Oklahoma,2003,78.48,15-19,8.818823529,881.8823529
1096,Oklahoma,2004,76.24,15-19,9.217254902,921.7254902
1097,Oklahoma,2005,74,15-19,9.615686275,961.5686275
1098,Oklahoma,2006,78.1,15-19,11.88823529,1188.823529
1099,Oklahoma,2007,80.7,15-19,13.89215686,1389.215686
1100,Oklahoma,2008,79.6,15-19,14.21176471,1421.176471
1101,Oklahoma,2009,78.9,15-19,17.7254902,1772.54902
1102,Oklahoma,2010,69.2,15-19,13.58431373,1358.431373
1103,Oklahoma,2011,64.9,15-19,14.09803922,1409.803922
1104,Oklahoma,2012,64.1,15-19,17.33529412,1733.529412
1105,Oklahoma,2013,57.8,15-19,15.77254902,1577.254902
1106,Oklahoma,2014,52.2,15-19,13.84901961,1384.901961
1107,Oklahoma,2015,46.2,15-19,10.90392157,1090.392157
1108,Oklahoma,2016,43.7,15-19,11.27058824,1127.058824
1109,Oklahoma,2017,39.8,15-19,9.398039216,939.8039216
1110,Oregon,1988,104.2,15-19,3.418,341.8
1111,Oregon,1989,102.825,15-19,2.21,221
1112,Oregon,1990,101.45,15-19,1.002,100.2
1113,Oregon,1991,100.075,15-19,-0.206,-20.6
1114,Oregon,1992,98.7,15-19,-1.414,-141.4
1115,Oregon,1993,96.425,15-19,-0.301,-30.1
1116,Oregon,1994,94.15,15-19,0.812,81.2
1117,Oregon,1995,91.875,15-19,1.925,192.5
1118,Oregon,1996,89.6,15-19,3.038,303.8
1119,Oregon,1997,86.825,15-19,2.7305,273.05
1120,Oregon,1998,84.05,15-19,2.423,242.3
1121,Oregon,1999,81.275,15-19,2.1155,211.55
1122,Oregon,2000,78.5,15-19,0.923529412,92.35294118
1123,Oregon,2001,74.16,15-19,-0.778039216,-77.80392157
1124,Oregon,2002,69.82,15-19,-2.479607843,-247.9607843
1125,Oregon,2003,65.48,15-19,-4.181176471,-418.1176471
1126,Oregon,2004,61.14,15-19,-5.882745098,-588.2745098
1127,Oregon,2005,56.8,15-19,-7.584313725,-758.4313725
1128,Oregon,2006,59.8,15-19,-6.411764706,-641.1764706
1129,Oregon,2007,59.9,15-19,-6.907843137,-690.7843137
1130,Oregon,2008,60.4,15-19,-4.988235294,-498.8235294
1131,Oregon,2009,54.6,15-19,-6.574509804,-657.4509804
1132,Oregon,2010,47.2,15-19,-8.415686275,-841.5686275
1133,Oregon,2011,43.4,15-19,-7.401960784,-740.1960784
1134,Oregon,2012,39.1,15-19,-7.664705882,-766.4705882
1135,Oregon,2013,35.7,15-19,-6.32745098,-632.745098
1136,Oregon,2014,32.9,15-19,-5.450980392,-545.0980392
1137,Oregon,2015,31.6,15-19,-3.696078431,-369.6078431
1138,Oregon,2016,28.1,15-19,-4.329411765,-432.9411765
1139,Oregon,2017,26,15-19,-4.401960784,-440.1960784
1140,Pennsylvania,1988,85.8,15-19,-14.982,-1498.2
1141,Pennsylvania,1989,85.25,15-19,-15.365,-1536.5
1142,Pennsylvania,1990,84.7,15-19,-15.748,-1574.8
1143,Pennsylvania,1991,84.15,15-19,-16.131,-1613.1
1144,Pennsylvania,1992,83.6,15-19,-16.514,-1651.4
1145,Pennsylvania,1993,79.625,15-19,-17.101,-1710.1
1146,Pennsylvania,1994,75.65,15-19,-17.688,-1768.8
1147,Pennsylvania,1995,71.675,15-19,-18.275,-1827.5
1148,Pennsylvania,1996,67.7,15-19,-18.862,-1886.2
1149,Pennsylvania,1997,65.725,15-19,-18.3695,-1836.95
1150,Pennsylvania,1998,63.75,15-19,-17.877,-1787.7
1151,Pennsylvania,1999,61.775,15-19,-17.3845,-1738.45
1152,Pennsylvania,2000,59.8,15-19,-17.77647059,-1777.647059
1153,Pennsylvania,2001,57.96,15-19,-16.97803922,-1697.803922
1154,Pennsylvania,2002,56.12,15-19,-16.17960784,-1617.960784
1155,Pennsylvania,2003,54.28,15-19,-15.38117647,-1538.117647
1156,Pennsylvania,2004,52.44,15-19,-14.5827451,-1458.27451
1157,Pennsylvania,2005,50.6,15-19,-13.78431373,-1378.431373
1158,Pennsylvania,2006,52.9,15-19,-13.31176471,-1331.176471
1159,Pennsylvania,2007,54.8,15-19,-12.00784314,-1200.784314
1160,Pennsylvania,2008,56.1,15-19,-9.288235294,-928.8235294
1161,Pennsylvania,2009,52.5,15-19,-8.674509804,-867.4509804
1162,Pennsylvania,2010,49,15-19,-6.615686275,-661.5686275
1163,Pennsylvania,2011,43.7,15-19,-7.101960784,-710.1960784
1164,Pennsylvania,2012,40.5,15-19,-6.264705882,-626.4705882
1165,Pennsylvania,2013,35.2,15-19,-6.82745098,-682.745098
1166,Pennsylvania,2014,32.6,15-19,-5.750980392,-575.0980392
1167,Pennsylvania,2015,30.2,15-19,-5.096078431,-509.6078431
1168,Pennsylvania,2016,27.4,15-19,-5.029411765,-502.9411765
1169,Pennsylvania,2017,25.7,15-19,-4.701960784,-470.1960784
1170,Rhode Island,1988,85.2,15-19,-15.582,-1558.2
1171,Rhode Island,1989,87.25,15-19,-13.365,-1336.5
1172,Rhode Island,1990,89.3,15-19,-11.148,-1114.8
1173,Rhode Island,1991,91.35,15-19,-8.931,-893.1
1174,Rhode Island,1992,93.4,15-19,-6.714,-671.4
1175,Rhode Island,1993,90.125,15-19,-6.601,-660.1
1176,Rhode Island,1994,86.85,15-19,-6.488,-648.8
1177,Rhode Island,1995,83.575,15-19,-6.375,-637.5
1178,Rhode Island,1996,80.3,15-19,-6.262,-626.2
1179,Rhode Island,1997,76.55,15-19,-7.5445,-754.45
1180,Rhode Island,1998,72.8,15-19,-8.827,-882.7
1181,Rhode Island,1999,69.05,15-19,-10.1095,-1010.95
1182,Rhode Island,2000,65.3,15-19,-12.27647059,-1227.647059
1183,Rhode Island,2001,63.32,15-19,-11.61803922,-1161.803922
1184,Rhode Island,2002,61.34,15-19,-10.95960784,-1095.960784
1185,Rhode Island,2003,59.36,15-19,-10.30117647,-1030.117647
1186,Rhode Island,2004,57.38,15-19,-9.642745098,-964.2745098
1187,Rhode Island,2005,55.4,15-19,-8.984313725,-898.4313725
1188,Rhode Island,2006,54.7,15-19,-11.51176471,-1151.176471
1189,Rhode Island,2007,55.6,15-19,-11.20784314,-1120.784314
1190,Rhode Island,2008,53.5,15-19,-11.88823529,-1188.823529
1191,Rhode Island,2009,48.9,15-19,-12.2745098,-1227.45098
1192,Rhode Island,2010,44.3,15-19,-11.31568627,-1131.568627
1193,Rhode Island,2011,41.4,15-19,-9.401960784,-940.1960784
1194,Rhode Island,2012,36.2,15-19,-10.56470588,-1056.470588
1195,Rhode Island,2013,31.7,15-19,-10.32745098,-1032.745098
1196,Rhode Island,2014,27,15-19,-11.35098039,-1135.098039
1197,Rhode Island,2015,26.2,15-19,-9.096078431,-909.6078431
1198,Rhode Island,2016,24.8,15-19,-7.629411765,-762.9411765
1199,Rhode Island,2017,22.1,15-19,-8.301960784,-830.1960784
1200,South Carolina,1988,114,15-19,13.218,1321.8
1201,South Carolina,1989,112.75,15-19,12.135,1213.5
1202,South Carolina,1990,111.5,15-19,11.052,1105.2
1203,South Carolina,1991,110.25,15-19,9.969,996.9
1204,South Carolina,1992,109,15-19,8.886,888.6
1205,South Carolina,1993,104.975,15-19,8.249,824.9
1206,South Carolina,1994,100.95,15-19,7.612,761.2
1207,South Carolina,1995,96.925,15-19,6.975,697.5
1208,South Carolina,1996,92.9,15-19,6.338,633.8
1209,South Carolina,1997,91.7,15-19,7.6055,760.55
1210,South Carolina,1998,90.5,15-19,8.873,887.3
1211,South Carolina,1999,89.3,15-19,10.1405,1014.05
1212,South Carolina,2000,88.1,15-19,10.52352941,1052.352941
1213,South Carolina,2001,85.62,15-19,10.68196078,1068.196078
1214,South Carolina,2002,83.14,15-19,10.84039216,1084.039216
1215,South Carolina,2003,80.66,15-19,10.99882353,1099.882353
1216,South Carolina,2004,78.18,15-19,11.1572549,1115.72549
1217,South Carolina,2005,75.7,15-19,11.31568627,1131.568627
1218,South Carolina,2006,79.4,15-19,13.18823529,1318.823529
1219,South Carolina,2007,79.2,15-19,12.39215686,1239.215686
1220,South Carolina,2008,76.7,15-19,11.31176471,1131.176471
1221,South Carolina,2009,71.8,15-19,10.6254902,1062.54902
1222,South Carolina,2010,66,15-19,10.38431373,1038.431373
1223,South Carolina,2011,58.6,15-19,7.798039216,779.8039216
1224,South Carolina,2012,54.6,15-19,7.835294118,783.5294118
1225,South Carolina,2013,48,15-19,5.97254902,597.254902
1226,South Carolina,2014,43.1,15-19,4.749019608,474.9019608
1227,South Carolina,2015,39.6,15-19,4.303921569,430.3921569
1228,South Carolina,2016,35.8,15-19,3.370588235,337.0588235
1229,South Carolina,2017,33.6,15-19,3.198039216,319.8039216
1230,South Dakota,1988,72,15-19,-28.782,-2878.2
1231,South Dakota,1989,72.45,15-19,-28.165,-2816.5
1232,South Dakota,1990,72.9,15-19,-27.548,-2754.8
1233,South Dakota,1991,73.35,15-19,-26.931,-2693.1
1234,South Dakota,1992,73.8,15-19,-26.314,-2631.4
1235,South Dakota,1993,70.5,15-19,-26.226,-2622.6
1236,South Dakota,1994,67.2,15-19,-26.138,-2613.8
1237,South Dakota,1995,63.9,15-19,-26.05,-2605
1238,South Dakota,1996,60.6,15-19,-25.962,-2596.2
1239,South Dakota,1997,58.8,15-19,-25.2945,-2529.45
1240,South Dakota,1998,57,15-19,-24.627,-2462.7
1241,South Dakota,1999,55.2,15-19,-23.9595,-2395.95
1242,South Dakota,2000,53.4,15-19,-24.17647059,-2417.647059
1243,South Dakota,2001,52.78,15-19,-22.15803922,-2215.803922
1244,South Dakota,2002,52.16,15-19,-20.13960784,-2013.960784
1245,South Dakota,2003,51.54,15-19,-18.12117647,-1812.117647
1246,South Dakota,2004,50.92,15-19,-16.1027451,-1610.27451
1247,South Dakota,2005,50.3,15-19,-14.08431373,-1408.431373
1248,South Dakota,2006,52.4,15-19,-13.81176471,-1381.176471
1249,South Dakota,2007,56.5,15-19,-10.30784314,-1030.784314
1250,South Dakota,2008,52.9,15-19,-12.48823529,-1248.823529
1251,South Dakota,2009,52.4,15-19,-8.774509804,-877.4509804
1252,South Dakota,2010,46.4,15-19,-9.215686275,-921.5686275
1253,South Dakota,2011,46.6,15-19,-4.201960784,-420.1960784
1254,South Dakota,2012,44.4,15-19,-2.364705882,-236.4705882
1255,South Dakota,2013,39.1,15-19,-2.92745098,-292.745098
1256,South Dakota,2014,35.8,15-19,-2.550980392,-255.0980392
1257,South Dakota,2015,34.7,15-19,-0.596078431,-59.60784314
1258,South Dakota,2016,32.7,15-19,0.270588235,27.05882353
1259,South Dakota,2017,30.4,15-19,-0.001960784,-0.196078431
1260,Tennessee,1988,110.3,15-19,9.518,951.8
1261,Tennessee,1989,110.55,15-19,9.935,993.5
1262,Tennessee,1990,110.8,15-19,10.352,1035.2
1263,Tennessee,1991,111.05,15-19,10.769,1076.9
1264,Tennessee,1992,111.3,15-19,11.186,1118.6
1265,Tennessee,1993,107.625,15-19,10.899,1089.9
1266,Tennessee,1994,103.95,15-19,10.612,1061.2
1267,Tennessee,1995,100.275,15-19,10.325,1032.5
1268,Tennessee,1996,96.6,15-19,10.038,1003.8
1269,Tennessee,1997,94.55,15-19,10.4555,1045.55
1270,Tennessee,1998,92.5,15-19,10.873,1087.3
1271,Tennessee,1999,90.45,15-19,11.2905,1129.05
1272,Tennessee,2000,88.4,15-19,10.82352941,1082.352941
1273,Tennessee,2001,86.12,15-19,11.18196078,1118.196078
1274,Tennessee,2002,83.84,15-19,11.54039216,1154.039216
1275,Tennessee,2003,81.56,15-19,11.89882353,1189.882353
1276,Tennessee,2004,79.28,15-19,12.2572549,1225.72549
1277,Tennessee,2005,77,15-19,12.61568627,1261.568627
1278,Tennessee,2006,77,15-19,10.78823529,1078.823529
1279,Tennessee,2007,76.8,15-19,9.992156863,999.2156863
1280,Tennessee,2008,75.7,15-19,10.31176471,1031.176471
1281,Tennessee,2009,69.9,15-19,8.725490196,872.5490196
1282,Tennessee,2010,62.6,15-19,6.984313725,698.4313725
1283,Tennessee,2011,58.2,15-19,7.398039216,739.8039216
1284,Tennessee,2012,54.6,15-19,7.835294118,783.5294118
1285,Tennessee,2013,49.3,15-19,7.27254902,727.254902
1286,Tennessee,2014,46.7,15-19,8.349019608,834.9019608
1287,Tennessee,2015,42.8,15-19,7.503921569,750.3921569
1288,Tennessee,2016,39,15-19,6.570588235,657.0588235
1289,Tennessee,2017,36.7,15-19,6.298039216,629.8039216
1290,Texas,1988,116.3,15-19,15.518,1551.8
1291,Texas,1989,117.7,15-19,17.085,1708.5
1292,Texas,1990,119.1,15-19,18.652,1865.2
1293,Texas,1991,120.5,15-19,20.219,2021.9
1294,Texas,1992,121.9,15-19,21.786,2178.6
1295,Texas,1993,119.525,15-19,22.799,2279.9
1296,Texas,1994,117.15,15-19,23.812,2381.2
1297,Texas,1995,114.775,15-19,24.825,2482.5
1298,Texas,1996,112.4,15-19,25.838,2583.8
1299,Texas,1997,109.575,15-19,25.4805,2548.05
1300,Texas,1998,106.75,15-19,25.123,2512.3
1301,Texas,1999,103.925,15-19,24.7655,2476.55
1302,Texas,2000,101.1,15-19,23.52352941,2352.352941
1303,Texas,2001,98.32,15-19,23.38196078,2338.196078
1304,Texas,2002,95.54,15-19,23.24039216,2324.039216
1305,Texas,2003,92.76,15-19,23.09882353,2309.882353
1306,Texas,2004,89.98,15-19,22.9572549,2295.72549
1307,Texas,2005,87.2,15-19,22.81568627,2281.568627
1308,Texas,2006,90.6,15-19,24.38823529,2438.823529
1309,Texas,2007,90.1,15-19,23.29215686,2329.215686
1310,Texas,2008,88.7,15-19,23.31176471,2331.176471
1311,Texas,2009,84.5,15-19,23.3254902,2332.54902
1312,Texas,2010,75.9,15-19,20.28431373,2028.431373
1313,Texas,2011,67.7,15-19,16.89803922,1689.803922
1314,Texas,2012,63.1,15-19,16.33529412,1633.529412
1315,Texas,2013,57.7,15-19,15.67254902,1567.254902
1316,Texas,2014,51.7,15-19,13.34901961,1334.901961
1317,Texas,2015,47.3,15-19,12.00392157,1200.392157
1318,Texas,2016,42.6,15-19,10.17058824,1017.058824
1319,Texas,2017,38.7,15-19,8.298039216,829.8039216
1320,Utah,1988,72.3,15-19,-28.482,-2848.2
1321,Utah,1989,70.375,15-19,-30.24,-3024
1322,Utah,1990,68.45,15-19,-31.998,-3199.8
1323,Utah,1991,66.525,15-19,-33.756,-3375.6
1324,Utah,1992,64.6,15-19,-35.514,-3551.4
1325,Utah,1993,62.825,15-19,-33.901,-3390.1
1326,Utah,1994,61.05,15-19,-32.288,-3228.8
1327,Utah,1995,59.275,15-19,-30.675,-3067.5
1328,Utah,1996,57.5,15-19,-29.062,-2906.2
1329,Utah,1997,56.1,15-19,-27.9945,-2799.45
1330,Utah,1998,54.7,15-19,-26.927,-2692.7
1331,Utah,1999,53.3,15-19,-25.8595,-2585.95
1332,Utah,2000,51.9,15-19,-25.67647059,-2567.647059
1333,Utah,2001,50.08,15-19,-24.85803922,-2485.803922
1334,Utah,2002,48.26,15-19,-24.03960784,-2403.960784
1335,Utah,2003,46.44,15-19,-23.22117647,-2322.117647
1336,Utah,2004,44.62,15-19,-22.4027451,-2240.27451
1337,Utah,2005,42.8,15-19,-21.58431373,-2158.431373
1338,Utah,2006,46.5,15-19,-19.71176471,-1971.176471
1339,Utah,2007,49.2,15-19,-17.60784314,-1760.784314
1340,Utah,2008,47.9,15-19,-17.48823529,-1748.823529
1341,Utah,2009,42.2,15-19,-18.9745098,-1897.45098
1342,Utah,2010,38.1,15-19,-17.51568627,-1751.568627
1343,Utah,2011,33,15-19,-17.80196078,-1780.196078
1344,Utah,2012,32,15-19,-14.76470588,-1476.470588
1345,Utah,2013,28.7,15-19,-13.32745098,-1332.745098
1346,Utah,2014,27.1,15-19,-11.25098039,-1125.098039
1347,Utah,2015,24.8,15-19,-10.49607843,-1049.607843
1348,Utah,2016,22,15-19,-10.42941176,-1042.941176
1349,Utah,2017,21.5,15-19,-8.901960784,-890.1960784
1350,Vermont,1988,80.8,15-19,-19.982,-1998.2
1351,Vermont,1989,78.35,15-19,-22.265,-2226.5
1352,Vermont,1990,75.9,15-19,-24.548,-2454.8
1353,Vermont,1991,73.45,15-19,-26.831,-2683.1
1354,Vermont,1992,71,15-19,-29.114,-2911.4
1355,Vermont,1993,68.475,15-19,-28.251,-2825.1
1356,Vermont,1994,65.95,15-19,-27.388,-2738.8
1357,Vermont,1995,63.425,15-19,-26.525,-2652.5
1358,Vermont,1996,60.9,15-19,-25.662,-2566.2
1359,Vermont,1997,56.55,15-19,-27.5445,-2754.45
1360,Vermont,1998,52.2,15-19,-29.427,-2942.7
1361,Vermont,1999,47.85,15-19,-31.3095,-3130.95
1362,Vermont,2000,43.5,15-19,-34.07647059,-3407.647059
1363,Vermont,2001,42.36,15-19,-32.57803922,-3257.803922
1364,Vermont,2002,41.22,15-19,-31.07960784,-3107.960784
1365,Vermont,2003,40.08,15-19,-29.58117647,-2958.117647
1366,Vermont,2004,38.94,15-19,-28.0827451,-2808.27451
1367,Vermont,2005,37.8,15-19,-26.58431373,-2658.431373
1368,Vermont,2006,38.9,15-19,-27.31176471,-2731.176471
1369,Vermont,2007,39.3,15-19,-27.50784314,-2750.784314
1370,Vermont,2008,38.5,15-19,-26.88823529,-2688.823529
1371,Vermont,2009,32.2,15-19,-28.9745098,-2897.45098
1372,Vermont,2010,31.8,15-19,-23.81568627,-2381.568627
1373,Vermont,2011,31.5,15-19,-19.30196078,-1930.196078
1374,Vermont,2012,29.2,15-19,-17.56470588,-1756.470588
1375,Vermont,2013,27.9,15-19,-14.12745098,-1412.745098
1376,Vermont,2014,26,15-19,-12.35098039,-1235.098039
1377,Vermont,2015,20.8,15-19,-14.49607843,-1449.607843
1378,Vermont,2016,20,15-19,-12.42941176,-1242.941176
1379,Vermont,2017,17.6,15-19,-12.80196078,-1280.196078
1380,Virginia,1988,103.7,15-19,2.918,291.8
1381,Virginia,1989,102.925,15-19,2.31,231
1382,Virginia,1990,102.15,15-19,1.702,170.2
1383,Virginia,1991,101.375,15-19,1.094,109.4
1384,Virginia,1992,100.6,15-19,0.486,48.6
1385,Virginia,1993,97.2,15-19,0.474,47.4
1386,Virginia,1994,93.8,15-19,0.462,46.2
1387,Virginia,1995,90.4,15-19,0.45,45
1388,Virginia,1996,87,15-19,0.438,43.8
1389,Virginia,1997,83.175,15-19,-0.9195,-91.95
1390,Virginia,1998,79.35,15-19,-2.277,-227.7
1391,Virginia,1999,75.525,15-19,-3.6345,-363.45
