,STATE,YEAR,Birth Rate per 1000 People,AGE,Birth Rate per 1000 People (Adjusted),"Birth Rate per 100,000 People (Adjusted)"
1517,Wyoming,2005,42.7,15-19,4.074509804,407.4509804
1518,Wyoming,2006,46,15-19,5.666666667,566.6666667
1519,Wyoming,2007,49.9,15-19,8.866666667,886.6666667
1520,Wyoming,2008,47.5,15-19,7.42745098,742.745098
1521,Wyoming,2009,43.4,15-19,5.503921569,550.3921569
1522,Wyoming,2010,39.4,15-19,5.049019608,504.9019608
1523,Wyoming,2011,35.2,15-19,3.717647059,371.7647059
1524,Wyoming,2012,34.9,15-19,5.205882353,520.5882353
1525,Wyoming,2013,29.9,15-19,3.123529412,312.3529412
1526,Wyoming,2014,30.8,15-19,6.221568627,622.1568627
1527,Wyoming,2015,28.8,15-19,6.035294118,603.5294118
1528,Wyoming,2016,26.5,15-19,5.701960784,570.1960784
1529,Wyoming,2017,24.5,15-19,5.249019608,524.9019608
