YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People"
2012,Wyoming,0-14,19.0,151217.0,12.564724865590508
2012,Wyoming,15-19,713.0,151217.0,471.50783311400176
2012,Wyoming,under 19,732.0,151217.0,484.07255797959226
2013,Alabama,0-14,439.0,1260699.0,34.82195194887915
2013,Alabama,15-19,11956.0,1260699.0,948.3627733503398
2013,Alabama,under 19,12395.0,1260699.0,983.1847252992189
2013,Alaska,0-14,49.0,208169.0,23.538567221824575
2013,Alaska,15-19,1431.0,208169.0,687.4222386618565
2013,Alaska,under 19,1480.0,208169.0,710.960805883681
2013,Arizona,0-14,243.0,1806975.0,13.447889428464698
2013,Arizona,15-19,9203.0,1806975.0,509.30422391012604
2013,Arizona,under 19,9446.0,1806975.0,522.7521133385907
2013,Arkansas,0-14,195.0,792971.0,24.591063229298424
2013,Arkansas,15-19,6143.0,792971.0,774.6815457311807
2013,Arkansas,under 19,6338.0,792971.0,799.2726089604791
2013,California,0-14,1083.0,10360532.0,10.453131171256457
2013,California,15-19,42293.0,10360532.0,408.2126284634805
2013,California,under 19,43376.0,10360532.0,418.6657596347369
2013,Colorado,0-14,162.0,1369698.0,11.827424731583166
2013,Colorado,15-19,5782.0,1369698.0,422.1368506050239
2013,Colorado,under 19,5944.0,1369698.0,433.96427533660705
2013,Connecticut,0-14,147.0,910092.0,16.152213182843052
2013,Connecticut,15-19,4207.0,910092.0,462.2609582327941
2013,Connecticut,under 19,4354.0,910092.0,478.41317141563707
2013,Delaware,0-14,41.0,231982.0,17.673785035045825
2013,Delaware,15-19,1829.0,231982.0,788.4232397341174
2013,Delaware,under 19,1870.0,231982.0,806.0970247691632
2013,District of Columbia,0-14,166.0,129365.0,128.31909712828045
2013,District of Columbia,15-19,2500.0,129365.0,1932.5165230162718
2013,District of Columbia,under 19,2666.0,129365.0,2060.835620144552
2013,Florida,0-14,783.0,4499459.0,17.402092118185763
2013,Florida,15-19,25134.0,4499459.0,558.6004895255186
2013,Florida,under 19,25917.0,4499459.0,576.0025816437043
2013,Georgia,0-14,699.0,2784461.0,25.103601738361572
2013,Georgia,15-19,18960.0,2784461.0,680.9217295555585
2013,Georgia,under 19,19659.0,2784461.0,706.0253312939201
2013,Hawaii,0-14,54.0,338128.0,15.970283442956514
2013,Hawaii,15-19,1495.0,338128.0,442.14025457814796
2013,Hawaii,under 19,1549.0,338128.0,458.11053802110445
2013,Idaho,0-14,55.0,472156.0,11.648692381331593
2013,Idaho,15-19,1583.0,472156.0,335.2705461754166
2013,Idaho,under 19,1638.0,472156.0,346.9192385567482
2013,Illinois,0-14,937.0,3451129.0,27.15053537552494
2013,Illinois,15-19,25263.0,3451129.0,732.0213182410741
2013,Illinois,under 19,26200.0,3451129.0,759.171853616599
2013,Indiana,0-14,319.0,1791145.0,17.80983672455329
2013,Indiana,15-19,10330.0,1791145.0,576.7260607041865
2013,Indiana,under 19,10649.0,1791145.0,594.5358974287396
2013,Iowa,0-14,102.0,817853.0,12.471678895840697
2013,Iowa,15-19,3477.0,817853.0,425.137524714099
2013,Iowa,under 19,3579.0,817853.0,437.6092036099397
2013,Kansas,0-14,94.0,809471.0,11.612522252186922
2013,Kansas,15-19,3623.0,809471.0,447.5762565922683
2013,Kansas,under 19,3717.0,809471.0,459.1887788444552
2013,Kentucky,0-14,228.0,1139507.0,20.00865286479153
2013,Kentucky,15-19,6049.0,1139507.0,530.8436016628243
2013,Kentucky,under 19,6277.0,1139507.0,550.8522545276159
2013,Louisiana,0-14,496.0,1244924.0,39.84178953895981
2013,Louisiana,15-19,12065.0,1244924.0,969.13546529748
2013,Louisiana,under 19,12561.0,1244924.0,1008.9772548364398
2013,Maine,0-14,29.0,305325.0,9.498075820846639
2013,Maine,15-19,965.0,305325.0,316.0566609350692
2013,Maine,under 19,994.0,305325.0,325.5547367559158
2013,Maryland,0-14,471.0,1513366.0,31.122676206548846
2013,Maryland,15-19,9588.0,1513366.0,633.5546060900007
2013,Maryland,under 19,10059.0,1513366.0,664.6772822965496
2013,Massachusetts,0-14,127.0,1616482.0,7.85656753369354
2013,Massachusetts,15-19,5363.0,1616482.0,331.7698557732162
2013,Massachusetts,under 19,5490.0,1616482.0,339.6264233069097
2013,Michigan,0-14,685.0,2598993.0,26.35636186784651
2013,Michigan,15-19,17624.0,2598993.0,678.1087905969734
2013,Michigan,under 19,18309.0,2598993.0,704.4651524648201
2013,Minnesota,0-14,186.0,1429349.0,13.012917069239212
2013,Minnesota,15-19,6115.0,1429349.0,427.81713913117085
2013,Minnesota,under 19,6301.0,1429349.0,440.83005620041007
2013,Mississippi,0-14,296.0,840066.0,35.23532674813646
2013,Mississippi,15-19,6978.0,840066.0,830.6490204341087
2013,Mississippi,under 19,7274.0,840066.0,865.8843471822452
2013,Missouri,0-14,389.0,1584269.0,24.553910983551404
2013,Missouri,15-19,10251.0,1584269.0,647.0492069212993
2013,Missouri,under 19,10640.0,1584269.0,671.6031179048508
2013,Montana,0-14,46.0,250988.0,18.32756944555118
2013,Montana,15-19,1163.0,250988.0,463.3687666342614
2013,Montana,under 19,1209.0,250988.0,481.6963360798125
2013,Nebraska,0-14,71.0,514327.0,13.804447365197626
2013,Nebraska,15-19,2184.0,514327.0,424.6325781069242
2013,Nebraska,under 19,2255.0,514327.0,438.43702547212183
2013,Nevada,0-14,119.0,729600.0,16.31030701754386
2013,Nevada,15-19,3698.0,729600.0,506.85307017543863
2013,Nevada,under 19,3817.0,729600.0,523.1633771929825
2013,New Hampshire,0-14,10.0,320854.0,3.1166823539678483
2013,New Hampshire,15-19,822.0,320854.0,256.19128949615714
2013,New Hampshire,under 19,832.0,320854.0,259.30797185012494
2013,New Jersey,0-14,233.0,2275804.0,10.238140015572519
2013,New Jersey,15-19,8480.0,2275804.0,372.6155679487337
2013,New Jersey,under 19,8713.0,2275804.0,382.85370796430624
2013,New Mexico,0-14,117.0,574423.0,20.368265198294637
2013,New Mexico,15-19,3467.0,574423.0,603.5621832691239
2013,New Mexico,under 19,3584.0,574423.0,623.9304484674186
2013,New York,0-14,1317.0,4855032.0,27.12649473783077
2013,New York,15-19,30009.0,4855032.0,618.1009723519845
2013,New York,under 19,31326.0,4855032.0,645.2274670898153
2013,North Carolina,0-14,511.0,2559989.0,19.96102327002186
2013,North Carolina,15-19,17509.0,2559989.0,683.9482513401425
2013,North Carolina,under 19,18020.0,2559989.0,703.9092746101643
2013,North Dakota,0-14,24.0,176366.0,13.608065046550921
2013,North Dakota,15-19,853.0,176366.0,483.6533118628307
2013,North Dakota,under 19,877.0,176366.0,497.2613769093816
2013,Ohio,0-14,1016.0,3026693.0,33.56798988202636
2013,Ohio,15-19,21665.0,3026693.0,715.797737002068
2013,Ohio,under 19,22681.0,3026693.0,749.3657268840942
2013,Oklahoma,0-14,229.0,1044138.0,21.93196684729413
2013,Oklahoma,15-19,6537.0,1044138.0,626.0666693483045
2013,Oklahoma,under 19,6766.0,1044138.0,647.9986361955987
2013,Oregon,0-14,117.0,965132.0,12.122694097802167
2013,Oregon,15-19,3982.0,965132.0,412.58605040554033
2013,Oregon,under 19,4099.0,965132.0,424.70874450334253
2013,Pennsylvania,0-14,839.0,3145037.0,26.67695165430486
2013,Pennsylvania,15-19,20688.0,3145037.0,657.7983025318939
2013,Pennsylvania,under 19,21527.0,3145037.0,684.4752541861988
2013,Rhode Island,0-14,37.0,257081.0,14.392351048891205
2013,Rhode Island,15-19,1269.0,257081.0,493.61874273089023
2013,Rhode Island,under 19,1306.0,257081.0,508.0110937797815
2013,South Carolina,0-14,279.0,1219336.0,22.881305891075144
2013,South Carolina,15-19,9067.0,1219336.0,743.6014355354062
2013,South Carolina,under 19,9346.0,1219336.0,766.4827414264813
2013,South Dakota,0-14,55.0,228521.0,24.067809960572554
2013,South Dakota,15-19,1261.0,228521.0,551.809242914218
2013,South Dakota,under 19,1316.0,228521.0,575.8770528747905
2013,Tennessee,0-14,377.0,1666908.0,22.61672509820578
2013,Tennessee,15-19,11241.0,1666908.0,674.3623523313825
2013,Tennessee,under 19,11618.0,1666908.0,696.9790774295882
2013,Texas,0-14,1588.0,7680342.0,20.676162597967643
2013,Texas,15-19,45281.0,7680342.0,589.5700998731568
2013,Texas,under 19,46869.0,7680342.0,610.2462624711243
2013,Utah,0-14,49.0,968253.0,5.060660798365716
2013,Utah,15-19,2119.0,968253.0,218.84775983136637
2013,Utah,under 19,2168.0,968253.0,223.9084206297321
2013,Vermont,0-14,9.0,148099.0,6.077016050074612
2013,Vermont,15-19,544.0,148099.0,367.3218590267321
2013,Vermont,under 19,553.0,148099.0,373.39887507680675
2013,Virginia,0-14,269.0,2091432.0,12.862000772676328
2013,Virginia,15-19,10526.0,2091432.0,503.29152465870277
2013,Virginia,under 19,10795.0,2091432.0,516.1535254313791
2013,Washington,0-14,181.0,1767071.0,10.242938738737719
2013,Washington,15-19,6412.0,1767071.0,362.8603491314158
2013,Washington,under 19,6593.0,1767071.0,373.10328787015345
2013,West Virginia,0-14,44.0,435187.0,10.11059613453527
2013,West Virginia,15-19,1699.0,435187.0,390.4068825585323
2013,West Virginia,under 19,1743.0,435187.0,400.5174786930675
2013,Wisconsin,0-14,317.0,1489119.0,21.287754705970443
2013,Wisconsin,15-19,8029.0,1489119.0,539.1778628840274
2013,Wisconsin,under 19,8346.0,1489119.0,560.4656175899978
2013,Wyoming,0-14,11.0,152557.0,7.210419711976508
2013,Wyoming,15-19,646.0,152557.0,423.4482849033476
2013,Wyoming,under 19,657.0,152557.0,430.6587046153241
2014,Alabama,0-14,371.0,1252666.0,29.61683321811241
2014,Alabama,15-19,10634.0,1252666.0,848.9094459337126
2014,Alabama,under 19,11005.0,1252666.0,878.5262791518251
2014,Alaska,0-14,50.0,208015.0,24.036728120568227
2014,Alaska,15-19,1449.0,208015.0,696.5843809340673
2014,Alaska,under 19,1499.0,208015.0,720.6211090546354
2014,Arizona,0-14,217.0,1805282.0,12.02028270375487
2014,Arizona,15-19,8990.0,1805282.0,497.98314058413035
2014,Arizona,under 19,9207.0,1805282.0,510.00342328788525
2014,Arkansas,0-14,214.0,791249.0,27.045847767264164
2014,Arkansas,15-19,6056.0,791249.0,765.3722153203354
2014,Arkansas,under 19,6270.0,791249.0,792.4180630875995
2014,California,0-14,977.0,10313841.0,9.472707597489626
2014,California,15-19,40938.0,10313841.0,396.9229310399491
2014,California,under 19,41915.0,10313841.0,406.39563863743876
2014,Colorado,0-14,153.0,1376526.0,11.11493716791401
2014,Colorado,15-19,5831.0,1376526.0,423.60260539938946
2014,Colorado,under 19,5984.0,1376526.0,434.7175425673035
2014,Connecticut,0-14,139.0,901994.0,15.410302064093552
2014,Connecticut,15-19,3867.0,901994.0,428.7168207327321
2014,Connecticut,under 19,4006.0,901994.0,444.12712279682574
2014,Delaware,0-14,46.0,231292.0,19.888279750272382
2014,Delaware,15-19,1429.0,231292.0,617.8337339812878
2014,Delaware,under 19,1475.0,231292.0,637.7220137315601
2014,District of Columbia,0-14,152.0,130965.0,116.06154316038636
2014,District of Columbia,15-19,1969.0,130965.0,1503.4551215973734
2014,District of Columbia,under 19,2121.0,130965.0,1619.5166647577596
2014,Florida,0-14,785.0,4505332.0,17.42379917839573
2014,Florida,15-19,24760.0,4505332.0,549.5710416013736
2014,Florida,under 19,25545.0,4505332.0,566.9948407797694
2014,Georgia,0-14,574.0,2783853.0,20.618904805677598
2014,Georgia,15-19,18040.0,2783853.0,648.022722464153
2014,Georgia,under 19,18614.0,2783853.0,668.6416272698307
2014,Hawaii,0-14,34.0,339669.0,10.009744780948512
2014,Hawaii,15-19,1352.0,339669.0,398.03455717183493
2014,Hawaii,under 19,1386.0,339669.0,408.0443019527835
2014,Idaho,0-14,29.0,472828.0,6.133308518108064
2014,Idaho,15-19,1701.0,472828.0,359.7502685966144
2014,Idaho,under 19,1730.0,472828.0,365.88357711472247
2014,Illinois,0-14,843.0,3414017.0,24.69231992693651
2014,Illinois,15-19,23664.0,3414017.0,693.1424184472427
2014,Illinois,under 19,24507.0,3414017.0,717.8347383741792
2014,Indiana,0-14,264.0,1783003.0,14.806480976195779
2014,Indiana,15-19,9836.0,1783003.0,551.6535866737185
2014,Indiana,under 19,10100.0,1783003.0,566.4600676499142
2014,Iowa,0-14,90.0,817304.0,11.01181445337353
2014,Iowa,15-19,3516.0,817304.0,430.19488464512597
2014,Iowa,under 19,3606.0,817304.0,441.2066990984995
2014,Kansas,0-14,78.0,809266.0,9.638363652989252
2014,Kansas,15-19,3655.0,809266.0,451.6438352778938
2014,Kansas,under 19,3733.0,809266.0,461.28219893088306
2014,Kentucky,0-14,182.0,1136467.0,16.01454331713987
2014,Kentucky,15-19,5833.0,1136467.0,513.2573141147082
2014,Kentucky,under 19,6015.0,1136467.0,529.271857431848
2014,Louisiana,0-14,543.0,1241473.0,43.738365635015825
2014,Louisiana,15-19,11969.0,1241473.0,964.0966819254224
2014,Louisiana,under 19,12512.0,1241473.0,1007.8350475604382
2014,Maine,0-14,22.0,300857.0,7.312444117969667
2014,Maine,15-19,957.0,300857.0,318.0913191316805
2014,Maine,under 19,979.0,300857.0,325.4037632496502
2014,Maryland,0-14,406.0,1511726.0,26.856718744005196
2014,Maryland,15-19,9302.0,1511726.0,615.3231471840796
2014,Maryland,under 19,9708.0,1511726.0,642.1798659280848
2014,Massachusetts,0-14,119.0,1613077.0,7.377205179913917
2014,Massachusetts,15-19,5010.0,1613077.0,310.58653740645985
2014,Massachusetts,under 19,5129.0,1613077.0,317.96374258637377
2014,Michigan,0-14,564.0,2562921.0,22.006140649672776
2014,Michigan,15-19,15797.0,2562921.0,616.3670280902143
2014,Michigan,under 19,16361.0,2562921.0,638.3731687398871
2014,Minnesota,0-14,168.0,1427317.0,11.770335531630325
2014,Minnesota,15-19,5974.0,1427317.0,418.5475265830926
2014,Minnesota,under 19,6142.0,1427317.0,430.31786211472297
2014,Mississippi,0-14,364.0,832720.0,43.71217215870881
2014,Mississippi,15-19,8311.0,832720.0,998.0545681621672
2014,Mississippi,under 19,8675.0,832720.0,1041.7667403208761
2014,Missouri,0-14,311.0,1574540.0,19.751800525867875
2014,Missouri,15-19,9819.0,1574540.0,623.6107053488638
2014,Missouri,under 19,10130.0,1574540.0,643.3625058747317
2014,Montana,0-14,42.0,251239.0,16.717149805563626
2014,Montana,15-19,1240.0,251239.0,493.5539466404499
2014,Montana,under 19,1282.0,251239.0,510.2710964460136
2014,Nebraska,0-14,73.0,516621.0,14.130281192595731
2014,Nebraska,15-19,2177.0,516621.0,421.39208433261524
2014,Nebraska,under 19,2250.0,516621.0,435.52236552521094
2014,Nevada,0-14,110.0,727551.0,15.119215010356662
2014,Nevada,15-19,3421.0,727551.0,470.2075868220922
2014,Nevada,under 19,3531.0,727551.0,485.32680183244884
2014,New Hampshire,0-14,10.0,315573.0,3.1688389057365494
2014,New Hampshire,15-19,820.0,315573.0,259.844790270397
2014,New Hampshire,under 19,830.0,315573.0,263.0136291761336
2014,New Jersey,0-14,231.0,2262951.0,10.207909937068898
2014,New Jersey,15-19,7906.0,2262951.0,349.36682234834075
2014,New Jersey,under 19,8137.0,2262951.0,359.5747322854096
2014,New Mexico,0-14,108.0,570058.0,18.945440639373537
2014,New Mexico,15-19,3257.0,570058.0,571.3453718744408
2014,New Mexico,under 19,3365.0,570058.0,590.2908125138144
2014,New York,0-14,1079.0,4828874.0,22.344753663069277
2014,New York,15-19,28467.0,4828874.0,589.5163137410501
2014,New York,under 19,29546.0,4828874.0,611.8610674041195
2014,North Carolina,0-14,515.0,2560408.0,20.113981834145186
2014,North Carolina,15-19,16131.0,2560408.0,630.0167785759145
2014,North Carolina,under 19,16646.0,2560408.0,650.1307604100597
2014,North Dakota,0-14,34.0,181067.0,18.777579569993428
2014,North Dakota,15-19,907.0,181067.0,500.9195491171776
2014,North Dakota,under 19,941.0,181067.0,519.697128687171
2014,Ohio,0-14,835.0,2996658.0,27.86437424624365
2014,Ohio,15-19,21080.0,2996658.0,703.4503103123546
2014,Ohio,under 19,21915.0,2996658.0,731.3146845585983
2014,Oklahoma,0-14,206.0,1048486.0,19.647377265886238
2014,Oklahoma,15-19,7172.0,1048486.0,684.033930829787
2014,Oklahoma,under 19,7378.0,1048486.0,703.6813080956732
2014,Oregon,0-14,124.0,960379.0,12.911569286708685
2014,Oregon,15-19,4096.0,960379.0,426.49828869644176
2014,Oregon,under 19,4220.0,960379.0,439.4098579831504
2014,Pennsylvania,0-14,755.0,3118406.0,24.211087331155728
2014,Pennsylvania,15-19,18191.0,3118406.0,583.3429001868262
2014,Pennsylvania,under 19,18946.0,3118406.0,607.553987517982
2014,Rhode Island,0-14,26.0,254315.0,10.223541670762637
2014,Rhode Island,15-19,1212.0,254315.0,476.5743271140122
2014,Rhode Island,under 19,1238.0,254315.0,486.7978687847748
2014,South Carolina,0-14,354.0,1216804.0,29.092606533180366
2014,South Carolina,15-19,9752.0,1216804.0,801.4437822360873
2014,South Carolina,under 19,10106.0,1216804.0,830.5363887692678
2014,South Dakota,0-14,54.0,230415.0,23.43597422042836
2014,South Dakota,15-19,1309.0,230415.0,568.1053750840874
2014,South Dakota,under 19,1363.0,230415.0,591.5413493045157
2014,Tennessee,0-14,316.0,1664103.0,18.98920920159389
2014,Tennessee,15-19,10637.0,1664103.0,639.2032223966905
2014,Tennessee,under 19,10953.0,1664103.0,658.1924315982845
2014,Texas,0-14,1423.0,7745722.0,18.37143135268733
2014,Texas,15-19,43345.0,7745722.0,559.5992213508308
2014,Texas,under 19,44768.0,7745722.0,577.9706527035182
2014,Utah,0-14,57.0,976298.0,5.838381313902108
2014,Utah,15-19,2296.0,976298.0,235.17409643367088
2014,Utah,under 19,2353.0,976298.0,241.01247774757297
2014,Vermont,0-14,13.0,146508.0,8.873235591230513
2014,Vermont,15-19,637.0,146508.0,434.7885439702951
2014,Vermont,under 19,650.0,146508.0,443.66177956152563
2014,Virginia,0-14,286.0,2098154.0,13.631029943464588
2014,Virginia,15-19,10895.0,2098154.0,519.2659833358276
2014,Virginia,under 19,11181.0,2098154.0,532.8970132792922
2014,Washington,0-14,231.0,1769977.0,13.051017047114172
2014,Washington,15-19,6719.0,1769977.0,379.6094525522083
2014,Washington,under 19,6950.0,1769977.0,392.6604695993225
2014,West Virginia,0-14,51.0,432017.0,11.805091003363293
2014,West Virginia,15-19,1483.0,432017.0,343.2735285879954
2014,West Virginia,under 19,1534.0,432017.0,355.0786195913587
2014,Wisconsin,0-14,248.0,1480267.0,16.753734292529657
2014,Wisconsin,15-19,7624.0,1480267.0,515.0422187348634
2014,Wisconsin,under 19,7872.0,1480267.0,531.795953027393
2014,Wyoming,0-14,10.0,152432.0,6.560302298729925
2014,Wyoming,15-19,585.0,152432.0,383.77768447570065
2014,Wyoming,under 19,595.0,152432.0,390.33798677443053
2015,Alabama,0-14,299.0,1243225.0,24.050352912787307
2015,Alabama,15-19,9479.0,1243225.0,762.4524925094009
2015,Alabama,under 19,9778.0,1243225.0,786.5028454221882
2015,Alaska,0-14,50.0,207769.0,24.065187780660253
2015,Alaska,15-19,1375.0,207769.0,661.792663968157
2015,Alaska,under 19,1425.0,207769.0,685.8578517488172
2015,Arizona,0-14,196.0,1802307.0,10.874950826912396
2015,Arizona,15-19,8992.0,1802307.0,498.91611140610337
2015,Arizona,under 19,9188.0,1802307.0,509.7910622330158
2015,Arkansas,0-14,221.0,788562.0,28.025697408700903
2015,Arkansas,15-19,6116.0,788562.0,775.5889834914693
2015,Arkansas,under 19,6337.0,788562.0,803.6146809001701
2015,California,0-14,959.0,10257438.0,9.349313152075597
2015,California,15-19,42235.0,10257438.0,411.7499905921927
2015,California,under 19,43194.0,10257438.0,421.0993037442683
2015,Colorado,0-14,161.0,1383219.0,11.639516229895627
2015,Colorado,15-19,6395.0,1383219.0,462.32736826200335
2015,Colorado,under 19,6556.0,1383219.0,473.96688449189895
2015,Connecticut,0-14,107.0,892789.0,11.984914688689042
2015,Connecticut,15-19,3514.0,892789.0,393.5980394023672
2015,Connecticut,under 19,3621.0,892789.0,405.58295409105625
2015,Delaware,0-14,55.0,230373.0,23.874325550303205
2015,Delaware,15-19,1468.0,230373.0,637.227452869911
2015,Delaware,under 19,1523.0,230373.0,661.1017784202141
2015,District of Columbia,0-14,173.0,134103.0,129.00531680872163
2015,District of Columbia,15-19,2424.0,134103.0,1807.5658262678685
2015,District of Columbia,under 19,2597.0,134103.0,1936.5711430765903
2015,Florida,0-14,717.0,4519742.0,15.863737354919817
2015,Florida,15-19,26738.0,4519742.0,591.5824398826304
2015,Florida,under 19,27455.0,4519742.0,607.4461772375503
2015,Georgia,0-14,530.0,2783493.0,19.040823885671706
2015,Georgia,15-19,19402.0,2783493.0,697.0378585467971
2015,Georgia,under 19,19932.0,2783493.0,716.0786824324688
2015,Hawaii,0-14,61.0,340338.0,17.923358543565513
2015,Hawaii,15-19,1529.0,340338.0,449.2592657887159
2015,Hawaii,under 19,1590.0,340338.0,467.1826243322815
2015,Idaho,0-14,30.0,474107.0,6.327685522466448
2015,Idaho,15-19,1724.0,474107.0,363.63099469107186
2015,Idaho,under 19,1754.0,474107.0,369.9586802135383
2015,Illinois,0-14,712.0,3376835.0,21.084832394831253
2015,Illinois,15-19,23358.0,3376835.0,691.7128020765006
2015,Illinois,under 19,24070.0,3376835.0,712.7976344713319
2015,Indiana,0-14,233.0,1776094.0,13.118675025083132
2015,Indiana,15-19,9677.0,1776094.0,544.8472884881093
2015,Indiana,under 19,9910.0,1776094.0,557.9659635131924
2015,Iowa,0-14,104.0,819105.0,12.696784905476099
2015,Iowa,15-19,3715.0,819105.0,453.5438069600357
2015,Iowa,under 19,3819.0,819105.0,466.24059186551176
2015,Kansas,0-14,71.0,807389.0,8.793778463664975
2015,Kansas,15-19,3731.0,807389.0,462.10686546385944
2015,Kansas,under 19,3802.0,807389.0,470.90064392752436
2015,Kentucky,0-14,142.0,1132873.0,12.534502984888862
2015,Kentucky,15-19,5736.0,1132873.0,506.32330367128526
2015,Kentucky,under 19,5878.0,1132873.0,518.8578066561741
2015,Louisiana,0-14,494.0,1237654.0,39.9142248156593
2015,Louisiana,15-19,13340.0,1237654.0,1077.8456660746865
2015,Louisiana,under 19,13834.0,1237654.0,1117.7598908903458
2015,Maine,0-14,13.0,297075.0,4.3759993267693345
2015,Maine,15-19,1004.0,297075.0,337.961794159724
2015,Maine,under 19,1017.0,297075.0,342.33779348649335
2015,Maryland,0-14,321.0,1509700.0,21.262502483937208
2015,Maryland,15-19,9114.0,1509700.0,603.6960985626283
2015,Maryland,under 19,9435.0,1509700.0,624.9586010465656
2015,Massachusetts,0-14,111.0,1607560.0,6.904874468138048
2015,Massachusetts,15-19,5688.0,1607560.0,353.8281619348578
2015,Massachusetts,under 19,5799.0,1607560.0,360.7330364029958
2015,Michigan,0-14,505.0,2531722.0,19.94689780315532
2015,Michigan,15-19,15855.0,2531722.0,626.2535934040151
2015,Michigan,under 19,16360.0,2531722.0,646.2004912071704
2015,Minnesota,0-14,176.0,1426903.0,12.334405352010613
2015,Minnesota,15-19,5816.0,1426903.0,407.596031405078
2015,Minnesota,under 19,5992.0,1426903.0,419.9304367570886
2015,Mississippi,0-14,270.0,825780.0,32.69635980527501
2015,Mississippi,15-19,7360.0,825780.0,891.2785487660151
2015,Mississippi,under 19,7630.0,825780.0,923.9749085712903
2015,Missouri,0-14,322.0,1563974.0,20.588577559473496
2015,Missouri,15-19,10255.0,1563974.0,655.7014374919277
2015,Missouri,under 19,10577.0,1563974.0,676.2900150514012
2015,Montana,0-14,59.0,251667.0,23.443677558042967
2015,Montana,15-19,1297.0,251667.0,515.3635558098599
2015,Montana,under 19,1356.0,251667.0,538.8072333679028
2015,Nebraska,0-14,70.0,518890.0,13.490335138468653
2015,Nebraska,15-19,2263.0,518890.0,436.12326311935095
2015,Nebraska,under 19,2333.0,518890.0,449.6135982578196
2015,Nevada,0-14,111.0,726719.0,15.274129340226414
2015,Nevada,15-19,3343.0,726719.0,460.01274220159377
2015,Nevada,under 19,3454.0,726719.0,475.2868715418202
2015,New Hampshire,0-14,11.0,311597.0,3.5302008684294135
2015,New Hampshire,15-19,774.0,311597.0,248.39777019676058
2015,New Hampshire,under 19,785.0,311597.0,251.92797106518998
2015,New Jersey,0-14,160.0,2248423.0,7.11609870562612
2015,New Jersey,15-19,7975.0,2248423.0,354.69304485855196
2015,New Jersey,under 19,8135.0,2248423.0,361.8091435641781
2015,New Mexico,0-14,91.0,565381.0,16.095341017826918
2015,New Mexico,15-19,3423.0,565381.0,605.4324429013355
2015,New Mexico,under 19,3514.0,565381.0,621.5277839191625
2015,New York,0-14,1128.0,4800195.0,23.499045351282604
2015,New York,15-19,29127.0,4800195.0,606.7878492436245
2015,New York,under 19,30255.0,4800195.0,630.286894594907
2015,North Carolina,0-14,561.0,2558480.0,21.9270817047622
2015,North Carolina,15-19,21404.0,2558480.0,836.5904755948844
2015,North Carolina,under 19,21965.0,2558480.0,858.5175572996467
2015,North Dakota,0-14,25.0,185620.0,13.468376252558992
2015,North Dakota,15-19,786.0,185620.0,423.44574938045474
2015,North Dakota,under 19,811.0,185620.0,436.91412563301367
2015,Ohio,0-14,781.0,2973542.0,26.264972884189966
2015,Ohio,15-19,21157.0,2973542.0,711.5083627539143
2015,Ohio,under 19,21938.0,2973542.0,737.7733356381044
2015,Oklahoma,0-14,158.0,1053548.0,14.996943660848865
2015,Oklahoma,15-19,7210.0,1053548.0,684.354201232407
2015,Oklahoma,under 19,7368.0,1053548.0,699.351144893256
2015,Oregon,0-14,92.0,959068.0,9.592646194013355
2015,Oregon,15-19,4366.0,959068.0,455.2336226419816
2015,Oregon,under 19,4458.0,959068.0,464.82626883599494
2015,Pennsylvania,0-14,660.0,3091921.0,21.34595288818828
2015,Pennsylvania,15-19,17592.0,3091921.0,568.9666715288004
2015,Pennsylvania,under 19,18252.0,3091921.0,590.3126244169887
2015,Rhode Island,0-14,23.0,251253.0,9.154119552801358
2015,Rhode Island,15-19,1097.0,251253.0,436.6117021488301
2015,Rhode Island,under 19,1120.0,251253.0,445.76582170163147
2015,South Carolina,0-14,323.0,1217225.0,26.535767832569984
2015,South Carolina,15-19,9281.0,1217225.0,762.4720162665078
2015,South Carolina,under 19,9604.0,1217225.0,789.0077840990778
2015,South Dakota,0-14,50.0,231627.0,21.58642990670345
2015,South Dakota,15-19,1182.0,231627.0,510.30320299446953
2015,South Dakota,under 19,1232.0,231627.0,531.8896329011731
2015,Tennessee,0-14,289.0,1661185.0,17.397219454786793
2015,Tennessee,15-19,10574.0,1661185.0,636.5335588751403
2015,Tennessee,under 19,10863.0,1661185.0,653.9307783299271
2015,Texas,0-14,1472.0,7818758.0,18.826519506039194
2015,Texas,15-19,46006.0,7818758.0,588.4054730943201
2015,Texas,under 19,47478.0,7818758.0,607.2319926003593
2015,Utah,0-14,64.0,984557.0,6.500385452543631
2015,Utah,15-19,2405.0,984557.0,244.27229708386614
2015,Utah,under 19,2469.0,984557.0,250.77268253640977
2015,Vermont,0-14,5.0,144822.0,3.4525141207827543
2015,Vermont,15-19,433.0,144822.0,298.98772285978646
2015,Vermont,under 19,438.0,144822.0,302.44023698056924
2015,Virginia,0-14,250.0,2098628.0,11.912544767343235
2015,Virginia,15-19,10321.0,2098628.0,491.7974981749981
2015,Virginia,under 19,10571.0,2098628.0,503.7100429423414
2015,Washington,0-14,179.0,1772078.0,10.101135503064764
2015,Washington,15-19,7075.0,1772078.0,399.24879153174976
2015,Washington,under 19,7254.0,1772078.0,409.3499270348145
2015,West Virginia,0-14,41.0,429419.0,9.54778433185304
2015,West Virginia,15-19,1617.0,429419.0,376.5552991367406
2015,West Virginia,under 19,1658.0,429419.0,386.1030834685936
2015,Wisconsin,0-14,253.0,1470750.0,17.202107768145503
